Id	名字	图标		1男0女	职业	普攻	技能					初始怒气					
124043101	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124043102	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124043103	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124043104	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124043105	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124044011	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124044012	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124044013	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124044014	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124044015	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124044021	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124044022	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124044023	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124044024	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124044025	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124044031	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124044032	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124044033	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124044034	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124044035	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124044041	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124044042	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124044043	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124044044	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124044045	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124044051	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124044052	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124044053	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124044054	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124044055	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124044061	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124044062	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124044063	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124044064	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124044065	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124044071	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124044072	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124044073	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124044074	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124044075	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124044081	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124044082	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124044083	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124044084	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124044085	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124044091	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124044092	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124044093	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124044094	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124044095	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124044101	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124044102	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124044103	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124044104	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124044105	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124045011	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045012	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124045013	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124045014	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124045015	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124045021	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124045022	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124045023	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124045024	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124045025	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124045031	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124045032	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124045033	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045034	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124045035	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124045041	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124045042	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124045043	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124045044	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124045045	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124045051	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045052	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124045053	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124045054	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124045055	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124045061	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124045062	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124045063	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124045064	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124045065	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124045071	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045072	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124045073	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124045074	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124045075	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124045081	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124045082	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124045083	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124045084	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124045085	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124045091	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124045092	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124045093	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045094	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124045095	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124045101	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124045102	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124045103	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045104	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124045105	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124051011	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124051012	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124051013	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124051014	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124051015	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124051021	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124051022	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124051023	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124051024	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124051025	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124051031	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124051032	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124051033	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124051034	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124051035	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124051041	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124051042	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124051043	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124051044	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124051045	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124051051	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124051052	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124051053	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124051054	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124051055	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124051061	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124051062	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124051063	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124051064	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124051065	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124051071	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124051072	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124051073	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124051074	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124051075	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124051081	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124051082	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124051083	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124051084	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124051085	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124051091	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124051092	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124051093	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124051094	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124051095	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124051101	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124051102	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124051103	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124051104	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124051105	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124052011	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124052012	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124052013	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124052014	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124052015	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124052021	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124052022	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124052023	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124052024	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124052025	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124052031	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124052032	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124052033	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124052034	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124052035	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124052041	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124052042	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124052043	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124052044	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124052045	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124052051	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124052052	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124052053	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124052054	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124052055	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124052061	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124052062	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124052063	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124052064	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124052065	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124052071	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124052072	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124052073	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124052074	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124052075	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124052081	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124052082	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124052083	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124052084	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124052085	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124052091	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124052092	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124052093	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124052094	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124052095	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124052101	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124052102	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124052103	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124052104	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124052105	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124053011	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124053012	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124053013	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124053014	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124053015	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124053021	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124053022	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124053023	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124053024	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124053025	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124053031	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124053032	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124053033	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124053034	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124053035	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124053041	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124053042	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124053043	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124053044	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124053045	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124053051	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124053052	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124053053	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124053054	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124053055	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124053061	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124053062	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124053063	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124053064	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124053065	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124053071	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124053072	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124053073	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124053074	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124053075	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124053081	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124053082	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124053083	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124053084	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124053085	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124053091	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124053092	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124053093	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124053094	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124053095	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124053101	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124053102	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124053103	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124053104	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124053105	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124054011	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124054012	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124054013	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124054014	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124054015	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124054021	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124054022	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124054023	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124054024	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124054025	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124054031	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124054032	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124054033	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124054034	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124054035	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124054041	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124054042	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124054043	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124054044	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124054045	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124054051	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124054052	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124054053	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124054054	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124054055	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124054061	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124054062	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124054063	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124054064	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124054065	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124054071	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124054072	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124054073	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124054074	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124054075	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124054081	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124054082	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124054083	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124054084	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124054085	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124054091	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124054092	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124054093	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124054094	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124054095	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124054101	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124054102	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124054103	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124054104	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124054105	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124055011	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124055012	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124055013	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124055014	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124055015	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124055021	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055022	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124055023	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124055024	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124055025	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124055031	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124055032	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124055033	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124055034	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124055035	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124055041	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055042	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124055043	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124055044	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124055045	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055051	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124055052	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124055053	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124055054	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124055055	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124055061	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124055062	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124055063	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055064	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124055065	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124055071	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124055072	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055073	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124055074	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124055075	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124055081	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124055082	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124055083	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124055084	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124055085	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055091	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124055092	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124055093	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124055094	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124055095	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124055101	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124055102	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124055103	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124055104	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124055105	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061011	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124061012	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124061013	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124061014	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124061015	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061021	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124061022	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124061023	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124061024	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124061025	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124061031	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124061032	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124061033	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061034	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124061035	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124061041	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124061042	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124061043	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124061044	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061045	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124061051	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124061052	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124061053	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124061054	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124061055	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124061061	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124061062	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124061063	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061064	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124061065	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124061071	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124061072	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061073	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124061074	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124061075	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124061081	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124061082	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061083	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124061084	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124061085	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124061091	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124061092	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124061093	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124061094	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124061095	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124061101	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124061102	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124061103	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124061104	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124061105	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124062011	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124062012	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124062013	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124062014	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124062015	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124062021	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124062022	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124062023	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124062024	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124062025	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
