Id	未解锁时的图标，配置icon.txt 中的id	解锁时的图标，配置icon.txt 中的id	建筑类型，配置    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	建筑总体描述
4237	铸币厂	铸币厂	ZHU_BI_CHANG	37	农场铜币产出[color=#2cd230]+%d%%[/color]
4238	铸币厂	铸币厂	ZHU_BI_CHANG	38	农场铜币产出[color=#2cd230]+%d%%[/color]
4239	铸币厂	铸币厂	ZHU_BI_CHANG	39	农场铜币产出[color=#2cd230]+%d%%[/color]
4240	铸币厂	铸币厂	ZHU_BI_CHANG	40	农场铜币产出[color=#2cd230]+%d%%[/color]
4241	铸币厂	铸币厂	ZHU_BI_CHANG	41	农场铜币产出[color=#2cd230]+%d%%[/color]
4242	铸币厂	铸币厂	ZHU_BI_CHANG	42	农场铜币产出[color=#2cd230]+%d%%[/color]
4243	铸币厂	铸币厂	ZHU_BI_CHANG	43	农场铜币产出[color=#2cd230]+%d%%[/color]
4244	铸币厂	铸币厂	ZHU_BI_CHANG	44	农场铜币产出[color=#2cd230]+%d%%[/color]
4245	铸币厂	铸币厂	ZHU_BI_CHANG	45	农场铜币产出[color=#2cd230]+%d%%[/color]
4246	铸币厂	铸币厂	ZHU_BI_CHANG	46	农场铜币产出[color=#2cd230]+%d%%[/color]
4247	铸币厂	铸币厂	ZHU_BI_CHANG	47	农场铜币产出[color=#2cd230]+%d%%[/color]
4248	铸币厂	铸币厂	ZHU_BI_CHANG	48	农场铜币产出[color=#2cd230]+%d%%[/color]
4249	铸币厂	铸币厂	ZHU_BI_CHANG	49	农场铜币产出[color=#2cd230]+%d%%[/color]
4250	铸币厂	铸币厂	ZHU_BI_CHANG	50	农场铜币产出[color=#2cd230]+%d%%[/color]
					
4251	采石场	采石场	CAI_SHI_CHANGE	1	农场石料产出[color=#2cd230]+%d%%[/color]
4252	采石场	采石场	CAI_SHI_CHANGE	2	农场石料产出[color=#2cd230]+%d%%[/color]
4253	采石场	采石场	CAI_SHI_CHANGE	3	农场石料产出[color=#2cd230]+%d%%[/color]
4254	采石场	采石场	CAI_SHI_CHANGE	4	农场石料产出[color=#2cd230]+%d%%[/color]
4255	采石场	采石场	CAI_SHI_CHANGE	5	农场石料产出[color=#2cd230]+%d%%[/color]
4256	采石场	采石场	CAI_SHI_CHANGE	6	农场石料产出[color=#2cd230]+%d%%[/color]
4257	采石场	采石场	CAI_SHI_CHANGE	7	农场石料产出[color=#2cd230]+%d%%[/color]
4258	采石场	采石场	CAI_SHI_CHANGE	8	农场石料产出[color=#2cd230]+%d%%[/color]
4259	采石场	采石场	CAI_SHI_CHANGE	9	农场石料产出[color=#2cd230]+%d%%[/color]
4260	采石场	采石场	CAI_SHI_CHANGE	10	农场石料产出[color=#2cd230]+%d%%[/color]
4261	采石场	采石场	CAI_SHI_CHANGE	11	农场石料产出[color=#2cd230]+%d%%[/color]
4262	采石场	采石场	CAI_SHI_CHANGE	12	农场石料产出[color=#2cd230]+%d%%[/color]
4263	采石场	采石场	CAI_SHI_CHANGE	13	农场石料产出[color=#2cd230]+%d%%[/color]
4264	采石场	采石场	CAI_SHI_CHANGE	14	农场石料产出[color=#2cd230]+%d%%[/color]
4265	采石场	采石场	CAI_SHI_CHANGE	15	农场石料产出[color=#2cd230]+%d%%[/color]
4266	采石场	采石场	CAI_SHI_CHANGE	16	农场石料产出[color=#2cd230]+%d%%[/color]
4267	采石场	采石场	CAI_SHI_CHANGE	17	农场石料产出[color=#2cd230]+%d%%[/color]
4268	采石场	采石场	CAI_SHI_CHANGE	18	农场石料产出[color=#2cd230]+%d%%[/color]
4269	采石场	采石场	CAI_SHI_CHANGE	19	农场石料产出[color=#2cd230]+%d%%[/color]
4270	采石场	采石场	CAI_SHI_CHANGE	20	农场石料产出[color=#2cd230]+%d%%[/color]
4271	采石场	采石场	CAI_SHI_CHANGE	21	农场石料产出[color=#2cd230]+%d%%[/color]
4272	采石场	采石场	CAI_SHI_CHANGE	22	农场石料产出[color=#2cd230]+%d%%[/color]
4273	采石场	采石场	CAI_SHI_CHANGE	23	农场石料产出[color=#2cd230]+%d%%[/color]
4274	采石场	采石场	CAI_SHI_CHANGE	24	农场石料产出[color=#2cd230]+%d%%[/color]
4275	采石场	采石场	CAI_SHI_CHANGE	25	农场石料产出[color=#2cd230]+%d%%[/color]
4276	采石场	采石场	CAI_SHI_CHANGE	26	农场石料产出[color=#2cd230]+%d%%[/color]
4277	采石场	采石场	CAI_SHI_CHANGE	27	农场石料产出[color=#2cd230]+%d%%[/color]
4278	采石场	采石场	CAI_SHI_CHANGE	28	农场石料产出[color=#2cd230]+%d%%[/color]
4279	采石场	采石场	CAI_SHI_CHANGE	29	农场石料产出[color=#2cd230]+%d%%[/color]
4280	采石场	采石场	CAI_SHI_CHANGE	30	农场石料产出[color=#2cd230]+%d%%[/color]
4281	采石场	采石场	CAI_SHI_CHANGE	31	农场石料产出[color=#2cd230]+%d%%[/color]
4282	采石场	采石场	CAI_SHI_CHANGE	32	农场石料产出[color=#2cd230]+%d%%[/color]
4283	采石场	采石场	CAI_SHI_CHANGE	33	农场石料产出[color=#2cd230]+%d%%[/color]
4284	采石场	采石场	CAI_SHI_CHANGE	34	农场石料产出[color=#2cd230]+%d%%[/color]
4285	采石场	采石场	CAI_SHI_CHANGE	35	农场石料产出[color=#2cd230]+%d%%[/color]
4286	采石场	采石场	CAI_SHI_CHANGE	36	农场石料产出[color=#2cd230]+%d%%[/color]
4287	采石场	采石场	CAI_SHI_CHANGE	37	农场石料产出[color=#2cd230]+%d%%[/color]
4288	采石场	采石场	CAI_SHI_CHANGE	38	农场石料产出[color=#2cd230]+%d%%[/color]
4289	采石场	采石场	CAI_SHI_CHANGE	39	农场石料产出[color=#2cd230]+%d%%[/color]
4290	采石场	采石场	CAI_SHI_CHANGE	40	农场石料产出[color=#2cd230]+%d%%[/color]
4291	采石场	采石场	CAI_SHI_CHANGE	41	农场石料产出[color=#2cd230]+%d%%[/color]
4292	采石场	采石场	CAI_SHI_CHANGE	42	农场石料产出[color=#2cd230]+%d%%[/color]
4293	采石场	采石场	CAI_SHI_CHANGE	43	农场石料产出[color=#2cd230]+%d%%[/color]
4294	采石场	采石场	CAI_SHI_CHANGE	44	农场石料产出[color=#2cd230]+%d%%[/color]
4295	采石场	采石场	CAI_SHI_CHANGE	45	农场石料产出[color=#2cd230]+%d%%[/color]
4296	采石场	采石场	CAI_SHI_CHANGE	46	农场石料产出[color=#2cd230]+%d%%[/color]
4297	采石场	采石场	CAI_SHI_CHANGE	47	农场石料产出[color=#2cd230]+%d%%[/color]
4298	采石场	采石场	CAI_SHI_CHANGE	48	农场石料产出[color=#2cd230]+%d%%[/color]
4299	采石场	采石场	CAI_SHI_CHANGE	49	农场石料产出[color=#2cd230]+%d%%[/color]
4300	采石场	采石场	CAI_SHI_CHANGE	50	农场石料产出[color=#2cd230]+%d%%[/color]
					
4301	采石场	采石场	CAI_SHI_CHANGE	1	农场石料产出[color=#2cd230]+%d%%[/color]
4302	采石场	采石场	CAI_SHI_CHANGE	2	农场石料产出[color=#2cd230]+%d%%[/color]
4303	采石场	采石场	CAI_SHI_CHANGE	3	农场石料产出[color=#2cd230]+%d%%[/color]
4304	采石场	采石场	CAI_SHI_CHANGE	4	农场石料产出[color=#2cd230]+%d%%[/color]
4305	采石场	采石场	CAI_SHI_CHANGE	5	农场石料产出[color=#2cd230]+%d%%[/color]
4306	采石场	采石场	CAI_SHI_CHANGE	6	农场石料产出[color=#2cd230]+%d%%[/color]
4307	采石场	采石场	CAI_SHI_CHANGE	7	农场石料产出[color=#2cd230]+%d%%[/color]
4308	采石场	采石场	CAI_SHI_CHANGE	8	农场石料产出[color=#2cd230]+%d%%[/color]
4309	采石场	采石场	CAI_SHI_CHANGE	9	农场石料产出[color=#2cd230]+%d%%[/color]
4310	采石场	采石场	CAI_SHI_CHANGE	10	农场石料产出[color=#2cd230]+%d%%[/color]
4311	采石场	采石场	CAI_SHI_CHANGE	11	农场石料产出[color=#2cd230]+%d%%[/color]
4312	采石场	采石场	CAI_SHI_CHANGE	12	农场石料产出[color=#2cd230]+%d%%[/color]
4313	采石场	采石场	CAI_SHI_CHANGE	13	农场石料产出[color=#2cd230]+%d%%[/color]
4314	采石场	采石场	CAI_SHI_CHANGE	14	农场石料产出[color=#2cd230]+%d%%[/color]
4315	采石场	采石场	CAI_SHI_CHANGE	15	农场石料产出[color=#2cd230]+%d%%[/color]
4316	采石场	采石场	CAI_SHI_CHANGE	16	农场石料产出[color=#2cd230]+%d%%[/color]
4317	采石场	采石场	CAI_SHI_CHANGE	17	农场石料产出[color=#2cd230]+%d%%[/color]
4318	采石场	采石场	CAI_SHI_CHANGE	18	农场石料产出[color=#2cd230]+%d%%[/color]
4319	采石场	采石场	CAI_SHI_CHANGE	19	农场石料产出[color=#2cd230]+%d%%[/color]
4320	采石场	采石场	CAI_SHI_CHANGE	20	农场石料产出[color=#2cd230]+%d%%[/color]
4321	采石场	采石场	CAI_SHI_CHANGE	21	农场石料产出[color=#2cd230]+%d%%[/color]
4322	采石场	采石场	CAI_SHI_CHANGE	22	农场石料产出[color=#2cd230]+%d%%[/color]
4323	采石场	采石场	CAI_SHI_CHANGE	23	农场石料产出[color=#2cd230]+%d%%[/color]
4324	采石场	采石场	CAI_SHI_CHANGE	24	农场石料产出[color=#2cd230]+%d%%[/color]
4325	采石场	采石场	CAI_SHI_CHANGE	25	农场石料产出[color=#2cd230]+%d%%[/color]
4326	采石场	采石场	CAI_SHI_CHANGE	26	农场石料产出[color=#2cd230]+%d%%[/color]
4327	采石场	采石场	CAI_SHI_CHANGE	27	农场石料产出[color=#2cd230]+%d%%[/color]
4328	采石场	采石场	CAI_SHI_CHANGE	28	农场石料产出[color=#2cd230]+%d%%[/color]
4329	采石场	采石场	CAI_SHI_CHANGE	29	农场石料产出[color=#2cd230]+%d%%[/color]
4330	采石场	采石场	CAI_SHI_CHANGE	30	农场石料产出[color=#2cd230]+%d%%[/color]
4331	采石场	采石场	CAI_SHI_CHANGE	31	农场石料产出[color=#2cd230]+%d%%[/color]
4332	采石场	采石场	CAI_SHI_CHANGE	32	农场石料产出[color=#2cd230]+%d%%[/color]
4333	采石场	采石场	CAI_SHI_CHANGE	33	农场石料产出[color=#2cd230]+%d%%[/color]
4334	采石场	采石场	CAI_SHI_CHANGE	34	农场石料产出[color=#2cd230]+%d%%[/color]
4335	采石场	采石场	CAI_SHI_CHANGE	35	农场石料产出[color=#2cd230]+%d%%[/color]
4336	采石场	采石场	CAI_SHI_CHANGE	36	农场石料产出[color=#2cd230]+%d%%[/color]
4337	采石场	采石场	CAI_SHI_CHANGE	37	农场石料产出[color=#2cd230]+%d%%[/color]
4338	采石场	采石场	CAI_SHI_CHANGE	38	农场石料产出[color=#2cd230]+%d%%[/color]
4339	采石场	采石场	CAI_SHI_CHANGE	39	农场石料产出[color=#2cd230]+%d%%[/color]
4340	采石场	采石场	CAI_SHI_CHANGE	40	农场石料产出[color=#2cd230]+%d%%[/color]
4341	采石场	采石场	CAI_SHI_CHANGE	41	农场石料产出[color=#2cd230]+%d%%[/color]
4342	采石场	采石场	CAI_SHI_CHANGE	42	农场石料产出[color=#2cd230]+%d%%[/color]
4343	采石场	采石场	CAI_SHI_CHANGE	43	农场石料产出[color=#2cd230]+%d%%[/color]
4344	采石场	采石场	CAI_SHI_CHANGE	44	农场石料产出[color=#2cd230]+%d%%[/color]
4345	采石场	采石场	CAI_SHI_CHANGE	45	农场石料产出[color=#2cd230]+%d%%[/color]
4346	采石场	采石场	CAI_SHI_CHANGE	46	农场石料产出[color=#2cd230]+%d%%[/color]
4347	采石场	采石场	CAI_SHI_CHANGE	47	农场石料产出[color=#2cd230]+%d%%[/color]
4348	采石场	采石场	CAI_SHI_CHANGE	48	农场石料产出[color=#2cd230]+%d%%[/color]
4349	采石场	采石场	CAI_SHI_CHANGE	49	农场石料产出[color=#2cd230]+%d%%[/color]
4350	采石场	采石场	CAI_SHI_CHANGE	50	农场石料产出[color=#2cd230]+%d%%[/color]
					
4351	铸币厂	铸币厂	ZHU_BI_CHANG	1	农场铜币产出[color=#2cd230]+%d%%[/color]
4352	铸币厂	铸币厂	ZHU_BI_CHANG	2	农场铜币产出[color=#2cd230]+%d%%[/color]
4353	铸币厂	铸币厂	ZHU_BI_CHANG	3	农场铜币产出[color=#2cd230]+%d%%[/color]
4354	铸币厂	铸币厂	ZHU_BI_CHANG	4	农场铜币产出[color=#2cd230]+%d%%[/color]
4355	铸币厂	铸币厂	ZHU_BI_CHANG	5	农场铜币产出[color=#2cd230]+%d%%[/color]
4356	铸币厂	铸币厂	ZHU_BI_CHANG	6	农场铜币产出[color=#2cd230]+%d%%[/color]
4357	铸币厂	铸币厂	ZHU_BI_CHANG	7	农场铜币产出[color=#2cd230]+%d%%[/color]
4358	铸币厂	铸币厂	ZHU_BI_CHANG	8	农场铜币产出[color=#2cd230]+%d%%[/color]
4359	铸币厂	铸币厂	ZHU_BI_CHANG	9	农场铜币产出[color=#2cd230]+%d%%[/color]
4360	铸币厂	铸币厂	ZHU_BI_CHANG	10	农场铜币产出[color=#2cd230]+%d%%[/color]
4361	铸币厂	铸币厂	ZHU_BI_CHANG	11	农场铜币产出[color=#2cd230]+%d%%[/color]
4362	铸币厂	铸币厂	ZHU_BI_CHANG	12	农场铜币产出[color=#2cd230]+%d%%[/color]
4363	铸币厂	铸币厂	ZHU_BI_CHANG	13	农场铜币产出[color=#2cd230]+%d%%[/color]
4364	铸币厂	铸币厂	ZHU_BI_CHANG	14	农场铜币产出[color=#2cd230]+%d%%[/color]
4365	铸币厂	铸币厂	ZHU_BI_CHANG	15	农场铜币产出[color=#2cd230]+%d%%[/color]
4366	铸币厂	铸币厂	ZHU_BI_CHANG	16	农场铜币产出[color=#2cd230]+%d%%[/color]
4367	铸币厂	铸币厂	ZHU_BI_CHANG	17	农场铜币产出[color=#2cd230]+%d%%[/color]
4368	铸币厂	铸币厂	ZHU_BI_CHANG	18	农场铜币产出[color=#2cd230]+%d%%[/color]
4369	铸币厂	铸币厂	ZHU_BI_CHANG	19	农场铜币产出[color=#2cd230]+%d%%[/color]
4370	铸币厂	铸币厂	ZHU_BI_CHANG	20	农场铜币产出[color=#2cd230]+%d%%[/color]
4371	铸币厂	铸币厂	ZHU_BI_CHANG	21	农场铜币产出[color=#2cd230]+%d%%[/color]
4372	铸币厂	铸币厂	ZHU_BI_CHANG	22	农场铜币产出[color=#2cd230]+%d%%[/color]
4373	铸币厂	铸币厂	ZHU_BI_CHANG	23	农场铜币产出[color=#2cd230]+%d%%[/color]
4374	铸币厂	铸币厂	ZHU_BI_CHANG	24	农场铜币产出[color=#2cd230]+%d%%[/color]
4375	铸币厂	铸币厂	ZHU_BI_CHANG	25	农场铜币产出[color=#2cd230]+%d%%[/color]
4376	铸币厂	铸币厂	ZHU_BI_CHANG	26	农场铜币产出[color=#2cd230]+%d%%[/color]
4377	铸币厂	铸币厂	ZHU_BI_CHANG	27	农场铜币产出[color=#2cd230]+%d%%[/color]
4378	铸币厂	铸币厂	ZHU_BI_CHANG	28	农场铜币产出[color=#2cd230]+%d%%[/color]
4379	铸币厂	铸币厂	ZHU_BI_CHANG	29	农场铜币产出[color=#2cd230]+%d%%[/color]
4380	铸币厂	铸币厂	ZHU_BI_CHANG	30	农场铜币产出[color=#2cd230]+%d%%[/color]
4381	铸币厂	铸币厂	ZHU_BI_CHANG	31	农场铜币产出[color=#2cd230]+%d%%[/color]
4382	铸币厂	铸币厂	ZHU_BI_CHANG	32	农场铜币产出[color=#2cd230]+%d%%[/color]
4383	铸币厂	铸币厂	ZHU_BI_CHANG	33	农场铜币产出[color=#2cd230]+%d%%[/color]
4384	铸币厂	铸币厂	ZHU_BI_CHANG	34	农场铜币产出[color=#2cd230]+%d%%[/color]
4385	铸币厂	铸币厂	ZHU_BI_CHANG	35	农场铜币产出[color=#2cd230]+%d%%[/color]
4386	铸币厂	铸币厂	ZHU_BI_CHANG	36	农场铜币产出[color=#2cd230]+%d%%[/color]
4387	铸币厂	铸币厂	ZHU_BI_CHANG	37	农场铜币产出[color=#2cd230]+%d%%[/color]
4388	铸币厂	铸币厂	ZHU_BI_CHANG	38	农场铜币产出[color=#2cd230]+%d%%[/color]
4389	铸币厂	铸币厂	ZHU_BI_CHANG	39	农场铜币产出[color=#2cd230]+%d%%[/color]
4390	铸币厂	铸币厂	ZHU_BI_CHANG	40	农场铜币产出[color=#2cd230]+%d%%[/color]
4391	铸币厂	铸币厂	ZHU_BI_CHANG	41	农场铜币产出[color=#2cd230]+%d%%[/color]
4392	铸币厂	铸币厂	ZHU_BI_CHANG	42	农场铜币产出[color=#2cd230]+%d%%[/color]
4393	铸币厂	铸币厂	ZHU_BI_CHANG	43	农场铜币产出[color=#2cd230]+%d%%[/color]
4394	铸币厂	铸币厂	ZHU_BI_CHANG	44	农场铜币产出[color=#2cd230]+%d%%[/color]
4395	铸币厂	铸币厂	ZHU_BI_CHANG	45	农场铜币产出[color=#2cd230]+%d%%[/color]
4396	铸币厂	铸币厂	ZHU_BI_CHANG	46	农场铜币产出[color=#2cd230]+%d%%[/color]
4397	铸币厂	铸币厂	ZHU_BI_CHANG	47	农场铜币产出[color=#2cd230]+%d%%[/color]
4398	铸币厂	铸币厂	ZHU_BI_CHANG	48	农场铜币产出[color=#2cd230]+%d%%[/color]
4399	铸币厂	铸币厂	ZHU_BI_CHANG	49	农场铜币产出[color=#2cd230]+%d%%[/color]
4400	铸币厂	铸币厂	ZHU_BI_CHANG	50	农场铜币产出[color=#2cd230]+%d%%[/color]
					
4401	铸币厂	铸币厂	ZHU_BI_CHANG	1	农场铜币产出[color=#2cd230]+%d%%[/color]
4402	铸币厂	铸币厂	ZHU_BI_CHANG	2	农场铜币产出[color=#2cd230]+%d%%[/color]
4403	铸币厂	铸币厂	ZHU_BI_CHANG	3	农场铜币产出[color=#2cd230]+%d%%[/color]
4404	铸币厂	铸币厂	ZHU_BI_CHANG	4	农场铜币产出[color=#2cd230]+%d%%[/color]
4405	铸币厂	铸币厂	ZHU_BI_CHANG	5	农场铜币产出[color=#2cd230]+%d%%[/color]
4406	铸币厂	铸币厂	ZHU_BI_CHANG	6	农场铜币产出[color=#2cd230]+%d%%[/color]
4407	铸币厂	铸币厂	ZHU_BI_CHANG	7	农场铜币产出[color=#2cd230]+%d%%[/color]
4408	铸币厂	铸币厂	ZHU_BI_CHANG	8	农场铜币产出[color=#2cd230]+%d%%[/color]
4409	铸币厂	铸币厂	ZHU_BI_CHANG	9	农场铜币产出[color=#2cd230]+%d%%[/color]
4410	铸币厂	铸币厂	ZHU_BI_CHANG	10	农场铜币产出[color=#2cd230]+%d%%[/color]
4411	铸币厂	铸币厂	ZHU_BI_CHANG	11	农场铜币产出[color=#2cd230]+%d%%[/color]
4412	铸币厂	铸币厂	ZHU_BI_CHANG	12	农场铜币产出[color=#2cd230]+%d%%[/color]
4413	铸币厂	铸币厂	ZHU_BI_CHANG	13	农场铜币产出[color=#2cd230]+%d%%[/color]
4414	铸币厂	铸币厂	ZHU_BI_CHANG	14	农场铜币产出[color=#2cd230]+%d%%[/color]
4415	铸币厂	铸币厂	ZHU_BI_CHANG	15	农场铜币产出[color=#2cd230]+%d%%[/color]
4416	铸币厂	铸币厂	ZHU_BI_CHANG	16	农场铜币产出[color=#2cd230]+%d%%[/color]
4417	铸币厂	铸币厂	ZHU_BI_CHANG	17	农场铜币产出[color=#2cd230]+%d%%[/color]
4418	铸币厂	铸币厂	ZHU_BI_CHANG	18	农场铜币产出[color=#2cd230]+%d%%[/color]
4419	铸币厂	铸币厂	ZHU_BI_CHANG	19	农场铜币产出[color=#2cd230]+%d%%[/color]
4420	铸币厂	铸币厂	ZHU_BI_CHANG	20	农场铜币产出[color=#2cd230]+%d%%[/color]
4421	铸币厂	铸币厂	ZHU_BI_CHANG	21	农场铜币产出[color=#2cd230]+%d%%[/color]
4422	铸币厂	铸币厂	ZHU_BI_CHANG	22	农场铜币产出[color=#2cd230]+%d%%[/color]
4423	铸币厂	铸币厂	ZHU_BI_CHANG	23	农场铜币产出[color=#2cd230]+%d%%[/color]
4424	铸币厂	铸币厂	ZHU_BI_CHANG	24	农场铜币产出[color=#2cd230]+%d%%[/color]
4425	铸币厂	铸币厂	ZHU_BI_CHANG	25	农场铜币产出[color=#2cd230]+%d%%[/color]
4426	铸币厂	铸币厂	ZHU_BI_CHANG	26	农场铜币产出[color=#2cd230]+%d%%[/color]
4427	铸币厂	铸币厂	ZHU_BI_CHANG	27	农场铜币产出[color=#2cd230]+%d%%[/color]
4428	铸币厂	铸币厂	ZHU_BI_CHANG	28	农场铜币产出[color=#2cd230]+%d%%[/color]
4429	铸币厂	铸币厂	ZHU_BI_CHANG	29	农场铜币产出[color=#2cd230]+%d%%[/color]
4430	铸币厂	铸币厂	ZHU_BI_CHANG	30	农场铜币产出[color=#2cd230]+%d%%[/color]
4431	铸币厂	铸币厂	ZHU_BI_CHANG	31	农场铜币产出[color=#2cd230]+%d%%[/color]
4432	铸币厂	铸币厂	ZHU_BI_CHANG	32	农场铜币产出[color=#2cd230]+%d%%[/color]
4433	铸币厂	铸币厂	ZHU_BI_CHANG	33	农场铜币产出[color=#2cd230]+%d%%[/color]
4434	铸币厂	铸币厂	ZHU_BI_CHANG	34	农场铜币产出[color=#2cd230]+%d%%[/color]
4435	铸币厂	铸币厂	ZHU_BI_CHANG	35	农场铜币产出[color=#2cd230]+%d%%[/color]
4436	铸币厂	铸币厂	ZHU_BI_CHANG	36	农场铜币产出[color=#2cd230]+%d%%[/color]
4437	铸币厂	铸币厂	ZHU_BI_CHANG	37	农场铜币产出[color=#2cd230]+%d%%[/color]
4438	铸币厂	铸币厂	ZHU_BI_CHANG	38	农场铜币产出[color=#2cd230]+%d%%[/color]
4439	铸币厂	铸币厂	ZHU_BI_CHANG	39	农场铜币产出[color=#2cd230]+%d%%[/color]
4440	铸币厂	铸币厂	ZHU_BI_CHANG	40	农场铜币产出[color=#2cd230]+%d%%[/color]
4441	铸币厂	铸币厂	ZHU_BI_CHANG	41	农场铜币产出[color=#2cd230]+%d%%[/color]
4442	铸币厂	铸币厂	ZHU_BI_CHANG	42	农场铜币产出[color=#2cd230]+%d%%[/color]
4443	铸币厂	铸币厂	ZHU_BI_CHANG	43	农场铜币产出[color=#2cd230]+%d%%[/color]
4444	铸币厂	铸币厂	ZHU_BI_CHANG	44	农场铜币产出[color=#2cd230]+%d%%[/color]
4445	铸币厂	铸币厂	ZHU_BI_CHANG	45	农场铜币产出[color=#2cd230]+%d%%[/color]
4446	铸币厂	铸币厂	ZHU_BI_CHANG	46	农场铜币产出[color=#2cd230]+%d%%[/color]
4447	铸币厂	铸币厂	ZHU_BI_CHANG	47	农场铜币产出[color=#2cd230]+%d%%[/color]
4448	铸币厂	铸币厂	ZHU_BI_CHANG	48	农场铜币产出[color=#2cd230]+%d%%[/color]
4449	铸币厂	铸币厂	ZHU_BI_CHANG	49	农场铜币产出[color=#2cd230]+%d%%[/color]
4450	铸币厂	铸币厂	ZHU_BI_CHANG	50	农场铜币产出[color=#2cd230]+%d%%[/color]
					
4451	采石场	采石场	CAI_SHI_CHANGE	1	农场石料产出[color=#2cd230]+%d%%[/color]
4452	采石场	采石场	CAI_SHI_CHANGE	2	农场石料产出[color=#2cd230]+%d%%[/color]
4453	采石场	采石场	CAI_SHI_CHANGE	3	农场石料产出[color=#2cd230]+%d%%[/color]
4454	采石场	采石场	CAI_SHI_CHANGE	4	农场石料产出[color=#2cd230]+%d%%[/color]
4455	采石场	采石场	CAI_SHI_CHANGE	5	农场石料产出[color=#2cd230]+%d%%[/color]
4456	采石场	采石场	CAI_SHI_CHANGE	6	农场石料产出[color=#2cd230]+%d%%[/color]
4457	采石场	采石场	CAI_SHI_CHANGE	7	农场石料产出[color=#2cd230]+%d%%[/color]
4458	采石场	采石场	CAI_SHI_CHANGE	8	农场石料产出[color=#2cd230]+%d%%[/color]
4459	采石场	采石场	CAI_SHI_CHANGE	9	农场石料产出[color=#2cd230]+%d%%[/color]
4460	采石场	采石场	CAI_SHI_CHANGE	10	农场石料产出[color=#2cd230]+%d%%[/color]
4461	采石场	采石场	CAI_SHI_CHANGE	11	农场石料产出[color=#2cd230]+%d%%[/color]
4462	采石场	采石场	CAI_SHI_CHANGE	12	农场石料产出[color=#2cd230]+%d%%[/color]
4463	采石场	采石场	CAI_SHI_CHANGE	13	农场石料产出[color=#2cd230]+%d%%[/color]
4464	采石场	采石场	CAI_SHI_CHANGE	14	农场石料产出[color=#2cd230]+%d%%[/color]
4465	采石场	采石场	CAI_SHI_CHANGE	15	农场石料产出[color=#2cd230]+%d%%[/color]
4466	采石场	采石场	CAI_SHI_CHANGE	16	农场石料产出[color=#2cd230]+%d%%[/color]
4467	采石场	采石场	CAI_SHI_CHANGE	17	农场石料产出[color=#2cd230]+%d%%[/color]
4468	采石场	采石场	CAI_SHI_CHANGE	18	农场石料产出[color=#2cd230]+%d%%[/color]
4469	采石场	采石场	CAI_SHI_CHANGE	19	农场石料产出[color=#2cd230]+%d%%[/color]
4470	采石场	采石场	CAI_SHI_CHANGE	20	农场石料产出[color=#2cd230]+%d%%[/color]
4471	采石场	采石场	CAI_SHI_CHANGE	21	农场石料产出[color=#2cd230]+%d%%[/color]
4472	采石场	采石场	CAI_SHI_CHANGE	22	农场石料产出[color=#2cd230]+%d%%[/color]
4473	采石场	采石场	CAI_SHI_CHANGE	23	农场石料产出[color=#2cd230]+%d%%[/color]
4474	采石场	采石场	CAI_SHI_CHANGE	24	农场石料产出[color=#2cd230]+%d%%[/color]
4475	采石场	采石场	CAI_SHI_CHANGE	25	农场石料产出[color=#2cd230]+%d%%[/color]
4476	采石场	采石场	CAI_SHI_CHANGE	26	农场石料产出[color=#2cd230]+%d%%[/color]
4477	采石场	采石场	CAI_SHI_CHANGE	27	农场石料产出[color=#2cd230]+%d%%[/color]
4478	采石场	采石场	CAI_SHI_CHANGE	28	农场石料产出[color=#2cd230]+%d%%[/color]
4479	采石场	采石场	CAI_SHI_CHANGE	29	农场石料产出[color=#2cd230]+%d%%[/color]
4480	采石场	采石场	CAI_SHI_CHANGE	30	农场石料产出[color=#2cd230]+%d%%[/color]
4481	采石场	采石场	CAI_SHI_CHANGE	31	农场石料产出[color=#2cd230]+%d%%[/color]
4482	采石场	采石场	CAI_SHI_CHANGE	32	农场石料产出[color=#2cd230]+%d%%[/color]
4483	采石场	采石场	CAI_SHI_CHANGE	33	农场石料产出[color=#2cd230]+%d%%[/color]
4484	采石场	采石场	CAI_SHI_CHANGE	34	农场石料产出[color=#2cd230]+%d%%[/color]
4485	采石场	采石场	CAI_SHI_CHANGE	35	农场石料产出[color=#2cd230]+%d%%[/color]
4486	采石场	采石场	CAI_SHI_CHANGE	36	农场石料产出[color=#2cd230]+%d%%[/color]
4487	采石场	采石场	CAI_SHI_CHANGE	37	农场石料产出[color=#2cd230]+%d%%[/color]
4488	采石场	采石场	CAI_SHI_CHANGE	38	农场石料产出[color=#2cd230]+%d%%[/color]
4489	采石场	采石场	CAI_SHI_CHANGE	39	农场石料产出[color=#2cd230]+%d%%[/color]
4490	采石场	采石场	CAI_SHI_CHANGE	40	农场石料产出[color=#2cd230]+%d%%[/color]
