id	名字	描述	"标签页(填数字或者名字都可以)，11-tech_bu(11-15分别是bu,qi,gong,che,xie，步（骑弓车械）兵科技) 1-tech_neizheng(内政)"	序号（客户端界面上排第几个）从1开始	大图标	小图标	分组，相同类型的配置分组应该一样	等级	效果，关联效果表	前置建筑，多个使用分号分隔		前置科技，多个分号分隔				消耗	升级所需时间，s-秒 m-分钟 h-小时		大科技填1															
																												提升基础攻击60%			4.6	1	0.49	5.09
10031001	骑兵攻击	骑兵攻击提升|3|6	12	1	ui://Academy/junshiicon3	1	31	1	10031001	70001						10031001	0.19h											提升基础攻击70%			6.8	1	0.62	7.42
10031002	骑兵攻击	骑兵攻击提升|6|12	12	1	ui://Academy/junshiicon3	1	31	2	10031002	70003						10031002	0.49h											提升基础攻击80%			9.5	1	0.78	10.28
10031003	骑兵攻击	骑兵攻击提升|12|18	12	1	ui://Academy/junshiicon3	1	31	3	10031003	70005						10031003	0.9h											提升基础攻击90%			12.5	1	0.96	13.46
10031004	骑兵攻击	骑兵攻击提升|18|27	12	1	ui://Academy/junshiicon3	1	31	4	10031004	70007						10031004	1.68h											提升基础攻击100%			15.5	1	1.17	16.67
10031005	骑兵攻击	骑兵攻击提升|27|36	12	1	ui://Academy/junshiicon3	1	31	5	10031005	70009						10031005	2.78h											提升基础攻击110%			18.5	1	1.4	19.9
10031006	骑兵攻击	骑兵攻击提升|36|48	12	1	ui://Academy/junshiicon3	1	31	6	10031006	70011						10031006	4.29h											提升基础攻击120%			21.5	1	1.66	23.16
10031007	骑兵攻击	骑兵攻击提升|48|63	12	1	ui://Academy/junshiicon3	1	31	7	10031007	70013						10031007	6.22h											提升基础攻击130%			25	1	1.96	26.96
10031008	骑兵攻击	骑兵攻击提升|63|81	12	1	ui://Academy/junshiicon3	1	31	8	10031008	70015						10031008	8.78h											提升基础攻击140%			30	1	2.28	32.28
10031009	骑兵攻击	骑兵攻击提升|81|102	12	1	ui://Academy/junshiicon3	1	31	9	10031009	70017						10031009	11.96h											提升基础攻击150%			36	1	2.64	38.64
10031010	骑兵攻击	骑兵攻击提升|102|126	12	1	ui://Academy/junshiicon3	1	31	10	10031010	70019						10031010	15.17h											提升基础攻击160%			45	1	2.89	47.89
10031011	骑兵攻击	骑兵攻击提升|126|153	12	1	ui://Academy/junshiicon3	1	31	11	10031011	70021						10031011	23.4h											提升基础攻击170%			60	1	3.15	63.15
10031012	骑兵攻击	骑兵攻击提升|153|183	12	1	ui://Academy/junshiicon3	1	31	12	10031012	70023						10031012	32.66h											提升基础攻击180%			80	1	3.42	83.42
10031013	骑兵攻击	骑兵攻击提升|183|216	12	1	ui://Academy/junshiicon3	1	31	13	10031013	70025						10031013	45.96h											提升基础攻击190%			100	1	3.71	103.71
10031014	骑兵攻击	骑兵攻击提升|216|252	12	1	ui://Academy/junshiicon3	1	31	14	10031014	70027						10031014	78.28h											提升基础攻击200%			130	1	4	134
10031015	骑兵攻击	骑兵攻击提升|252|291	12	1	ui://Academy/junshiicon3	1	31	15	10031015	70029						10031015	141.64h														160	1	4.31	164.31
10031016	骑兵攻击	骑兵攻击提升|291|333	12	1	ui://Academy/junshiicon3	1	31	16	10031016	70031						10031016	315.89h														190	1	4.62	194.62
10031017	骑兵攻击	骑兵攻击提升|333|381	12	1	ui://Academy/junshiicon3	1	31	17	10031017	70033						10031017	624.15h														220	1	4.95	224.95
10031018	骑兵攻击	骑兵攻击提升|381|441	12	1	ui://Academy/junshiicon3	1	31	18	10031018	70035						10031018	802.42h														250	1	5.29	255.29
10031019	骑兵攻击	骑兵攻击提升|441|507	12	1	ui://Academy/junshiicon3	1	31	19	10031019	70037						10031019	979.71h														280	1	5.64	285.64
10031020	骑兵攻击	骑兵攻击提升|507|585	12	1	ui://Academy/junshiicon3	1	31	20	10031020	70039						10031020	1158h																	
10031021	骑兵攻击	骑兵攻击提升|585|675	12	1	ui://Academy/junshiicon3	1	31	21	10031021	70041						10031021	1398.31h											提升基础防御10%			0.2	1	0.09	0.29
10031022	骑兵攻击	骑兵攻击提升|675|777	12	1	ui://Academy/junshiicon3	1	31	22	10031022	70043						10031022	1700.62h											提升基础防御20%			0.5	1	0.14	0.64
10031023	骑兵攻击	骑兵攻击提升|777|891	12	1	ui://Academy/junshiicon3	1	31	23	10031023	70045						10031023	2003.95h											提升基础防御30%			1	1	0.2	1.2
10031024	骑兵攻击	骑兵攻击提升|891|1017	12	1	ui://Academy/junshiicon3	1	31	24	10031024	70047						10031024	2306.29h											提升基础防御40%			1.8	1	0.28	2.08
10031025	骑兵攻击	骑兵攻击提升|1017	12	1	ui://Academy/junshiicon3	1	31	25	10031025	70049						10031025	2609.64h											提升基础防御50%			3	1	0.38	3.38
																												提升基础防御60%			4.6	1	0.49	5.09
10032001	骑兵防御	骑兵防御提升|6|12	12	2	ui://Academy/junshiicon3	2	32	1	10032001	70001						10032001	0.19h											提升基础防御70%			6.8	1	0.62	7.42
10032002	骑兵防御	骑兵防御提升|12|24	12	2	ui://Academy/junshiicon3	2	32	2	10032002	70003						10032002	0.49h											提升基础防御80%			9.5	1	0.78	10.28
10032003	骑兵防御	骑兵防御提升|24|36	12	2	ui://Academy/junshiicon3	2	32	3	10032003	70005						10032003	0.9h											提升基础防御90%			12.5	1	0.96	13.46
10032004	骑兵防御	骑兵防御提升|36|54	12	2	ui://Academy/junshiicon3	2	32	4	10032004	70007						10032004	1.68h											提升基础防御100%			15.5	1	1.17	16.67
10032005	骑兵防御	骑兵防御提升|54|72	12	2	ui://Academy/junshiicon3	2	32	5	10032005	70009						10032005	2.78h											提升基础防御110%			18.5	1	1.4	19.9
10032006	骑兵防御	骑兵防御提升|72|96	12	2	ui://Academy/junshiicon3	2	32	6	10032006	70011						10032006	4.29h											提升基础防御120%			21.5	1	1.66	23.16
10032007	骑兵防御	骑兵防御提升|96|126	12	2	ui://Academy/junshiicon3	2	32	7	10032007	70013						10032007	6.22h											提升基础防御130%			25	1	1.96	26.96
10032008	骑兵防御	骑兵防御提升|126|162	12	2	ui://Academy/junshiicon3	2	32	8	10032008	70015						10032008	8.78h											提升基础防御140%			30	1	2.28	32.28
10032009	骑兵防御	骑兵防御提升|162|204	12	2	ui://Academy/junshiicon3	2	32	9	10032009	70017						10032009	11.96h											提升基础防御150%			36	1	2.64	38.64
10032010	骑兵防御	骑兵防御提升|204|252	12	2	ui://Academy/junshiicon3	2	32	10	10032010	70019						10032010	15.17h											提升基础防御160%			45	1	2.89	47.89
10032011	骑兵防御	骑兵防御提升|252|306	12	2	ui://Academy/junshiicon3	2	32	11	10032011	70021						10032011	23.4h											提升基础防御170%			60	1	3.15	63.15
10032012	骑兵防御	骑兵防御提升|306|366	12	2	ui://Academy/junshiicon3	2	32	12	10032012	70023						10032012	32.66h											提升基础防御180%			80	1	3.42	83.42
10032013	骑兵防御	骑兵防御提升|366|432	12	2	ui://Academy/junshiicon3	2	32	13	10032013	70025						10032013	45.96h											提升基础防御190%			100	1	3.71	103.71
10032014	骑兵防御	骑兵防御提升|432|504	12	2	ui://Academy/junshiicon3	2	32	14	10032014	70027						10032014	78.28h											提升基础防御200%			130	1	4	134
10032015	骑兵防御	骑兵防御提升|504|582	12	2	ui://Academy/junshiicon3	2	32	15	10032015	70029						10032015	141.64h														160	1	4.31	164.31
10032016	骑兵防御	骑兵防御提升|582|666	12	2	ui://Academy/junshiicon3	2	32	16	10032016	70031						10032016	315.89h														190	1	4.62	194.62
10032017	骑兵防御	骑兵防御提升|666|762	12	2	ui://Academy/junshiicon3	2	32	17	10032017	70033						10032017	624.15h														220	1	4.95	224.95
10032018	骑兵防御	骑兵防御提升|762|882	12	2	ui://Academy/junshiicon3	2	32	18	10032018	70035						10032018	802.42h														250	1	5.29	255.29
10032019	骑兵防御	骑兵防御提升|882|1014	12	2	ui://Academy/junshiicon3	2	32	19	10032019	70037						10032019	979.71h														280	1	5.64	285.64
10032020	骑兵防御	骑兵防御提升|1014|1170	12	2	ui://Academy/junshiicon3	2	32	20	10032020	70039						10032020	1158h																	
10032021	骑兵防御	骑兵防御提升|1170|1350	12	2	ui://Academy/junshiicon3	2	32	21	10032021	70041						10032021	1398.31h											提升基础体力10%			0.2	1	0.09	0.29
10032022	骑兵防御	骑兵防御提升|1350|1554	12	2	ui://Academy/junshiicon3	2	32	22	10032022	70043						10032022	1700.62h											提升基础体力20%			0.5	1	0.14	0.64
10032023	骑兵防御	骑兵防御提升|1554|1782	12	2	ui://Academy/junshiicon3	2	32	23	10032023	70045						10032023	2003.95h											提升基础体力30%			1	1	0.2	1.2
10032024	骑兵防御	骑兵防御提升|1782|2034	12	2	ui://Academy/junshiicon3	2	32	24	10032024	70047						10032024	2306.29h											提升基础体力40%			1.8	1	0.28	2.08
10032025	骑兵防御	骑兵防御提升|2034	12	2	ui://Academy/junshiicon3	2	32	25	10032025	70049						10032025	2609.64h											提升基础体力50%			3	1	0.38	3.38
																												提升基础体力60%			4.6	1	0.49	5.09
10033001	骑兵体力	骑兵体力提升|4|8	12	3	ui://Academy/junshiicon3	3	33	1	10033001	70001						10033001	0.19h											提升基础体力70%			6.8	1	0.62	7.42
10033002	骑兵体力	骑兵体力提升|8|16	12	3	ui://Academy/junshiicon3	3	33	2	10033002	70003						10033002	0.49h											提升基础体力80%			9.5	1	0.78	10.28
10033003	骑兵体力	骑兵体力提升|16|24	12	3	ui://Academy/junshiicon3	3	33	3	10033003	70005						10033003	0.9h											提升基础体力90%			12.5	1	0.96	13.46
10033004	骑兵体力	骑兵体力提升|24|36	12	3	ui://Academy/junshiicon3	3	33	4	10033004	70007						10033004	1.68h											提升基础体力100%			15.5	1	1.17	16.67
10033005	骑兵体力	骑兵体力提升|36|48	12	3	ui://Academy/junshiicon3	3	33	5	10033005	70009						10033005	2.78h											提升基础体力110%			18.5	1	1.4	19.9
10033006	骑兵体力	骑兵体力提升|48|64	12	3	ui://Academy/junshiicon3	3	33	6	10033006	70011						10033006	4.29h											提升基础体力120%			21.5	1	1.66	23.16
10033007	骑兵体力	骑兵体力提升|64|84	12	3	ui://Academy/junshiicon3	3	33	7	10033007	70013						10033007	6.22h											提升基础体力130%			25	1	1.96	26.96
10033008	骑兵体力	骑兵体力提升|84|108	12	3	ui://Academy/junshiicon3	3	33	8	10033008	70015						10033008	8.78h											提升基础体力140%			30	1	2.28	32.28
10033009	骑兵体力	骑兵体力提升|108|136	12	3	ui://Academy/junshiicon3	3	33	9	10033009	70017						10033009	11.96h											提升基础体力150%			36	1	2.64	38.64
10033010	骑兵体力	骑兵体力提升|136|168	12	3	ui://Academy/junshiicon3	3	33	10	10033010	70019						10033010	15.17h											提升基础体力160%			45	1	2.89	47.89
10033011	骑兵体力	骑兵体力提升|168|204	12	3	ui://Academy/junshiicon3	3	33	11	10033011	70021						10033011	23.4h											提升基础体力170%			60	1	3.15	63.15
10033012	骑兵体力	骑兵体力提升|204|244	12	3	ui://Academy/junshiicon3	3	33	12	10033012	70023						10033012	32.66h											提升基础体力180%			80	1	3.42	83.42
10033013	骑兵体力	骑兵体力提升|244|288	12	3	ui://Academy/junshiicon3	3	33	13	10033013	70025						10033013	45.96h											提升基础体力190%			100	1	3.71	103.71
10033014	骑兵体力	骑兵体力提升|288|336	12	3	ui://Academy/junshiicon3	3	33	14	10033014	70027						10033014	78.28h											提升基础体力200%			130	1	4	134
10033015	骑兵体力	骑兵体力提升|336|388	12	3	ui://Academy/junshiicon3	3	33	15	10033015	70029						10033015	141.64h														160	1	4.31	164.31
10033016	骑兵体力	骑兵体力提升|388|444	12	3	ui://Academy/junshiicon3	3	33	16	10033016	70031						10033016	315.89h														190	1	4.62	194.62
10033017	骑兵体力	骑兵体力提升|444|508	12	3	ui://Academy/junshiicon3	3	33	17	10033017	70033						10033017	624.15h														220	1	4.95	224.95
10033018	骑兵体力	骑兵体力提升|508|588	12	3	ui://Academy/junshiicon3	3	33	18	10033018	70035						10033018	802.42h														250	1	5.29	255.29
10033019	骑兵体力	骑兵体力提升|588|676	12	3	ui://Academy/junshiicon3	3	33	19	10033019	70037						10033019	979.71h														280	1	5.64	285.64
10033020	骑兵体力	骑兵体力提升|676|780	12	3	ui://Academy/junshiicon3	3	33	20	10033020	70039						10033020	1158h																	
10033021	骑兵体力	骑兵体力提升|780|900	12	3	ui://Academy/junshiicon3	3	33	21	10033021	70041						10033021	1398.31h											提升基础敏捷10%			0.2	1	0.09	0.29
10033022	骑兵体力	骑兵体力提升|900|1036	12	3	ui://Academy/junshiicon3	3	33	22	10033022	70043						10033022	1700.62h											提升基础敏捷20%			0.5	1	0.14	0.64
10033023	骑兵体力	骑兵体力提升|1036|1188	12	3	ui://Academy/junshiicon3	3	33	23	10033023	70045						10033023	2003.95h											提升基础敏捷30%			1	1	0.2	1.2
10033024	骑兵体力	骑兵体力提升|1188|1356	12	3	ui://Academy/junshiicon3	3	33	24	10033024	70047						10033024	2306.29h											提升基础敏捷40%			1.8	1	0.28	2.08
10033025	骑兵体力	骑兵体力提升|1356	12	3	ui://Academy/junshiicon3	3	33	25	10033025	70049						10033025	2609.64h											提升基础敏捷50%			3	1	0.38	3.38
																												提升基础敏捷60%			4.6	1	0.49	5.09
10034001	骑兵敏捷	骑兵敏捷提升|7|14	12	4	ui://Academy/junshiicon3	4	34	1	10034001	70001						10034001	0.19h											提升基础敏捷70%			6.8	1	0.62	7.42
10034002	骑兵敏捷	骑兵敏捷提升|14|28	12	4	ui://Academy/junshiicon3	4	34	2	10034002	70003						10034002	0.49h											提升基础敏捷80%			9.5	1	0.78	10.28
10034003	骑兵敏捷	骑兵敏捷提升|28|42	12	4	ui://Academy/junshiicon3	4	34	3	10034003	70005						10034003	0.9h											提升基础敏捷90%			12.5	1	0.96	13.46
10034004	骑兵敏捷	骑兵敏捷提升|42|63	12	4	ui://Academy/junshiicon3	4	34	4	10034004	70007						10034004	1.68h											提升基础敏捷100%			15.5	1	1.17	16.67
10034005	骑兵敏捷	骑兵敏捷提升|63|84	12	4	ui://Academy/junshiicon3	4	34	5	10034005	70009						10034005	2.78h											提升基础敏捷110%			18.5	1	1.4	19.9
10034006	骑兵敏捷	骑兵敏捷提升|84|112	12	4	ui://Academy/junshiicon3	4	34	6	10034006	70011						10034006	4.29h											提升基础敏捷120%			21.5	1	1.66	23.16
10034007	骑兵敏捷	骑兵敏捷提升|112|147	12	4	ui://Academy/junshiicon3	4	34	7	10034007	70013						10034007	6.22h											提升基础敏捷130%			25	1	1.96	26.96
10034008	骑兵敏捷	骑兵敏捷提升|147|189	12	4	ui://Academy/junshiicon3	4	34	8	10034008	70015						10034008	8.78h											提升基础敏捷140%			30	1	2.28	32.28
10034009	骑兵敏捷	骑兵敏捷提升|189|238	12	4	ui://Academy/junshiicon3	4	34	9	10034009	70017						10034009	11.96h											提升基础敏捷150%			36	1	2.64	38.64
10034010	骑兵敏捷	骑兵敏捷提升|238|294	12	4	ui://Academy/junshiicon3	4	34	10	10034010	70019						10034010	15.17h											提升基础敏捷160%			45	1	2.89	47.89
10034011	骑兵敏捷	骑兵敏捷提升|294|357	12	4	ui://Academy/junshiicon3	4	34	11	10034011	70021						10034011	23.4h											提升基础敏捷170%			60	1	3.15	63.15
10034012	骑兵敏捷	骑兵敏捷提升|357|427	12	4	ui://Academy/junshiicon3	4	34	12	10034012	70023						10034012	32.66h											提升基础敏捷180%			80	1	3.42	83.42
10034013	骑兵敏捷	骑兵敏捷提升|427|504	12	4	ui://Academy/junshiicon3	4	34	13	10034013	70025						10034013	45.96h											提升基础敏捷190%			100	1	3.71	103.71
10034014	骑兵敏捷	骑兵敏捷提升|504|588	12	4	ui://Academy/junshiicon3	4	34	14	10034014	70027						10034014	78.28h											提升基础敏捷200%			130	1	4	134
10034015	骑兵敏捷	骑兵敏捷提升|588|679	12	4	ui://Academy/junshiicon3	4	34	15	10034015	70029						10034015	141.64h														160	1	4.31	164.31
10034016	骑兵敏捷	骑兵敏捷提升|679|777	12	4	ui://Academy/junshiicon3	4	34	16	10034016	70031						10034016	315.89h														190	1	4.62	194.62
10034017	骑兵敏捷	骑兵敏捷提升|777|889	12	4	ui://Academy/junshiicon3	4	34	17	10034017	70033						10034017	624.15h														220	1	4.95	224.95
10034018	骑兵敏捷	骑兵敏捷提升|889|1029	12	4	ui://Academy/junshiicon3	4	34	18	10034018	70035						10034018	802.42h														250	1	5.29	255.29
10034019	骑兵敏捷	骑兵敏捷提升|1029|1183	12	4	ui://Academy/junshiicon3	4	34	19	10034019	70037						10034019	979.71h														280	1	5.64	285.64
10034020	骑兵敏捷	骑兵敏捷提升|1183|1365	12	4	ui://Academy/junshiicon3	4	34	20	10034020	70039						10034020	1158h																	
10034021	骑兵敏捷	骑兵敏捷提升|1365|1575	12	4	ui://Academy/junshiicon3	4	34	21	10034021	70041						10034021	1398.31h											骑兵减伤+10%			2.8	1	0.25	3.05
10034022	骑兵敏捷	骑兵敏捷提升|1575|1813	12	4	ui://Academy/junshiicon3	4	34	22	10034022	70043						10034022	1700.62h											骑兵减伤+15%			13.6	1	0.62	14.22
10034023	骑兵敏捷	骑兵敏捷提升|1813|2079	12	4	ui://Academy/junshiicon3	4	34	23	10034023	70045						10034023	2003.95h											骑兵减伤+20%			34	1	1.32	35.32
10034024	骑兵敏捷	骑兵敏捷提升|2079|2373	12	4	ui://Academy/junshiicon3	4	34	24	10034024	70047						10034024	2306.29h											骑兵减伤+25%			60	1	2.28	62.28
10034025	骑兵敏捷	骑兵敏捷提升|2373	12	4	ui://Academy/junshiicon3	4	34	25	10034025	70049						10034025	2609.64h											骑兵减伤+30%			140	1	3.28	143.28
																												骑兵减伤+35%			320	1	4.31	324.31
10035001	骑兵减伤	骑兵免伤提升|10%|15%	12	5	ui://Academy/Image_Solider_Qi	5	35	1	10035001	70007					10034001	10035001	3.05h		1									骑兵减伤+40%			530	1	5.46	535.46
10035002	骑兵减伤	骑兵免伤提升|15%|20%	12	5	ui://Academy/Image_Solider_Qi	5	35	2	10035002	70014			10032005			10035002	14.22h		1															
10035003	骑兵减伤	骑兵免伤提升|20%|25%	12	5	ui://Academy/Image_Solider_Qi	5	35	3	10035003	70021					10034009	10035003	45.32h		1									提升基础攻击10%			0.2	1	0.09	0.29
10035004	骑兵减伤	骑兵免伤提升|25%|30%	12	5	ui://Academy/Image_Solider_Qi	5	35	4	10035004	70028			10032013			10035004	186.28h		1									提升基础攻击20%			0.5	1	0.14	0.64
10035005	骑兵减伤	骑兵免伤提升|30%|35%	12	5	ui://Academy/Image_Solider_Qi	5	35	5	10035005	70035					10034017	10035005	1601.28h		1									提升基础攻击30%			1	1	0.2	1.2
10035006	骑兵减伤	骑兵免伤提升|35%|40%	12	5	ui://Academy/Image_Solider_Qi	5	35	6	10035006	70042			10032021			10035006	3094.31h		1									提升基础攻击40%			1.8	1	0.28	2.08
10035007	骑兵减伤	骑兵免伤提升|40%	12	5	ui://Academy/Image_Solider_Qi	5	35	7	10035007	70049					10034025	10035007	5213.46h		1									提升基础攻击50%			3	1	0.38	3.38
																												提升基础攻击60%			4.6	1	0.49	5.09
																												提升基础攻击70%			6.8	1	0.62	7.42
																												提升基础攻击80%			9.5	1	0.78	10.28
																												提升基础攻击90%			12.5	1	0.96	13.46
10041001	车兵攻击	车兵攻击提升|3|6	14	1	ui://Academy/junshiicon4	1	41	1	10041001	70001						10041001	0.19h											提升基础攻击100%			15.5	1	1.17	16.67
10041002	车兵攻击	车兵攻击提升|6|12	14	1	ui://Academy/junshiicon4	1	41	2	10041002	70003						10041002	0.49h											提升基础攻击110%			18.5	1	1.4	19.9
10041003	车兵攻击	车兵攻击提升|12|18	14	1	ui://Academy/junshiicon4	1	41	3	10041003	70005						10041003	0.9h											提升基础攻击120%			21.5	1	1.66	23.16
10041004	车兵攻击	车兵攻击提升|18|27	14	1	ui://Academy/junshiicon4	1	41	4	10041004	70007						10041004	1.68h											提升基础攻击130%			25	1	1.96	26.96
10041005	车兵攻击	车兵攻击提升|27|36	14	1	ui://Academy/junshiicon4	1	41	5	10041005	70009						10041005	2.78h											提升基础攻击140%			30	1	2.28	32.28
10041006	车兵攻击	车兵攻击提升|36|48	14	1	ui://Academy/junshiicon4	1	41	6	10041006	70011						10041006	4.29h											提升基础攻击150%			36	1	2.64	38.64
10041007	车兵攻击	车兵攻击提升|48|63	14	1	ui://Academy/junshiicon4	1	41	7	10041007	70013						10041007	6.22h											提升基础攻击160%			45	1	2.89	47.89
10041008	车兵攻击	车兵攻击提升|63|81	14	1	ui://Academy/junshiicon4	1	41	8	10041008	70015						10041008	8.78h											提升基础攻击170%			60	1	3.15	63.15
10041009	车兵攻击	车兵攻击提升|81|102	14	1	ui://Academy/junshiicon4	1	41	9	10041009	70017						10041009	11.96h											提升基础攻击180%			80	1	3.42	83.42
10041010	车兵攻击	车兵攻击提升|102|126	14	1	ui://Academy/junshiicon4	1	41	10	10041010	70019						10041010	15.17h											提升基础攻击190%			100	1	3.71	103.71
10041011	车兵攻击	车兵攻击提升|126|153	14	1	ui://Academy/junshiicon4	1	41	11	10041011	70021						10041011	23.4h											提升基础攻击200%			130	1	4	134
10041012	车兵攻击	车兵攻击提升|153|183	14	1	ui://Academy/junshiicon4	1	41	12	10041012	70023						10041012	32.66h														160	1	4.31	164.31
10041013	车兵攻击	车兵攻击提升|183|216	14	1	ui://Academy/junshiicon4	1	41	13	10041013	70025						10041013	45.96h														190	1	4.62	194.62
10041014	车兵攻击	车兵攻击提升|216|252	14	1	ui://Academy/junshiicon4	1	41	14	10041014	70027						10041014	78.28h														220	1	4.95	224.95
10041015	车兵攻击	车兵攻击提升|252|291	14	1	ui://Academy/junshiicon4	1	41	15	10041015	70029						10041015	141.64h														250	1	5.29	255.29
10041016	车兵攻击	车兵攻击提升|291|333	14	1	ui://Academy/junshiicon4	1	41	16	10041016	70031						10041016	315.89h														280	1	5.64	285.64
10041017	车兵攻击	车兵攻击提升|333|381	14	1	ui://Academy/junshiicon4	1	41	17	10041017	70033						10041017	624.15h																	
10041018	车兵攻击	车兵攻击提升|381|441	14	1	ui://Academy/junshiicon4	1	41	18	10041018	70035						10041018	802.42h											提升基础防御10%			0.2	1	0.09	0.29
10041019	车兵攻击	车兵攻击提升|441|507	14	1	ui://Academy/junshiicon4	1	41	19	10041019	70037						10041019	979.71h											提升基础防御20%			0.5	1	0.14	0.64
10041020	车兵攻击	车兵攻击提升|507|585	14	1	ui://Academy/junshiicon4	1	41	20	10041020	70039						10041020	1158h											提升基础防御30%			1	1	0.2	1.2
10041021	车兵攻击	车兵攻击提升|585|675	14	1	ui://Academy/junshiicon4	1	41	21	10041021	70041						10041021	1398.31h											提升基础防御40%			1.8	1	0.28	2.08
10041022	车兵攻击	车兵攻击提升|675|777	14	1	ui://Academy/junshiicon4	1	41	22	10041022	70043						10041022	1700.62h											提升基础防御50%			3	1	0.38	3.38
10041023	车兵攻击	车兵攻击提升|777|891	14	1	ui://Academy/junshiicon4	1	41	23	10041023	70045						10041023	2003.95h											提升基础防御60%			4.6	1	0.49	5.09
10041024	车兵攻击	车兵攻击提升|891|1017	14	1	ui://Academy/junshiicon4	1	41	24	10041024	70047						10041024	2306.29h											提升基础防御70%			6.8	1	0.62	7.42
10041025	车兵攻击	车兵攻击提升|1017	14	1	ui://Academy/junshiicon4	1	41	25	10041025	70049						10041025	2609.64h											提升基础防御80%			9.5	1	0.78	10.28
																												提升基础防御90%			12.5	1	0.96	13.46
10042001	车兵防御	车兵防御提升|6|12	14	2	ui://Academy/junshiicon4	2	42	1	10042001	70001						10042001	0.19h											提升基础防御100%			15.5	1	1.17	16.67
10042002	车兵防御	车兵防御提升|12|24	14	2	ui://Academy/junshiicon4	2	42	2	10042002	70003						10042002	0.49h											提升基础防御110%			18.5	1	1.4	19.9
10042003	车兵防御	车兵防御提升|24|36	14	2	ui://Academy/junshiicon4	2	42	3	10042003	70005						10042003	0.9h											提升基础防御120%			21.5	1	1.66	23.16
10042004	车兵防御	车兵防御提升|36|54	14	2	ui://Academy/junshiicon4	2	42	4	10042004	70007						10042004	1.68h											提升基础防御130%			25	1	1.96	26.96
10042005	车兵防御	车兵防御提升|54|72	14	2	ui://Academy/junshiicon4	2	42	5	10042005	70009						10042005	2.78h											提升基础防御140%			30	1	2.28	32.28
10042006	车兵防御	车兵防御提升|72|96	14	2	ui://Academy/junshiicon4	2	42	6	10042006	70011						10042006	4.29h											提升基础防御150%			36	1	2.64	38.64
10042007	车兵防御	车兵防御提升|96|126	14	2	ui://Academy/junshiicon4	2	42	7	10042007	70013						10042007	6.22h											提升基础防御160%			45	1	2.89	47.89
10042008	车兵防御	车兵防御提升|126|162	14	2	ui://Academy/junshiicon4	2	42	8	10042008	70015						10042008	8.78h											提升基础防御170%			60	1	3.15	63.15
10042009	车兵防御	车兵防御提升|162|204	14	2	ui://Academy/junshiicon4	2	42	9	10042009	70017						10042009	11.96h											提升基础防御180%			80	1	3.42	83.42
10042010	车兵防御	车兵防御提升|204|252	14	2	ui://Academy/junshiicon4	2	42	10	10042010	70019						10042010	15.17h											提升基础防御190%			100	1	3.71	103.71
10042011	车兵防御	车兵防御提升|252|306	14	2	ui://Academy/junshiicon4	2	42	11	10042011	70021						10042011	23.4h											提升基础防御200%			130	1	4	134
10042012	车兵防御	车兵防御提升|306|366	14	2	ui://Academy/junshiicon4	2	42	12	10042012	70023						10042012	32.66h														160	1	4.31	164.31
10042013	车兵防御	车兵防御提升|366|432	14	2	ui://Academy/junshiicon4	2	42	13	10042013	70025						10042013	45.96h														190	1	4.62	194.62
10042014	车兵防御	车兵防御提升|432|504	14	2	ui://Academy/junshiicon4	2	42	14	10042014	70027						10042014	78.28h														220	1	4.95	224.95
10042015	车兵防御	车兵防御提升|504|582	14	2	ui://Academy/junshiicon4	2	42	15	10042015	70029						10042015	141.64h														250	1	5.29	255.29
10042016	车兵防御	车兵防御提升|582|666	14	2	ui://Academy/junshiicon4	2	42	16	10042016	70031						10042016	315.89h														280	1	5.64	285.64
10042017	车兵防御	车兵防御提升|666|762	14	2	ui://Academy/junshiicon4	2	42	17	10042017	70033						10042017	624.15h																	
10042018	车兵防御	车兵防御提升|762|882	14	2	ui://Academy/junshiicon4	2	42	18	10042018	70035						10042018	802.42h											提升基础体力10%			0.2	1	0.09	0.29
10042019	车兵防御	车兵防御提升|882|1014	14	2	ui://Academy/junshiicon4	2	42	19	10042019	70037						10042019	979.71h											提升基础体力20%			0.5	1	0.14	0.64
10042020	车兵防御	车兵防御提升|1014|1170	14	2	ui://Academy/junshiicon4	2	42	20	10042020	70039						10042020	1158h											提升基础体力30%			1	1	0.2	1.2
10042021	车兵防御	车兵防御提升|1170|1350	14	2	ui://Academy/junshiicon4	2	42	21	10042021	70041						10042021	1398.31h											提升基础体力40%			1.8	1	0.28	2.08
10042022	车兵防御	车兵防御提升|1350|1554	14	2	ui://Academy/junshiicon4	2	42	22	10042022	70043						10042022	1700.62h											提升基础体力50%			3	1	0.38	3.38
10042023	车兵防御	车兵防御提升|1554|1782	14	2	ui://Academy/junshiicon4	2	42	23	10042023	70045						10042023	2003.95h											提升基础体力60%			4.6	1	0.49	5.09
10042024	车兵防御	车兵防御提升|1782|2034	14	2	ui://Academy/junshiicon4	2	42	24	10042024	70047						10042024	2306.29h											提升基础体力70%			6.8	1	0.62	7.42
10042025	车兵防御	车兵防御提升|2034	14	2	ui://Academy/junshiicon4	2	42	25	10042025	70049						10042025	2609.64h											提升基础体力80%			9.5	1	0.78	10.28
																												提升基础体力90%			12.5	1	0.96	13.46
10043001	车兵体力	车兵体力提升|7|14	14	3	ui://Academy/junshiicon4	3	43	1	10043001	70001						10043001	0.19h											提升基础体力100%			15.5	1	1.17	16.67
