"id,5-6位编码表示建筑，前1-2为表示建筑类型，后两位表示建筑等级"	名字	类型    GUAN_FU = 2; // 官府    CANG_KU = 3; // 仓库    JIU_GUAN = 4; // 酒馆    JUN_YING = 5; // 军营    CHENG_QIANG = 6; // 城墙    SHU_YUAN = 7; // 书院    WAI_SHI_YUAN = 8; // 外使院    TIE_JIANG_PU = 9; // 铁匠铺    XIU_LIAN_GUAN = 10; // 修炼馆    SHI_CHANG = 11; // 市场    XING_YING = 12; // 行营    GOLD_PRODUCER = 21; // 金币产出    FOOD_PRODUCER = 22; // 食物产出    WOOD_PRODUCER = 23; // 木头产出    STONE_PRODUCER = 24; // 石头产出    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	升级所需建筑队时间	繁荣度	君主经验	升级消耗的资源，关联Cost表	前置建筑	要求主城等级		effect，关联domestic/effect.txt表	建筑效果描述	建筑功能按钮图标	模型	建筑效果描述	解锁预览	升级预览											
100004	修炼馆4	XIU_LIAN_GUAN	4	0.105h	260	2	100004	20004			100004	每小时修炼经验提升|160|180	修炼馆修炼图标	9001	每小时修炼经验提升[color=#ffea8a]160		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升160（升级[color=#0cb93b]+20[/color]）											
100005	修炼馆5	XIU_LIAN_GUAN	5	0.12h	350	2	100005	20005			100005	每小时修炼经验提升|180|200	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]180		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升180（升级[color=#0cb93b]+20[/color]）											
100006	修炼馆6	XIU_LIAN_GUAN	6	0.135h	450	2	100006	20006			100006	每小时修炼经验提升|200|220	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]200		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升200（升级[color=#0cb93b]+20[/color]）											
100007	修炼馆7	XIU_LIAN_GUAN	7	0.15h	560	3	100007	20007			100007	每小时修炼经验提升|220|240	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]220		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升220（升级[color=#0cb93b]+20[/color]）											
100008	修炼馆8	XIU_LIAN_GUAN	8	0.4h	680	3	100008	20008			100008	每小时修炼经验提升|240|260	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]240		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升240（升级[color=#0cb93b]+20[/color]）											
100009	修炼馆9	XIU_LIAN_GUAN	9	0.95h	810	3	100009	20009			100009	每小时修炼经验提升|260|280	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]260		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升260（升级[color=#0cb93b]+20[/color]）											
100010	修炼馆10	XIU_LIAN_GUAN	10	1.8h	950	4	100010	20010			100010	每小时修炼经验提升|280|300	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]280		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升280（升级[color=#0cb93b]+20[/color]）											
100011	修炼馆11	XIU_LIAN_GUAN	11	2.65h	1100	4	100011	20011			100011	每小时修炼经验提升|300|320	修炼馆修炼图标	9002	每小时修炼经验提升[color=#ffea8a]300		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升300（升级[color=#0cb93b]+20[/color]）											
100012	修炼馆12	XIU_LIAN_GUAN	12	3.67h	1260	4	100012	20012			100012	每小时修炼经验提升|320|340	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]320		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升320（升级[color=#0cb93b]+20[/color]）											
100013	修炼馆13	XIU_LIAN_GUAN	13	5.29h	1430	5	100013	20013			100013	每小时修炼经验提升|340|360	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]340		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升340（升级[color=#0cb93b]+20[/color]）											
100014	修炼馆14	XIU_LIAN_GUAN	14	6.84h	1610	5	100014	20014			100014	每小时修炼经验提升|360|380	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]360		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升360（升级[color=#0cb93b]+20[/color]）											
100015	修炼馆15	XIU_LIAN_GUAN	15	10.1h	1800	5	100015	20015			100015	每小时修炼经验提升|380|400	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]380		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升380（升级[color=#0cb93b]+20[/color]）											
100016	修炼馆16	XIU_LIAN_GUAN	16	13.17h	2000	6	100016	20016			100016	每小时修炼经验提升|400|420	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]400		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升400（升级[color=#0cb93b]+20[/color]）											
100017	修炼馆17	XIU_LIAN_GUAN	17	16.34h	2210	6	100017	20017			100017	每小时修炼经验提升|420|440	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]420		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升420（升级[color=#0cb93b]+20[/color]）											
100018	修炼馆18	XIU_LIAN_GUAN	18	19.42h	2430	6	100018	20018			100018	每小时修炼经验提升|440|460	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]440		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升440（升级[color=#0cb93b]+20[/color]）											
100019	修炼馆19	XIU_LIAN_GUAN	19	24.1h	2660	7	100019	20019			100019	每小时修炼经验提升|460|480	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]460		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升460（升级[color=#0cb93b]+20[/color]）											
100020	修炼馆20	XIU_LIAN_GUAN	20	29.45h	2900	7	100020	20020			100020	每小时修炼经验提升|480|500	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]480		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升480（升级[color=#0cb93b]+20[/color]）											
100021	修炼馆21	XIU_LIAN_GUAN	21	35.77h	3150	7	100021	20021			100021	每小时修炼经验提升|500|520	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]500		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升500（升级[color=#0cb93b]+20[/color]）											
100022	修炼馆22	XIU_LIAN_GUAN	22	41.93h	3410	8	100022	20022			100022	每小时修炼经验提升|520|540	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]520		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升520（升级[color=#0cb93b]+20[/color]）											
100023	修炼馆23	XIU_LIAN_GUAN	23	49.79h	3680	8	100023	20023			100023	每小时修炼经验提升|540|560	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]540		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升540（升级[color=#0cb93b]+20[/color]）											
100024	修炼馆24	XIU_LIAN_GUAN	24	58.98h	3960	8	100024	20024			100024	每小时修炼经验提升|560|600	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]560		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升560（升级[color=#0cb93b]+40[/color]）											
100025	修炼馆25	XIU_LIAN_GUAN	25	70.13h	4250	9	100025	20025			100025	每小时修炼经验提升|600|640	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]600		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升600（升级[color=#0cb93b]+40[/color]）											
100026	修炼馆26	XIU_LIAN_GUAN	26	83.84h	4550	9	100026	20026			100026	每小时修炼经验提升|640|680	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]640		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升640（升级[color=#0cb93b]+40[/color]）											
100027	修炼馆27	XIU_LIAN_GUAN	27	100.8h	4860	9	100027	20027			100027	每小时修炼经验提升|680|720	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]680		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升680（升级[color=#0cb93b]+40[/color]）											
100028	修炼馆28	XIU_LIAN_GUAN	28	121.87h	5180	10	100028	20028			100028	每小时修炼经验提升|720|760	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]720		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升720（升级[color=#0cb93b]+40[/color]）											
100029	修炼馆29	XIU_LIAN_GUAN	29	181.04h	5510	10	100029	20029			100029	每小时修炼经验提升|760|800	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]760		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升760（升级[color=#0cb93b]+40[/color]）											
100030	修炼馆30	XIU_LIAN_GUAN	30	268.71h	5850	10	100030	20030			100030	每小时修炼经验提升|800|840	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]800		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升800（升级[color=#0cb93b]+40[/color]）											
100031	修炼馆31	XIU_LIAN_GUAN	31	399.57h	6200	11	100031	20031			100031	每小时修炼经验提升|840|880	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]840		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升840（升级[color=#0cb93b]+40[/color]）											
100032	修炼馆32	XIU_LIAN_GUAN	32	596.44h	6560	11	100032	20032			100032	每小时修炼经验提升|880|920	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]880		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升880（升级[color=#0cb93b]+40[/color]）											
100033	修炼馆33	XIU_LIAN_GUAN	33	785.83h	6930	11	100033	20033			100033	每小时修炼经验提升|920|960	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]920		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升920（升级[color=#0cb93b]+40[/color]）											
100034	修炼馆34	XIU_LIAN_GUAN	34	897.22h	7310	12	100034	20034			100034	每小时修炼经验提升|960|1000	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]960		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升960（升级[color=#0cb93b]+40[/color]）											
100035	修炼馆35	XIU_LIAN_GUAN	35	1008.97h	7700	12	100035	20035			100035	每小时修炼经验提升|1000|1040	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1000		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1000（升级[color=#0cb93b]+40[/color]）											
100036	修炼馆36	XIU_LIAN_GUAN	36	1120.39h	8100	12	100036	20036			100036	每小时修炼经验提升|1040|1080	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1040		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1040（升级[color=#0cb93b]+40[/color]）											
100037	修炼馆37	XIU_LIAN_GUAN	37	1231.81h	8510	13	100037	20037			100037	每小时修炼经验提升|1080|1120	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1080		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1080（升级[color=#0cb93b]+40[/color]）											
100038	修炼馆38	XIU_LIAN_GUAN	38	1343.24h	8930	13	100038	20038			100038	每小时修炼经验提升|1120|1160	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1120		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1120（升级[color=#0cb93b]+40[/color]）											
100039	修炼馆39	XIU_LIAN_GUAN	39	1454.68h	9360	13	100039	20039			100039	每小时修炼经验提升|1160|1200	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1160		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1160（升级[color=#0cb93b]+40[/color]）											
100040	修炼馆40	XIU_LIAN_GUAN	40	1568.03h	9800	14	100040	20040			100040	每小时修炼经验提升|1200|1240	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1200		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1200（升级[color=#0cb93b]+40[/color]）											
100041	修炼馆41	XIU_LIAN_GUAN	41	1756h	10250	14	100041	20041			100041	每小时修炼经验提升|1240|1280	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1240		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1240（升级[color=#0cb93b]+40[/color]）											
100042	修炼馆42	XIU_LIAN_GUAN	42	1945.47h	10710	14	100042	20042			100042	每小时修炼经验提升|1280|1320	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1280		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1280（升级[color=#0cb93b]+40[/color]）											
100043	修炼馆43	XIU_LIAN_GUAN	43	2134.95h	11180	15	100043	20043			100043	每小时修炼经验提升|1320|1360	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1320		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1320（升级[color=#0cb93b]+40[/color]）											
100044	修炼馆44	XIU_LIAN_GUAN	44	2324.44h	11660	15	100044	20044			100044	每小时修炼经验提升|1360|1400	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1360		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1360（升级[color=#0cb93b]+40[/color]）											
100045	修炼馆45	XIU_LIAN_GUAN	45	2514.38h	12160	15	100045	20045			100045	每小时修炼经验提升|1400|1440	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1400		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1400（升级[color=#0cb93b]+40[/color]）											
100046	修炼馆46	XIU_LIAN_GUAN	46	2703.9h	12680	16	100046	20046			100046	每小时修炼经验提升|1440|1480	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1440		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1440（升级[color=#0cb93b]+40[/color]）											
100047	修炼馆47	XIU_LIAN_GUAN	47	2893.42h	13220	16	100047	20047			100047	每小时修炼经验提升|1480|1520	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1480		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1480（升级[color=#0cb93b]+40[/color]）											
100048	修炼馆48	XIU_LIAN_GUAN	48	3082.96h	13780	16	100048	20048			100048	每小时修炼经验提升|1520|1560	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1520		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1520（升级[color=#0cb93b]+40[/color]）											
100049	修炼馆49	XIU_LIAN_GUAN	49	3272.5h	14370	17	100049	20049			100049	每小时修炼经验提升|1560|1600	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1560		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1560（升级[color=#0cb93b]+40[/color]）											
100050	修炼馆50	XIU_LIAN_GUAN	50	3462.53h	15000	17	100050	20050			100050	每小时修炼经验提升|1600	修炼馆修炼图标	9003	每小时修炼经验提升[color=#ffea8a]1600		[color=#ffea8a]获取武将经验[/color]\n每小时修炼经验提升1600											
																												
300001	司徒府1	SI_TU_FU	1		50	1	300001				300001	每小时税收提升10%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升10%		每小时税收提升10%（升级[color=#0cb93b]+3%[/color]） 											
300002	司徒府2	SI_TU_FU	2	0.9h	110	1	300002				300002	每小时税收提升13%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升13%		每小时税收提升13%（升级[color=#0cb93b]+3%[/color]） 											
300003	司徒府3	SI_TU_FU	3	1.4h	180	1	300003				300003	每小时税收提升16%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升16%		每小时税收提升16%（升级[color=#0cb93b]+3%[/color]） 											
300004	司徒府4	SI_TU_FU	4	1.9h	260	2	300004				300004	每小时税收提升19%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升19%		每小时税收提升19%（升级[color=#0cb93b]+3%[/color]） 											
300005	司徒府5	SI_TU_FU	5	2.34h	350	2	300005				300005	每小时税收提升22%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升22%		每小时税收提升22%（升级[color=#0cb93b]+3%[/color]） 											
300006	司徒府6	SI_TU_FU	6	3.38h	450	2	300006				300006	每小时税收提升25%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升25%		每小时税收提升25%（升级[color=#0cb93b]+3%[/color]） 											
300007	司徒府7	SI_TU_FU	7	4.42h	560	3	300007				300007	每小时税收提升28%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升28%		每小时税收提升28%（升级[color=#0cb93b]+3%[/color]） 											
300008	司徒府8	SI_TU_FU	8	5.46h	680	3	300008				300008	每小时税收提升31%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升31%		每小时税收提升31%（升级[color=#0cb93b]+3%[/color]） 											
300009	司徒府9	SI_TU_FU	9	6.5h	810	3	300009				300009	每小时税收提升34%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升34%		每小时税收提升34%（升级[color=#0cb93b]+3%[/color]） 											
300010	司徒府10	SI_TU_FU	10	7.54h	950	4	300010				300010	每小时税收提升37%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升37%		每小时税收提升37%（升级[color=#0cb93b]+3%[/color]） 											
300011	司徒府11	SI_TU_FU	11	8.58h	1100	4	300011				300011	每小时税收提升40%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升40%		每小时税收提升40%（升级[color=#0cb93b]+3%[/color]） 											
300012	司徒府12	SI_TU_FU	12	9.62h	1260	4	300012				300012	每小时税收提升43%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升43%		每小时税收提升43%（升级[color=#0cb93b]+3%[/color]） 											
300013	司徒府13	SI_TU_FU	13	10.79h	1430	5	300013				300013	每小时税收提升46%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升46%		每小时税收提升46%（升级[color=#0cb93b]+3%[/color]） 											
300014	司徒府14	SI_TU_FU	14	12.84h	1610	5	300014				300014	每小时税收提升49%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升49%		每小时税收提升49%（升级[color=#0cb93b]+3%[/color]） 											
300015	司徒府15	SI_TU_FU	15	15.1h	1800	5	300015				300015	每小时税收提升52%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升52%		每小时税收提升52%（升级[color=#0cb93b]+3%[/color]） 											
300016	司徒府16	SI_TU_FU	16	17.17h	2000	6	300016				300016	每小时税收提升55%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升55%		每小时税收提升55%（升级[color=#0cb93b]+3%[/color]） 											
300017	司徒府17	SI_TU_FU	17	19.34h	2210	6	300017				300017	每小时税收提升58%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升58%		每小时税收提升58%（升级[color=#0cb93b]+3%[/color]） 											
300018	司徒府18	SI_TU_FU	18	21.42h	2430	6	300018				300018	每小时税收提升61%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升61%		每小时税收提升61%（升级[color=#0cb93b]+3%[/color]） 											
300019	司徒府19	SI_TU_FU	19	23.6h	2660	7	300019				300019	每小时税收提升64%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升64%		每小时税收提升64%（升级[color=#0cb93b]+3%[/color]） 											
300020	司徒府20	SI_TU_FU	20	38.45h	2900	7	300020				300020	每小时税收提升67%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升67%		每小时税收提升67%（升级[color=#0cb93b]+3%[/color]） 											
300021	司徒府21	SI_TU_FU	21	46.77h	3150	7	300021				300021	每小时税收提升70%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升70%		每小时税收提升70%（升级[color=#0cb93b]+3%[/color]） 											
300022	司徒府22	SI_TU_FU	22	54.93h	3410	8	300022				300022	每小时税收提升73%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升73%		每小时税收提升73%（升级[color=#0cb93b]+3%[/color]） 											
300023	司徒府23	SI_TU_FU	23	65.29h	3680	8	300023				300023	每小时税收提升76%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升76%		每小时税收提升76%（升级[color=#0cb93b]+3%[/color]） 											
300024	司徒府24	SI_TU_FU	24	77.48h	3960	8	300024				300024	每小时税收提升79%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升79%		每小时税收提升79%（升级[color=#0cb93b]+3%[/color]） 											
300025	司徒府25	SI_TU_FU	25	92.13h	4250	9	300025				300025	每小时税收提升82%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升82%		每小时税收提升82%（升级[color=#0cb93b]+3%[/color]） 											
300026	司徒府26	SI_TU_FU	26	110.34h	4550	9	300026				300026	每小时税收提升85%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升85%		每小时税收提升85%（升级[color=#0cb93b]+3%[/color]） 											
300027	司徒府27	SI_TU_FU	27	132.8h	4860	9	300027				300027	每小时税收提升88%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升88%		每小时税收提升88%（升级[color=#0cb93b]+3%[/color]） 											
300028	司徒府28	SI_TU_FU	28	160.37h	5180	10	300028				300028	每小时税收提升91%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升91%		每小时税收提升91%（升级[color=#0cb93b]+3%[/color]） 											
300029	司徒府29	SI_TU_FU	29	239.04h	5510	10	300029				300029	每小时税收提升94%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升94%		每小时税收提升94%（升级[color=#0cb93b]+3%[/color]） 											
300030	司徒府30	SI_TU_FU	30	355.71h	5850	10	300030				300030	每小时税收提升97%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升97%		每小时税收提升97%（升级[color=#0cb93b]+3%[/color]） 											
300031	司徒府31	SI_TU_FU	31	530.07h	6200	11	300031				300031	每小时税收提升100%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升100%		每小时税收提升100%（升级[color=#0cb93b]+3%[/color]） 											
300032	司徒府32	SI_TU_FU	32	792.44h	6560	11	300032				300032	每小时税收提升103%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升103%		每小时税收提升103%（升级[color=#0cb93b]+3%[/color]） 											
300033	司徒府33	SI_TU_FU	33	1044.83h	6930	11	300033				300033	每小时税收提升106%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升106%		每小时税收提升106%（升级[color=#0cb93b]+3%[/color]） 											
300034	司徒府34	SI_TU_FU	34	1193.22h	7310	12	300034				300034	每小时税收提升109%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升109%		每小时税收提升109%（升级[color=#0cb93b]+3%[/color]） 											
300035	司徒府35	SI_TU_FU	35	1341.97h	7700	12	300035				300035	每小时税收提升112%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升112%		每小时税收提升112%（升级[color=#0cb93b]+3%[/color]） 											
300036	司徒府36	SI_TU_FU	36	1490.39h	8100	12	300036				300036	每小时税收提升115%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升115%		每小时税收提升115%（升级[color=#0cb93b]+3%[/color]） 											
300037	司徒府37	SI_TU_FU	37	1638.81h	8510	13	300037				300037	每小时税收提升118%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升118%		每小时税收提升118%（升级[color=#0cb93b]+3%[/color]） 											
300038	司徒府38	SI_TU_FU	38	1787.24h	8930	13	300038				300038	每小时税收提升121%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升121%		每小时税收提升121%（升级[color=#0cb93b]+3%[/color]） 											
300039	司徒府39	SI_TU_FU	39	1935.68h	9360	13	300039				300039	每小时税收提升124%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升124%		每小时税收提升124%（升级[color=#0cb93b]+3%[/color]） 											
300040	司徒府40	SI_TU_FU	40	2086.53h	9800	14	300040				300040	每小时税收提升127%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升127%		每小时税收提升127%（升级[color=#0cb93b]+3%[/color]） 											
300041	司徒府41	SI_TU_FU	41	2337h	10250	14	300041				300041	每小时税收提升130%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升130%		每小时税收提升130%（升级[color=#0cb93b]+3%[/color]） 											
300042	司徒府42	SI_TU_FU	42	2589.47h	10710	14	300042				300042	每小时税收提升133%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升133%		每小时税收提升133%（升级[color=#0cb93b]+3%[/color]） 											
300043	司徒府43	SI_TU_FU	43	2841.95h	11180	15	300043				300043	每小时税收提升136%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升136%		每小时税收提升136%（升级[color=#0cb93b]+3%[/color]） 											
300044	司徒府44	SI_TU_FU	44	3094.44h	11660	15	300044				300044	每小时税收提升139%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升139%		每小时税收提升139%（升级[color=#0cb93b]+3%[/color]） 											
300045	司徒府45	SI_TU_FU	45	3347.38h	12160	15	300045				300045	每小时税收提升142%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升142%		每小时税收提升142%（升级[color=#0cb93b]+3%[/color]） 											
300046	司徒府46	SI_TU_FU	46	3599.9h	12680	16	300046				300046	每小时税收提升145%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升145%		每小时税收提升145%（升级[color=#0cb93b]+3%[/color]） 											
300047	司徒府47	SI_TU_FU	47	3852.42h	13220	16	300047				300047	每小时税收提升148%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升148%		每小时税收提升148%（升级[color=#0cb93b]+3%[/color]） 											
300048	司徒府48	SI_TU_FU	48	4104.96h	13780	16	300048				300048	每小时税收提升151%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升151%		每小时税收提升151%（升级[color=#0cb93b]+3%[/color]） 											
300049	司徒府49	SI_TU_FU	49	4357.5h	14370	17	300049				300049	每小时税收提升154%（升级[color=#0cb93b]+3%[/color]） 	建筑升级图标		每小时税收提升154%		每小时税收提升154%（升级[color=#0cb93b]+3%[/color]） 											
300050	司徒府50	SI_TU_FU	50	4610.53h	15000	17	300050				300050	每小时税收提升157% 	建筑升级图标		每小时税收提升157%		每小时税收提升157% 											
																												
310001	铸币厂1	ZHU_BI_CHANG	1		50	1	310001				310001	农场铜币产出提升5.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升5.0%		农场铜币产出提升5.0%（升级[color=#0cb93b]+0.5%[/color]） 											
