id		金	粮食	木材	石料	元宝	银两	点券	联盟贡献币	玉璧	玉石矿	物品配置	物品id	物品个数	物品id	物品个数	物品id	物品个数	物品id	物品个数		消耗的宝石id	消耗的宝石数量	消耗的宝石id	消耗的宝石数量	
80005008								3000																		第8次政务刷新
																										
11101001								200																		酒馆一键刷新
11102001								150																		
11103001								100																		
																										
11606101					10000																					
11606102					30000																					
11606103					50000																					
11606104					100000																					
11606105					300000																					
11606106					500000																					
11606107								10																		
11606108								30																		
11606109								50																		
11606110								100																		
11606111								300																		
11606112								500																		
11606113		10000																								
11606114		30000																								
11606115		50000																								
11606116		100000																								
11606117		300000																								
11606118		500000																								
11606119								10																		
11606120								30																		
11606121								50																		
11606122								100																		
11606123								300																		
11606124								500																		
11606201		30000																								
11606202		60000																								
11606203		120000																								
11606204		240000																								
11606205		360000																								
11606206		480000																								
11606207		720000																								
11606208					30000																					
11606209					60000																					
11606210					120000																					
11606211					240000																					
11606212					360000																					
11606213					480000																					
11606214					720000																					
11606215								15																		
11606216								30																		
11606217								60																		
11606218								120																		
11606219								180																		
11606220								240																		
11606221								360																		
11606301								80																		
11606302								20																		
11606303								20																		
11606304								20																		
11606305								20																		
11606306								50																		
11606307								100																		
11606308								30																		
11606309								50																		
																										
13000011	铜币	1000																								
13000013	石料				1000																					
13000022	铜币	1000																								
13000043	铜币	1000																								
13000063	铜币	1000																								
13000072	铜币	1000																								
13000093	铜币	1000																								
13000102	铜币	1000																								
13000122	铜币	1000																								
13000131	铜币	1000																								
13000142	铜币	1000																								
13000163	铜币	1000																								
13000181	铜币	1000																								
13000202	铜币	1000																								
																										
13301001	武将升星												61001	10												
13302001													61001	20												
13303001													61001	60												
13304001													61001	180												
13305001													61001	360												
13301002													61002	10												
13302002													61002	20												
13303002													61002	60												
13304002													61002	180												
13305002													61002	360												
13301003													61003	10												
13302003													61003	20												
13303003													61003	60												
13304003													61003	180												
13305003													61003	360												
13301004													61004	10												
13302004													61004	20												
13303004													61004	60												
13304004													61004	180												
13305004													61004	360												
13301005													61005	10												
13302005													61005	20												
13303005													61005	60												
13304005													61005	180												
13305005													61005	360												
13301006													61006	10												
13302006													61006	20												
13303006													61006	60												
13304006													61006	180												
13305006													61006	360												
13301007													61007	10												
13302007													61007	20												
13303007													61007	60												
13304007													61007	180												
13305007													61007	360												
13301008													61008	10												
13302008													61008	20												
13303008													61008	60												
13304008													61008	180												
13305008													61008	360												
13301009													61009	10												
13302009													61009	20												
13303009													61009	60												
13304009													61009	180												
13305009													61009	360												
13301010													61010	10												
13302010													61010	20												
13303010													61010	60												
13304010													61010	180												
13305010													61010	360												
13301011													61011	10												
13302011													61011	20												
13303011													61011	60												
13304011													61011	180												
13305011													61011	360												
13301012													61012	10												
13302012													61012	20												
13303012													61012	60												
13304012													61012	180												
13305012													61012	360												
13301013													61013	10												
13302013													61013	20												
13303013													61013	60												
13304013													61013	180												
13305013													61013	360												
13301014													61014	10												
13302014													61014	20												
13303014													61014	60												
13304014													61014	180												
13305014													61014	360												
13301015													61015	10												
13302015													61015	20												
13303015													61015	60												
13304015													61015	180												
13305015													61015	360												
13301016													61016	10												
13302016													61016	20												
13303016													61016	60												
13304016													61016	180												
13305016													61016	360												
13301017													61017	10												
13302017													61017	20												
13303017													61017	60												
13304017													61017	180												
13305017													61017	360												
13301018													61018	10												
13302018													61018	20												
13303018													61018	60												
13304018													61018	180												
13305018													61018	360												
13301019													61019	10												
13302019													61019	20												
13303019													61019	60												
13304019													61019	180												
13305019													61019	360												
13301020													61020	10												
13302020													61020	20												
13303020													61020	60												
13304020													61020	180												
13305020													61020	360												
13301021													61021	10												
13302021													61021	20												
13303021													61021	60												
13304021													61021	180												
13305021													61021	360												
13301022													61022	10												
13302022													61022	20												
13303022													61022	60												
13304022													61022	180												
13305022													61022	360												
13301023													61023	10												
13302023													61023	20												
13303023													61023	60												
13304023													61023	180												
13305023													61023	360												
13301024													61024	10												
13302024													61024	20												
13303024													61024	60												
13304024													61024	180												
13305024													61024	360												
13301025													61025	10												
13302025													61025	20												
13303025													61025	60												
13304025													61025	180												
13305025													61025	360												
13301026													61026	10												
13302026													61026	20												
13303026													61026	60												
13304026													61026	180												
13305026													61026	360												
13301027													61027	10												
13302027													61027	20												
13303027													61027	60												
13304027													61027	180												
13305027													61027	360												
13301028													61028	10												
13302028													61028	20												
13303028													61028	60												
13304028													61028	180												
13305028													61028	360												
13301029													61029	10												
13302029													61029	20												
13303029													61029	60												
13304029													61029	180												
13305029													61029	360												
13301030													61030	10												
13302030													61030	20												
13303030													61030	60												
13304030													61030	180												
13305030													61030	360												
13301031													61031	10												
13302031													61031	20												
13303031													61031	60												
13304031													61031	180												
13305031													61031	360												
13301032													61032	10												
13302032													61032	20												
13303032													61032	60												
13304032													61032	180												
13305032													61032	360												
13301033													61033	10												
13302033													61033	20												
13303033													61033	60												
13304033													61033	180												
13305033													61033	360												
13301034													61034	10												
13302034													61034	20												
13303034													61034	60												
13304034													61034	180												
13305034													61034	360												
13301035													61035	10												
13302035													61035	20												
13303035													61035	60												
13304035													61035	180												
13305035													61035	360												
13301036													61036	10												
13302036													61036	20												
13303036													61036	60												
13304036													61036	180												
13305036													61036	360												
13301037													61037	10												
13302037													61037	20												
13303037													61037	60												
13304037													61037	180												
13305037													61037	360												
13301038													61038	10												
13302038													61038	20												
13303038													61038	60												
13304038													61038	180												
13305038													61038	360												
13301039													61039	10												
13302039													61039	20												
13303039													61039	60												
13304039													61039	180												
13305039													61039	360												
13301040													61040	10												
13302040													61040	20												
13303040													61040	60												
13304040													61040	180												
13305040													61040	360												
																										
13405001	君主策略												80011	3												
13405002													80011	3												
13405003													80011	3												
13405004													80011	3												
13405005													80011	3												
13405006													80011	3												
13405007													80011	3												
13405008													80011	3												
13405009													80011	3												
13405010													80011	3												
13405011													80011	3												
13405012													80011	3												
13405013													80011	3												
13405014													80011	3												
13405015													80011	3												
13405016													80011	3												
13405017													80011	3												
13405018													80011	3												
13405019													80011	3												
13405020													80011	3												
13405021													80011	3												
13405022													80011	3												
13405023													80011	3												
13405024													80011	3												
13405025													80011	3												
13405026													80011	3												
13405027													80011	3												
13405028													80011	3												
13405029													80011	3												
13405030													80011	3												
13405031													80011	3												
13405032													80011	3												
13405033													80011	3												
13405034													80011	3												
13405035													80011	3												
13405036													80011	3												
13405037													80011	3												
13405038													80011	3												
13405039													80011	3												
13405040													80011	3												
13405041													80011	3												
13405042													80011	3												
13405043													80011	3												
13405044													80011	3												
13405045													80011	3												
13405046													80011	3												
13405047													80011	3												
13405048													80011	3												
13405049													80011	3												
13405050													80011	3												
13405051													80011	3												
13405052													80011	3												
13405053													80011	3												
13405054													80011	3												
13405055													80011	3												
13405056													80011	3												
13405057													80011	3												
13405058													80011	3												
13405059													80011	3												
13405060													80011	3												
13405061													80011	3												
13405062													80011	3												
13405063													80011	3												
13405064													80011	3												
13405065													80011	3												
13405066													80011	3												
13405067													80011	3												
13405068													80011	3												
13405069													80011	3												
13405070													80011	3												
13405071													80011	3												
13405072													80011	3												
13405073													80011	3												
13405074													80011	3												
13405075													80011	3												
13405076													80011	3												
13405077													80011	3												
13405078													80011	3												
13405079													80011	3												
13405080													80011	3												
13405081													80011	3												
13405082													80011	3												
13405083													80011	3												
13405084													80011	3												
13405085													80011	3												
13405086													80011	3												
13405087													80011	3												
13405088													80011	3												
13405089													80011	3												
13405090													80011	3												
13405091													80011	3												
13405092													80011	3												
13405093													80011	3												
13405094													80011	3												
13405095													80011	3												
13405096													80011	3												
13405097													80011	3												
13405098													80011	3												
13405099													80011	3												
13405100													80011	3												
																										
70100	爵位消耗																									
70200																										
70300																										
70400																										
70500																										
70600																										
70700																										
70800																										
70900																										
71000																										
71100																										
71200																										
71300																										
71400																										
																										
13903001	vip礼包					12																				
13903011						49																				
13903021						98																				
13903031						147																				
13903041						196																				
13903051						245																				
13903061						294																				
13903071						343																				
13903081						580																				
13903091						653																				
13903101						726																				
13903111						799																				
13903121						970																				
13903131						1091																				
13903141						1212																				
13903151						1333																				
																										
13903002						0																				
13903012						8																				
13903022						108																				
13903032						168																				
13903042						358																				
13903052						568																				
13903062						768																				
13903072						968																				
13903082						1388																				
13903092						1788																				
13903102						2188																				
13903112						2588																				
13903122						3888																				
13903132						5888																				
13903142						7888																				
13903152						9888																				
																										
13903003						80																				
13903013						350																				
13903023						3100																				
13903033						9150																				
13903043						27200																				
13903053						6480																				
13903063						54250																				
13903073						4480																				
13903083						1800																				
13903093						3350																				
13903103						9400																				
13903113						30000																				
13903123						18450																				
13903133						30750																				
13903143						41000																				
13903153						15000																				
																										
11606001	vip商城现价					94																				
11606003						2																				
11606005						150																				
11606007						150																				
11606009						150																				
11606011						16																				
11606013						94																				
11606015						45																				
11606017						150																				
11606019						94																				
11606021						150																				
11606023						45																				
11606025						150																				
11606027						150																				
11606029						135																				
11606031						150																				
11606033						150																				
11606035						135																				
11606037						94																				
11606039						150																				
11606041						30																				
11606043						135																				
11606045						1																				
11606047						1																				
11606049						1																				
																										
11606002	vip商城原价					188																				
11606004						4																				
11606006						300																				
11606008						1500																				
11606010						1500																				
11606012						40																				
11606014						188																				
11606016						150																				
11606018						1500																				
11606020						188																				
11606022						1500																				
11606024						150																				
11606026						1500																				
11606028						300																				
11606030						450																				
11606032						1500																				
11606034						1500																				
11606036						450																				
11606038						188																				
11606040						1500																				
11606042						100																				
11606044						450																				
11606046						1																				
11606048						1																				
11606050						1																				
																										
20000001	活动兑换												10009	12												
20000002													10009	12	10010	3										
20000003													40001	10												
20000004													55001	10												
20000005													55001	1	55002	2	55003	1	55004	1						
20000006													55101	2												
20000007													55102	3												
20000008													55103	4												
20000009													55104	5												
20000010													55105	6												
