id	sm	金	粮食	木材	石料	金（安全）	粮食	木材	石料	君主经验	元宝	银两	玉璧	玉石矿	繁荣度	vip经验(前端展示用)	物品配置	物品id	物品个数	物品id	物品个数	物品id	物品个数	物品id	物品个数											装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数		武将经验显示		将魂id，配置 captain_soul.txt中的id	奖励的将魂数量	将魂id，配置 captain_soul.txt中的id	奖励的将魂数量		宝石id	宝石数量	宝石id	宝石数量	宝石id	宝石数量				宝物id	宝物数量		展示排序，关联展示排序.txt的id	点券	联盟贡献		联盟条件奖励		体力
126180820		43200			43200	43200			43200	679																																																																		
126180830		44800			44800	44800			44800	686																																																																		
126180840		46400			46400	46400			46400	693																																																																		
126180850		48000			48000	48000			48000	700																																																																		
126180860		52000			52000	52000			52000	707																																																																		
126180870		56000			56000	56000			56000	714																																																																		
126180880		60000			60000	60000			60000	721																																																																		
126180890		64000			64000	64000			64000	728																																																																		
126180900		68000			68000	68000			68000	735																																																																		
126180910		72000			72000	72000			72000	742																																																																		
126180920		76000			76000	76000			76000	749																																																																		
126180930		80000			80000	80000			80000	756																																																																		
126180940		84000			84000	84000			84000	763																																																																		
126180950		88000			88000	88000			88000	770																																																																		
126180960		92000			92000	92000			92000	777																																																																		
126180970		96000			96000	96000			96000	784																																																																		
126180980		100000			100000	100000			100000	791																																																																		
126180990		104000			104000	104000			104000	798																																																																		
126181000		108000			108000	108000			108000	805																																																																		
																																																																												
126230010		500				500				150																																																																		
126230020		1000				1000				150																																																																		
126230030		1500				1500				150																																																																		
126230040		2000				2000				150																																																																		
126230050		2500				2500				150																																																																		
126230060		3000				3000				150																																																																		
126230070		3500				3500				150																																																																		
126230080		4000				4000				150																																																																		
126230090		4500				4500				150																																																																		
126230100		5000				5000				150																																																																		
126230110		5500				5500				150																																																																		
126230120		6000				6000				150																																																																		
126230130		6500				6500				150																																																																		
126230140		7000				7000				150																																																																		
126230150		7500				7500				150																																																																		
126230160		8000				8000				155																																																																		
126230170		8500				8500				160																																																																		
126230180		9000				9000				165																																																																		
126230190		9500				9500				170																																																																		
126230200		10000				10000				175																																																																		
126230210		10500				10500				180																																																																		
126230220		11000				11000				185																																																																		
126230230		11500				11500				190																																																																		
126230240		12000				12000				195																																																																		
126230250		12500				12500				200																																																																		
126230260		13000				13000				205																																																																		
126230270		13500				13500				210																																																																		
126230280		14000				14000				215																																																																		
126230290		14500				14500				220																																																																		
126230300		15000				15000				225																																																																		
126230310		15500				15500				230																																																																		
126230320		16000				16000				235																																																																		
126230330		16500				16500				240																																																																		
126230340		17000				17000				245																																																																		
126230350		17500				17500				250																																																																		
126230360		18000				18000				255																																																																		
126230370		18500				18500				260																																																																		
126230380		19000				19000				265																																																																		
126230390		19500				19500				270																																																																		
126230400		20000				20000				275																																																																		
126230410		20500				20500				280																																																																		
126230420		21000				21000				285																																																																		
126230430		21500				21500				290																																																																		
126230440		22000				22000				295																																																																		
126230450		22500				22500				300																																																																		
126230460		23000				23000				305																																																																		
126230470		23500				23500				310																																																																		
126230480		24000				24000				315																																																																		
126230490		24500				24500				320																																																																		
126230500		25000				25000				325																																																																		
126230510		25500				25500				330																																																																		
126230520		26000				26000				335																																																																		
126230530		26500				26500				340																																																																		
126230540		27000				27000				345																																																																		
126230550		27500				27500				350																																																																		
126230560		28000				28000				355																																																																		
126230570		28500				28500				360																																																																		
126230580		29000				29000				365																																																																		
126230590		29500				29500				370																																																																		
126230600		30000				30000				375																																																																		
126230610		30500				30500				380																																																																		
126230620		31000				31000				385																																																																		
126230630		31500				31500				390																																																																		
126230640		32000				32000				395																																																																		
126230650		32500				32500				400																																																																		
126230660		33000				33000				405																																																																		
126230670		33500				33500				410																																																																		
126230680		34000				34000				415																																																																		
126230690		34500				34500				420																																																																		
126230700		35000				35000				425																																																																		
126230710		36000				36000				430																																																																		
126230720		37000				37000				435																																																																		
126230730		38000				38000				440																																																																		
126230740		39000				39000				445																																																																		
126230750		40000				40000				450																																																																		
126230760		42000				42000				455																																																																		
126230770		44000				44000				460																																																																		
126230780		46000				46000				465																																																																		
126230790		48000				48000				470																																																																		
126230800		50000				50000				475																																																																		
126230810		52000				52000				480																																																																		
126230820		54000				54000				485																																																																		
126230830		56000				56000				490																																																																		
126230840		58000				58000				495																																																																		
126230850		60000				60000				500																																																																		
126230860		65000				65000				505																																																																		
126230870		70000				70000				510																																																																		
126230880		75000				75000				515																																																																		
126230890		80000				80000				520																																																																		
126230900		85000				85000				525																																																																		
126230910		90000				90000				530																																																																		
126230920		95000				95000				535																																																																		
126230930		100000				100000				540																																																																		
126230940		105000				105000				545																																																																		
126230950		110000				110000				550																																																																		
126230960		115000				115000				555																																																																		
126230970		120000				120000				560																																																																		
126230980		125000				125000				565																																																																		
126230990		130000				130000				570																																																																		
126231000		135000				135000				575																																																																		
																																																																												
126330010					500				500	150																																																																		
126330020					1000				1000	150																																																																		
126330030					1500				1500	150																																																																		
126330040					2000				2000	150																																																																		
126330050					2500				2500	150																																																																		
126330060					3000				3000	150																																																																		
126330070					3500				3500	150																																																																		
126330080					4000				4000	150																																																																		
126330090					4500				4500	150																																																																		
126330100					5000				5000	150																																																																		
126330110					5500				5500	150																																																																		
126330120					6000				6000	150																																																																		
126330130					6500				6500	150																																																																		
126330140					7000				7000	150																																																																		
126330150					7500				7500	150																																																																		
126330160					8000				8000	155																																																																		
126330170					8500				8500	160																																																																		
126330180					9000				9000	165																																																																		
126330190					9500				9500	170																																																																		
126330200					10000				10000	175																																																																		
126330210					10500				10500	180																																																																		
126330220					11000				11000	185																																																																		
126330230					11500				11500	190																																																																		
126330240					12000				12000	195																																																																		
126330250					12500				12500	200																																																																		
126330260					13000				13000	205																																																																		
126330270					13500				13500	210																																																																		
126330280					14000				14000	215																																																																		
126330290					14500				14500	220																																																																		
126330300					15000				15000	225																																																																		
126330310					15500				15500	230																																																																		
126330320					16000				16000	235																																																																		
126330330					16500				16500	240																																																																		
126330340					17000				17000	245																																																																		
126330350					17500				17500	250																																																																		
126330360					18000				18000	255																																																																		
126330370					18500				18500	260																																																																		
126330380					19000				19000	265																																																																		
126330390					19500				19500	270																																																																		
126330400					20000				20000	275																																																																		
126330410					20500				20500	280																																																																		
126330420					21000				21000	285																																																																		
126330430					21500				21500	290																																																																		
126330440					22000				22000	295																																																																		
126330450					22500				22500	300																																																																		
126330460					23000				23000	305																																																																		
126330470					23500				23500	310																																																																		
126330480					24000				24000	315																																																																		
126330490					24500				24500	320																																																																		
126330500					25000				25000	325																																																																		
126330510					25500				25500	330																																																																		
126330520					26000				26000	335																																																																		
126330530					26500				26500	340																																																																		
126330540					27000				27000	345																																																																		
126330550					27500				27500	350																																																																		
126330560					28000				28000	355																																																																		
126330570					28500				28500	360																																																																		
126330580					29000				29000	365																																																																		
126330590					29500				29500	370																																																																		
126330600					30000				30000	375																																																																		
126330610					30500				30500	380																																																																		
126330620					31000				31000	385																																																																		
126330630					31500				31500	390																																																																		
126330640					32000				32000	395																																																																		
126330650					32500				32500	400																																																																		
126330660					33000				33000	405																																																																		
126330670					33500				33500	410																																																																		
126330680					34000				34000	415																																																																		
126330690					34500				34500	420																																																																		
126330700					35000				35000	425																																																																		
126330710					36000				36000	430																																																																		
126330720					37000				37000	435																																																																		
126330730					38000				38000	440																																																																		
126330740					39000				39000	445																																																																		
126330750					40000				40000	450																																																																		
126330760					42000				42000	455																																																																		
126330770					44000				44000	460																																																																		
126330780					46000				46000	465																																																																		
126330790					48000				48000	470																																																																		
126330800					50000				50000	475																																																																		
126330810					52000				52000	480																																																																		
126330820					54000				54000	485																																																																		
126330830					56000				56000	490																																																																		
126330840					58000				58000	495																																																																		
126330850					60000				60000	500																																																																		
126330860					65000				65000	505																																																																		
126330870					70000				70000	510																																																																		
126330880					75000				75000	515																																																																		
126330890					80000				80000	520																																																																		
126330900					85000				85000	525																																																																		
126330910					90000				90000	530																																																																		
126330920					95000				95000	535																																																																		
126330930					100000				100000	540																																																																		
126330940					105000				105000	545																																																																		
126330950					110000				110000	550																																																																		
126330960					115000				115000	555																																																																		
126330970					120000				120000	560																																																																		
126330980					125000				125000	565																																																																		
126330990					130000				130000	570																																																																		
126331000					135000				135000	575																																																																		
																																																																												
126120011	合璧物品奖励																	20001	1																																																									
126120021																		20001	2																																																									
126120031																		20001	3																																																									
126120041																		20001	4																																																									
126120051																		20001	5																																																									
126120061																		20001	6																																																									
126120071																		20001	7																																																									
126120081																		20001	8																																																									
126120091																		20001	9																																																									
126120101																		20001	10																																																									
126120111																		20001	11																																																									
126120121																		20001	12																																																									
126120131																		20001	13																																																									
126120141																		20001	14																																																									
126120151																		20001	15																																																									
126120161																		20001	16																																																									
126120171																		20001	17																																																									
126120181																		20001	18																																																									
126120191																		20001	19																																																									
126120201																		20001	20																																																									
126120211																		20001	21																																																									
126120221																		20001	22																																																									
126120231																		20001	23																																																									
126120241																		20001	24																																																									
126120251																		20001	25																																																									
126120261																		20001	26																																																									
126120271																		20001	27																																																									
126120281																		20001	28																																																									
126120291																		20001	29																																																									
126120301																		20001	30																																																									
126120311																		20001	31																																																									
126120321																		20001	32																																																									
126120331																		20001	33																																																									
126120341																		20001	34																																																									
126120351																		20001	35																																																									
126120361																		20001	36																																																									
126120371																		20001	37																																																									
126120381																		20001	38																																																									
126120391																		20001	39																																																									
126120401																		20001	40																																																									
126120411																		20001	41																																																									
126120421																		20001	42																																																									
126120431																		20001	43																																																									
126120441																		20001	44																																																									
126120451																		20001	45																																																									
126120461																		20001	46																																																									
126120471																		20001	47																																																									
126120481																		20001	48																																																									
126120491																		20001	49																																																									
126120501																		20001	50																																																									
126120511																		20001	51																																																									
126120521																		20001	52																																																									
126120531																		20001	53																																																									
126120541																		20001	54																																																									
126120551																		20001	55																																																									
126120561																		20001	56																																																									
126120571																		20001	57																																																									
126120581																		20001	58																																																									
126120591																		20001	59																																																									
126120601																		20001	60																																																									
126120611																		20001	61																																																									
126120621																		20001	62																																																									
126120631																		20001	63																																																									
126120641																		20001	64																																																									
126120651																		20001	65																																																									
126120661																		20001	66																																																									
126120671																		20001	67																																																									
126120681																		20001	68																																																									
126120691																		20001	69																																																									
126120701																		20001	70																																																									
126120711																		20001	71																																																									
126120721																		20001	72																																																									
126120731																		20001	73																																																									
126120741																		20001	74																																																									
126120751																		20001	75																																																									
126120761																		20001	76																																																									
126120771																		20001	77																																																									
126120781																		20001	78																																																									
126120791																		20001	79																																																									
126120801																		20001	80																																																									
126120811																		20001	81																																																									
126120821																		20001	82																																																									
126120831																		20001	83																																																									
126120841																		20001	84																																																									
126120851																		20001	85																																																									
126120861																		20001	86																																																									
126120871																		20001	87																																																									
126120881																		20001	88																																																									
126120891																		20001	89																																																									
126120901																		20001	90																																																									
126120911																		20001	91																																																									
126120921																		20001	92																																																									
126120931																		20001	93																																																									
126120941																		20001	94																																																									
126120951																		20001	95																																																									
126120961																		20001	96																																																									
126120971																		20001	97																																																									
126120981																		20001	98																																																									
126120991																		20001	99																																																									
126121001																		20001	100																																																									
																																																																												
126130011																		20001	1																																																									
126130021																		20001	2																																																									
126130031																		20001	3																																																									
126130041																		20001	4																																																									
126130051																		20001	5																																																									
126130061																		20001	6																																																									
126130071																		20001	7																																																									
126130081																		20001	8																																																									
126130091																		20001	9																																																									
126130101																		20001	10																																																									
126130111																		20001	11																																																									
126130121																		20001	12																																																									
126130131																		20001	13																																																									
126130141																		20001	14																																																									
126130151																		20001	15																																																									
126130161																		20001	16																																																									
126130171																		20001	17																																																									
126130181																		20001	18																																																									
126130191																		20001	19																																																									
126130201																		20001	20																																																									
126130211																		20001	21																																																									
126130221																		20001	22																																																									
126130231																		20001	23																																																									
126130241																		20001	24																																																									
126130251																		20001	25																																																									
126130261																		20001	26																																																									
126130271																		20001	27																																																									
126130281																		20001	28																																																									
126130291																		20001	29																																																									
126130301																		20001	30																																																									
126130311																		20001	31																																																									
126130321																		20001	32																																																									
126130331																		20001	33																																																									
126130341																		20001	34																																																									
126130351																		20001	35																																																									
126130361																		20001	36																																																									
126130371																		20001	37																																																									
126130381																		20001	38																																																									
126130391																		20001	39																																																									
126130401																		20001	40																																																									
126130411																		20001	41																																																									
126130421																		20001	42																																																									
126130431																		20001	43																																																									
126130441																		20001	44																																																									
126130451																		20001	45																																																									
126130461																		20001	46																																																									
126130471																		20001	47																																																									
126130481																		20001	48																																																									
126130491																		20001	49																																																									
126130501																		20001	50																																																									
126130511																		20001	51																																																									
126130521																		20001	52																																																									
126130531																		20001	53																																																									
126130541																		20001	54																																																									
126130551																		20001	55																																																									
126130561																		20001	56																																																									
126130571																		20001	57																																																									
126130581																		20001	58																																																									
126130591																		20001	59																																																									
126130601																		20001	60																																																									
126130611																		20001	61																																																									
126130621																		20001	62																																																									
126130631																		20001	63																																																									
126130641																		20001	64																																																									
126130651																		20001	65																																																									
126130661																		20001	66																																																									
126130671																		20001	67																																																									
126130681																		20001	68																																																									
126130691																		20001	69																																																									
126130701																		20001	70																																																									
126130711																		20001	71																																																									
126130721																		20001	72																																																									
126130731																		20001	73																																																									
126130741																		20001	74																																																									
126130751																		20001	75																																																									
126130761																		20001	76																																																									
126130771																		20001	77																																																									
126130781																		20001	78																																																									
126130791																		20001	79																																																									
126130801																		20001	80																																																									
126130811																		20001	81																																																									
126130821																		20001	82																																																									
126130831																		20001	83																																																									
126130841																		20001	84																																																									
126130851																		20001	85																																																									
126130861																		20001	86																																																									
126130871																		20001	87																																																									
126130881																		20001	88																																																									
126130891																		20001	89																																																									
126130901																		20001	90																																																									
126130911																		20001	91																																																									
126130921																		20001	92																																																									
126130931																		20001	93																																																									
126130941																		20001	94																																																									
126130951																		20001	95																																																									
126130961																		20001	96																																																									
126130971																		20001	97																																																									
126130981																		20001	98																																																									
126130991																		20001	99																																																									
126131001																		20001	100																																																									
																																																																												
126150011																		20001	1																																																									
126150021																		20001	2																																																									
126150031																		20001	3																																																									
126150041																		20001	4																																																									
126150051																		20001	5																																																									
126150061																		20001	6																																																									
126150071																		20001	7																																																									
126150081																		20001	8																																																									
126150091																		20001	9																																																									
126150101																		20001	10																																																									
126150111																		20001	11																																																									
126150121																		20001	12																																																									
126150131																		20001	13																																																									
126150141																		20001	14																																																									
126150151																		20001	15																																																									
126150161																		20001	16																																																									
126150171																		20001	17																																																									
126150181																		20001	18																																																									
126150191																		20001	19																																																									
126150201																		20001	20																																																									
126150211																		20001	21																																																									
126150221																		20001	22																																																									
126150231																		20001	23																																																									
126150241																		20001	24																																																									
126150251																		20001	25																																																									
126150261																		20001	26																																																									
126150271																		20001	27																																																									
126150281																		20001	28																																																									
126150291																		20001	29																																																									
126150301																		20001	30																																																									
126150311																		20001	31																																																									
126150321																		20001	32																																																									
126150331																		20001	33																																																									
126150341																		20001	34																																																									
126150351																		20001	35																																																									
126150361																		20001	36																																																									
126150371																		20001	37																																																									
126150381																		20001	38																																																									
126150391																		20001	39																																																									
126150401																		20001	40																																																									
126150411																		20001	41																																																									
126150421																		20001	42																																																									
126150431																		20001	43																																																									
126150441																		20001	44																																																									
126150451																		20001	45																																																									
126150461																		20001	46																																																									
