id	名称	攻击	防御	体力	敏捷	统帅	伤害增加万分比	伤害减少万分比	易伤增加万分比	易伤减少万分比
124031091	匈奴541	715	1251	715	893					
124031092	匈奴542	1251	715	1072	536					
124031093	匈奴543	1251	715	1072	536					
124031094	匈奴544	1251	715	1072	536					
124031095	匈奴545	715	1251	715	893					
124031101	匈奴546	1286	643	1072	1286					
124031102	匈奴547	1286	643	1072	1286					
124031103	匈奴548	643	1286	857	1500					
124031104	匈奴549	1500	857	1286	643					
124031105	匈奴550	1286	643	1072	1286					
124032011	匈奴551	536	1072	715	1251					
124032012	匈奴552	1072	536	893	1072					
124032013	匈奴553	536	1072	1251	715					
124032014	匈奴554	715	1251	715	893					
124032015	匈奴555	715	1251	715	893					
124032021	匈奴556	536	1072	1251	715					
124032022	匈奴557	1072	536	893	1072					
124032023	匈奴558	715	1251	715	893					
124032024	匈奴559	715	1251	715	893					
124032025	匈奴560	1251	715	1072	536					
124032031	匈奴561	715	1251	715	893					
124032032	匈奴562	715	1251	715	893					
124032033	匈奴563	1251	715	1072	536					
124032034	匈奴564	536	1072	1251	715					
124032035	匈奴565	536	1072	715	1251					
124032041	匈奴566	536	1072	715	1251					
124032042	匈奴567	536	1072	1251	715					
124032043	匈奴568	536	1072	715	1251					
124032044	匈奴569	1072	536	893	1072					
124032045	匈奴570	1072	536	893	1072					
124032051	匈奴571	1251	715	1072	536					
124032052	匈奴572	1251	715	1072	536					
124032053	匈奴573	536	1072	715	1251					
124032054	匈奴574	1251	715	1072	536					
124032055	匈奴575	536	1072	1251	715					
124032061	匈奴576	715	1251	715	893					
124032062	匈奴577	536	1072	1251	715					
124032063	匈奴578	536	1072	1251	715					
124032064	匈奴579	1251	715	1072	536					
124032065	匈奴580	536	1072	715	1251					
124032071	匈奴581	643	1286	857	1500					
124032072	匈奴582	1286	643	1072	1286					
124032073	匈奴583	643	1286	1500	857					
124032074	匈奴584	857	1500	857	1072					
124032075	匈奴585	1500	857	1286	643					
124032081	匈奴586	1500	857	1286	643					
124032082	匈奴587	1286	643	1072	1286					
124032083	匈奴588	1286	643	1072	1286					
124032084	匈奴589	1286	643	1072	1286					
124032085	匈奴590	643	1286	857	1500					
124032091	匈奴591	857	1500	857	1072					
124032092	匈奴592	643	1286	857	1500					
124032093	匈奴593	1500	857	1286	643					
124032094	匈奴594	1286	643	1072	1286					
124032095	匈奴595	1500	857	1286	643					
124032101	匈奴596	1751	1000	1501	750					
124032102	匈奴597	1000	1751	1000	1251					
124032103	匈奴598	1501	750	1251	1501					
124032104	匈奴599	1751	1000	1501	750					
124032105	匈奴600	1000	1751	1000	1251					
124033011	匈奴601	643	1286	1500	857					
124033012	匈奴602	643	1286	857	1500					
124033013	匈奴603	857	1500	857	1072					
124033014	匈奴604	1286	643	1072	1286					
124033015	匈奴605	1500	857	1286	643					
124033021	匈奴606	643	1286	857	1500					
124033022	匈奴607	1286	643	1072	1286					
124033023	匈奴608	857	1500	857	1072					
124033024	匈奴609	643	1286	857	1500					
124033025	匈奴610	643	1286	857	1500					
124033031	匈奴611	643	1286	857	1500					
124033032	匈奴612	643	1286	857	1500					
124033033	匈奴613	857	1500	857	1072					
124033034	匈奴614	643	1286	857	1500					
124033035	匈奴615	1286	643	1072	1286					
124033041	匈奴616	643	1286	857	1500					
124033042	匈奴617	857	1500	857	1072					
124033043	匈奴618	1286	643	1072	1286					
124033044	匈奴619	1500	857	1286	643					
124033045	匈奴620	857	1500	857	1072					
124033051	匈奴621	1500	857	1286	643					
124033052	匈奴622	1500	857	1286	643					
124033053	匈奴623	1286	643	1072	1286					
124033054	匈奴624	643	1286	1500	857					
124033055	匈奴625	643	1286	857	1500					
124033061	匈奴626	643	1286	1500	857					
124033062	匈奴627	643	1286	1500	857					
124033063	匈奴628	1286	643	1072	1286					
124033064	匈奴629	857	1500	857	1072					
124033065	匈奴630	857	1500	857	1072					
124033071	匈奴631	750	1501	1751	1000					
124033072	匈奴632	1751	1000	1501	750					
124033073	匈奴633	1501	750	1251	1501					
124033074	匈奴634	1501	750	1251	1501					
124033075	匈奴635	1751	1000	1501	750					
124033081	匈奴636	750	1501	1000	1751					
124033082	匈奴637	750	1501	1000	1751					
124033083	匈奴638	750	1501	1751	1000					
124033084	匈奴639	1000	1751	1000	1251					
124033085	匈奴640	1751	1000	1501	750					
124033091	匈奴641	1501	750	1251	1501					
124033092	匈奴642	1501	750	1251	1501					
124033093	匈奴643	750	1501	1751	1000					
124033094	匈奴644	1000	1751	1000	1251					
124033095	匈奴645	750	1501	1751	1000					
124033101	匈奴646	1938	1108	1661	831					
124033102	匈奴647	1661	831	1385	1661					
124033103	匈奴648	1108	1938	1108	1385					
124033104	匈奴649	831	1661	1938	1108					
124033105	匈奴650	1108	1938	1108	1385					
124034011	匈奴651	1501	750	1251	1501					
124034012	匈奴652	1000	1751	1000	1251					
124034013	匈奴653	1501	750	1251	1501					
124034014	匈奴654	1501	750	1251	1501					
124034015	匈奴655	750	1501	1751	1000					
124034021	匈奴656	1501	750	1251	1501					
124034022	匈奴657	1000	1751	1000	1251					
124034023	匈奴658	750	1501	1751	1000					
124034024	匈奴659	750	1501	1751	1000					
124034025	匈奴660	1751	1000	1501	750					
124034031	匈奴661	1751	1000	1501	750					
124034032	匈奴662	750	1501	1000	1751					
124034033	匈奴663	750	1501	1000	1751					
124034034	匈奴664	1751	1000	1501	750					
124034035	匈奴665	1000	1751	1000	1251					
124034041	匈奴666	1501	750	1251	1501					
124034042	匈奴667	750	1501	1000	1751					
124034043	匈奴668	1751	1000	1501	750					
124034044	匈奴669	1000	1751	1000	1251					
124034045	匈奴670	750	1501	1000	1751					
124034051	匈奴671	750	1501	1751	1000					
124034052	匈奴672	750	1501	1000	1751					
124034053	匈奴673	750	1501	1751	1000					
124034054	匈奴674	1501	750	1251	1501					
124034055	匈奴675	750	1501	1000	1751					
124034061	匈奴676	750	1501	1000	1751					
124034062	匈奴677	750	1501	1751	1000					
124034063	匈奴678	1501	750	1251	1501					
124034064	匈奴679	1501	750	1251	1501					
124034065	匈奴680	1000	1751	1000	1251					
124034071	匈奴681	1938	1108	1661	831					
124034072	匈奴682	831	1661	1108	1938					
124034073	匈奴683	831	1661	1108	1938					
124034074	匈奴684	1108	1938	1108	1385					
124034075	匈奴685	831	1661	1108	1938					
124034081	匈奴686	1108	1938	1108	1385					
124034082	匈奴687	1938	1108	1661	831					
124034083	匈奴688	1661	831	1385	1661					
124034084	匈奴689	1661	831	1385	1661					
124034085	匈奴690	831	1661	1938	1108					
124034091	匈奴691	831	1661	1938	1108					
124034092	匈奴692	1938	1108	1661	831					
124034093	匈奴693	831	1661	1108	1938					
124034094	匈奴694	831	1661	1108	1938					
124034095	匈奴695	831	1661	1108	1938					
124034101	匈奴696	1179	2063	1179	1474					
124034102	匈奴697	2063	1179	1769	884					
124034103	匈奴698	884	1769	1179	2063					
124034104	匈奴699	884	1769	2063	1179					
124034105	匈奴700	884	1769	1179	2063					
124035011	匈奴701	831	1661	1108	1938					
124035012	匈奴702	831	1661	1938	1108					
124035013	匈奴703	831	1661	1938	1108					
124035014	匈奴704	831	1661	1108	1938					
124035015	匈奴705	831	1661	1108	1938					
124035021	匈奴706	1661	831	1385	1661					
124035022	匈奴707	831	1661	1938	1108					
124035023	匈奴708	1938	1108	1661	831					
124035024	匈奴709	831	1661	1938	1108					
124035025	匈奴710	1108	1938	1108	1385					
124035031	匈奴711	831	1661	1938	1108					
124035032	匈奴712	831	1661	1938	1108					
124035033	匈奴713	831	1661	1108	1938					
124035034	匈奴714	1938	1108	1661	831					
124035035	匈奴715	1108	1938	1108	1385					
124035041	匈奴716	1661	831	1385	1661					
124035042	匈奴717	1938	1108	1661	831					
124035043	匈奴718	1661	831	1385	1661					
124035044	匈奴719	831	1661	1938	1108					
124035045	匈奴720	1661	831	1385	1661					
124035051	匈奴721	1108	1938	1108	1385					
124035052	匈奴722	1108	1938	1108	1385					
124035053	匈奴723	831	1661	1108	1938					
124035054	匈奴724	831	1661	1108	1938					
124035055	匈奴725	831	1661	1108	1938					
124035061	匈奴726	1108	1938	1108	1385					
124035062	匈奴727	831	1661	1938	1108					
124035063	匈奴728	1661	831	1385	1661					
124035064	匈奴729	831	1661	1938	1108					
124035065	匈奴730	1108	1938	1108	1385					
124035071	匈奴731	2063	1179	1769	884					
124035072	匈奴732	1769	884	1474	1769					
124035073	匈奴733	1769	884	1474	1769					
124035074	匈奴734	2063	1179	1769	884					
124035075	匈奴735	884	1769	1179	2063					
124035081	匈奴736	884	1769	1179	2063					
124035082	匈奴737	1179	2063	1179	1474					
124035083	匈奴738	2063	1179	1769	884					
124035084	匈奴739	884	1769	2063	1179					
124035085	匈奴740	1769	884	1474	1769					
124035091	匈奴741	884	1769	1179	2063					
124035092	匈奴742	2063	1179	1769	884					
124035093	匈奴743	884	1769	2063	1179					
124035094	匈奴744	1179	2063	1179	1474					
124035095	匈奴745	1769	884	1474	1769					
124035101	匈奴746	1018	2037	1358	2376					
124035102	匈奴747	2376	1358	2037	1018					
124035103	匈奴748	1018	2037	2376	1358					
124035104	匈奴749	1018	2037	1358	2376					
124035105	匈奴750	2376	1358	2037	1018					
124041011	匈奴751	823	1646	1920	1097					
124041012	匈奴752	1097	1920	1097	1371					
124041013	匈奴753	1646	823	1371	1646					
124041014	匈奴754	823	1646	1097	1920					
124041015	匈奴755	1920	1097	1646	823					
124041021	匈奴756	1646	823	1371	1646					
124041022	匈奴757	823	1646	1097	1920					
124041023	匈奴758	1097	1920	1097	1371					
124041024	匈奴759	823	1646	1097	1920					
124041025	匈奴760	823	1646	1920	1097					
124041031	匈奴761	1920	1097	1646	823					
124041032	匈奴762	823	1646	1097	1920					
124041033	匈奴763	1920	1097	1646	823					
124041034	匈奴764	1097	1920	1097	1371					
124041035	匈奴765	1097	1920	1097	1371					
124041041	匈奴766	823	1646	1097	1920					
124041042	匈奴767	823	1646	1920	1097					
124041043	匈奴768	1920	1097	1646	823					
124041044	匈奴769	1920	1097	1646	823					
124041045	匈奴770	1646	823	1371	1646					
124041051	匈奴771	1646	823	1371	1646					
124041052	匈奴772	1097	1920	1097	1371					
124041053	匈奴773	823	1646	1097	1920					
124041054	匈奴774	1920	1097	1646	823					
124041055	匈奴775	823	1646	1920	1097					
124041061	匈奴776	823	1646	1920	1097					
124041062	匈奴777	823	1646	1097	1920					
124041063	匈奴778	1920	1097	1646	823					
124041064	匈奴779	823	1646	1920	1097					
124041065	匈奴780	823	1646	1920	1097					
124041071	匈奴781	840	1680	1120	1960					
124041072	匈奴782	1960	1120	1680	840					
124041073	匈奴783	1120	1960	1120	1400					
124041074	匈奴784	840	1680	1960	1120					
124041075	匈奴785	1680	840	1400	1680					
124041081	匈奴786	1680	840	1400	1680					
124041082	匈奴787	1960	1120	1680	840					
124041083	匈奴788	840	1680	1960	1120					
124041084	匈奴789	1120	1960	1120	1400					
124041085	匈奴790	1680	840	1400	1680					
124041091	匈奴791	840	1680	1960	1120					
124041092	匈奴792	1120	1960	1120	1400					
124041093	匈奴793	1120	1960	1120	1400					
124041094	匈奴794	1960	1120	1680	840					
124041095	匈奴795	840	1680	1960	1120					
124041101	匈奴796	924	1848	1232	2156					
124041102	匈奴797	1848	924	1540	1848					
124041103	匈奴798	1848	924	1540	1848					
124041104	匈奴799	2156	1232	1848	924					
124041105	匈奴800	924	1848	1232	2156					
124042011	匈奴801	1960	1120	1680	840					
124042012	匈奴802	840	1680	1120	1960					
124042013	匈奴803	840	1680	1960	1120					
124042014	匈奴804	840	1680	1960	1120					
124042015	匈奴805	840	1680	1960	1120					
124042021	匈奴806	1680	840	1400	1680					
124042022	匈奴807	1120	1960	1120	1400					
124042023	匈奴808	840	1680	1120	1960					
124042024	匈奴809	840	1680	1960	1120					
124042025	匈奴810	1960	1120	1680	840					
124042031	匈奴811	1120	1960	1120	1400					
124042032	匈奴812	840	1680	1960	1120					
124042033	匈奴813	1960	1120	1680	840					
124042034	匈奴814	840	1680	1120	1960					
124042035	匈奴815	840	1680	1960	1120					
124042041	匈奴816	840	1680	1960	1120					
124042042	匈奴817	840	1680	1120	1960					
124042043	匈奴818	1960	1120	1680	840					
124042044	匈奴819	1680	840	1400	1680					
124042045	匈奴820	840	1680	1960	1120					
124042051	匈奴821	1120	1960	1120	1400					
124042052	匈奴822	1680	840	1400	1680					
124042053	匈奴823	840	1680	1120	1960					
124042054	匈奴824	1680	840	1400	1680					
124042055	匈奴825	1680	840	1400	1680					
124042061	匈奴826	1120	1960	1120	1400					
124042062	匈奴827	840	1680	1120	1960					
124042063	匈奴828	1120	1960	1120	1400					
124042064	匈奴829	1960	1120	1680	840					
124042065	匈奴830	840	1680	1120	1960					
124042071	匈奴831	2156	1232	1848	924					
124042072	匈奴832	924	1848	2156	1232					
124042073	匈奴833	924	1848	1232	2156					
124042074	匈奴834	2156	1232	1848	924					
124042075	匈奴835	924	1848	2156	1232					
124042081	匈奴836	1232	2156	1232	1540					
124042082	匈奴837	1232	2156	1232	1540					
124042083	匈奴838	924	1848	2156	1232					
124042084	匈奴839	924	1848	2156	1232					
124042085	匈奴840	924	1848	2156	1232					
124042091	匈奴841	1848	924	1540	1848					
124042092	匈奴842	2156	1232	1848	924					
124042093	匈奴843	924	1848	2156	1232					
124042094	匈奴844	924	1848	1232	2156					
124042095	匈奴845	2156	1232	1848	924					
124042101	匈奴846	1008	2016	1344	2352					
124042102	匈奴847	2352	1344	2016	1008					
124042103	匈奴848	1008	2016	2352	1344					
124042104	匈奴849	1008	2016	2352	1344					
124042105	匈奴850	1344	2352	1344	1680					
124043011	匈奴851	1232	2156	1232	1540					
124043012	匈奴852	924	1848	1232	2156					
124043013	匈奴853	1232	2156	1232	1540					
124043014	匈奴854	1848	924	1540	1848					
124043015	匈奴855	2156	1232	1848	924					
124043021	匈奴856	924	1848	2156	1232					
124043022	匈奴857	1848	924	1540	1848					
124043023	匈奴858	1848	924	1540	1848					
124043024	匈奴859	2156	1232	1848	924					
124043025	匈奴860	924	1848	1232	2156					
124043031	匈奴861	924	1848	1232	2156					
124043032	匈奴862	924	1848	1232	2156					
124043033	匈奴863	1232	2156	1232	1540					
124043034	匈奴864	1232	2156	1232	1540					
124043035	匈奴865	1848	924	1540	1848					
124043041	匈奴866	2156	1232	1848	924					
124043042	匈奴867	924	1848	1232	2156					
124043043	匈奴868	1232	2156	1232	1540					
124043044	匈奴869	1232	2156	1232	1540					
124043045	匈奴870	924	1848	1232	2156					
124043051	匈奴871	2156	1232	1848	924					
124043052	匈奴872	1232	2156	1232	1540					
124043053	匈奴873	2156	1232	1848	924					
124043054	匈奴874	924	1848	1232	2156					
124043055	匈奴875	1848	924	1540	1848					
124043061	匈奴876	1232	2156	1232	1540					
124043062	匈奴877	1848	924	1540	1848					
124043063	匈奴878	924	1848	2156	1232					
124043064	匈奴879	2156	1232	1848	924					
124043065	匈奴880	924	1848	2156	1232					
124043071	匈奴881	2352	1344	2016	1008					
124043072	匈奴882	1008	2016	2352	1344					
124043073	匈奴883	1008	2016	2352	1344					
124043074	匈奴884	1008	2016	2352	1344					
124043075	匈奴885	1344	2352	1344	1680					
124043081	匈奴886	1344	2352	1344	1680					
124043082	匈奴887	1008	2016	1344	2352					
124043083	匈奴888	2016	1008	1680	2016					
124043084	匈奴889	2352	1344	2016	1008					
124043085	匈奴890	1008	2016	1344	2352					
124043091	匈奴891	1008	2016	2352	1344					
124043092	匈奴892	2016	1008	1680	2016					
124043093	匈奴893	2352	1344	2016	1008					
124043094	匈奴894	2352	1344	2016	1008					
124043095	匈奴895	2016	1008	1680	2016					
124043101	匈奴896	1512	2646	1512	1890					
124043102	匈奴897	2268	1134	1890	2268					
124043103	匈奴898	1134	2268	2646	1512					
124043104	匈奴899	2268	1134	1890	2268					
124043105	匈奴900	1134	2268	1512	2646					
124044011	匈奴901	1008	2016	1344	2352					
124044012	匈奴902	1008	2016	2352	1344					
124044013	匈奴903	1344	2352	1344	1680					
124044014	匈奴904	1008	2016	2352	1344					
124044015	匈奴905	2016	1008	1680	2016					
124044021	匈奴906	1008	2016	1344	2352					
124044022	匈奴907	1008	2016	1344	2352					
124044023	匈奴908	2352	1344	2016	1008					
124044024	匈奴909	1008	2016	1344	2352					
124044025	匈奴910	2352	1344	2016	1008					
124044031	匈奴911	2352	1344	2016	1008					
124044032	匈奴912	1008	2016	2352	1344					
124044033	匈奴913	1008	2016	2352	1344					
124044034	匈奴914	2016	1008	1680	2016					
124044035	匈奴915	1008	2016	1344	2352					
124044041	匈奴916	1344	2352	1344	1680					
124044042	匈奴917	1008	2016	2352	1344					
124044043	匈奴918	1344	2352	1344	1680					
124044044	匈奴919	1344	2352	1344	1680					
124044045	匈奴920	1008	2016	2352	1344					
124044051	匈奴921	2016	1008	1680	2016					
124044052	匈奴922	1344	2352	1344	1680					
124044053	匈奴923	1008	2016	2352	1344					
124044054	匈奴924	2016	1008	1680	2016					
124044055	匈奴925	1008	2016	2352	1344					
124044061	匈奴926	2016	1008	1680	2016					
124044062	匈奴927	2352	1344	2016	1008					
124044063	匈奴928	2016	1008	1680	2016					
124044064	匈奴929	1008	2016	1344	2352					
124044065	匈奴930	1344	2352	1344	1680					
124044071	匈奴931	2268	1134	1890	2268					
124044072	匈奴932	1512	2646	1512	1890					
124044073	匈奴933	1134	2268	1512	2646					
124044074	匈奴934	1512	2646	1512	1890					
124044075	匈奴935	2268	1134	1890	2268					
124044081	匈奴936	1134	2268	2646	1512					
124044082	匈奴937	1134	2268	2646	1512					
124044083	匈奴938	1512	2646	1512	1890					
124044084	匈奴939	2268	1134	1890	2268					
124044085	匈奴940	1512	2646	1512	1890					
124044091	匈奴941	2268	1134	1890	2268					
124044092	匈奴942	1134	2268	1512	2646					
124044093	匈奴943	1134	2268	2646	1512					
124044094	匈奴944	1134	2268	1512	2646					
124044095	匈奴945	2268	1134	1890	2268					
124044101	匈奴946	1624	2842	1624	2030					
124044102	匈奴947	2842	1624	2436	1218					
124044103	匈奴948	1624	2842	1624	2030					
124044104	匈奴949	1624	2842	1624	2030					
124044105	匈奴950	2842	1624	2436	1218					
124045011	匈奴951	2646	1512	2268	1134					
124045012	匈奴952	2268	1134	1890	2268					
124045013	匈奴953	2646	1512	2268	1134					
124045014	匈奴954	2646	1512	2268	1134					
124045015	匈奴955	1134	2268	1512	2646					
124045021	匈奴956	1134	2268	1512	2646					
124045022	匈奴957	1134	2268	1512	2646					
124045023	匈奴958	1134	2268	1512	2646					
124045024	匈奴959	1134	2268	2646	1512					
124045025	匈奴960	2268	1134	1890	2268					
124045031	匈奴961	1134	2268	2646	1512					
124045032	匈奴962	1134	2268	1512	2646					
124045033	匈奴963	2646	1512	2268	1134					
124045034	匈奴964	1134	2268	2646	1512					
124045035	匈奴965	1512	2646	1512	1890					
124045041	匈奴966	1134	2268	2646	1512					
124045042	匈奴967	2268	1134	1890	2268					
124045043	匈奴968	2646	1512	2268	1134					
124045044	匈奴969	2268	1134	1890	2268					
124045045	匈奴970	1134	2268	2646	1512					
124045051	匈奴971	2646	1512	2268	1134					
124045052	匈奴972	1512	2646	1512	1890					
124045053	匈奴973	2268	1134	1890	2268					
124045054	匈奴974	1134	2268	1512	2646					
124045055	匈奴975	2646	1512	2268	1134					
124045061	匈奴976	1134	2268	2646	1512					
124045062	匈奴977	1134	2268	2646	1512					
124045063	匈奴978	1134	2268	2646	1512					
124045064	匈奴979	1134	2268	2646	1512					
124045065	匈奴980	1134	2268	2646	1512					
124045071	匈奴981	2842	1624	2436	1218					
124045072	匈奴982	2436	1218	2030	2436					
124045073	匈奴983	1218	2436	1624	2842					
124045074	匈奴984	1624	2842	1624	2030					
124045075	匈奴985	1624	2842	1624	2030					
124045081	匈奴986	2842	1624	2436	1218					
124045082	匈奴987	1218	2436	1624	2842					
124045083	匈奴988	1624	2842	1624	2030					
124045084	匈奴989	2436	1218	2030	2436					
124045085	匈奴990	1218	2436	2842	1624					
124045091	匈奴991	1218	2436	2842	1624					
124045092	匈奴992	2842	1624	2436	1218					
124045093	匈奴993	2842	1624	2436	1218					
124045094	匈奴994	1218	2436	1624	2842					
124045095	匈奴995	1624	2842	1624	2030					
124045101	匈奴996	1302	2605	1736	3039					
124045102	匈奴997	2605	1302	2171	2605					
124045103	匈奴998	3039	1736	2605	1302					
124045104	匈奴999	3039	1736	2605	1302					
124045105	匈奴1000	3039	1736	2605	1302					
124051011	匈奴1001	2040	1020	1700	2040					
124051012	匈奴1002	1020	2040	2380	1360					
124051013	匈奴1003	2040	1020	1700	2040					
124051014	匈奴1004	1020	2040	2380	1360					
124051015	匈奴1005	1020	2040	2380	1360					
124051021	匈奴1006	1020	2040	1360	2380					
124051022	匈奴1007	2040	1020	1700	2040					
124051023	匈奴1008	1020	2040	1360	2380					
124051024	匈奴1009	1020	2040	2380	1360					
124051025	匈奴1010	1020	2040	1360	2380					
124051031	匈奴1011	1360	2380	1360	1700					
124051032	匈奴1012	1020	2040	1360	2380					
124051033	匈奴1013	2380	1360	2040	1020					
124051034	匈奴1014	1020	2040	2380	1360					
124051035	匈奴1015	2040	1020	1700	2040					
124051041	匈奴1016	2380	1360	2040	1020					
124051042	匈奴1017	2380	1360	2040	1020					
124051043	匈奴1018	2040	1020	1700	2040					
124051044	匈奴1019	1020	2040	2380	1360					
124051045	匈奴1020	2380	1360	2040	1020					
124051051	匈奴1021	1020	2040	2380	1360					
124051052	匈奴1022	1360	2380	1360	1700					
124051053	匈奴1023	1020	2040	1360	2380					
124051054	匈奴1024	2040	1020	1700	2040					
124051055	匈奴1025	1020	2040	2380	1360					
124051061	匈奴1026	1360	2380	1360	1700					
124051062	匈奴1027	1360	2380	1360	1700					
124051063	匈奴1028	1020	2040	2380	1360					
124051064	匈奴1029	1360	2380	1360	1700					
124051065	匈奴1030	2380	1360	2040	1020					
124051071	匈奴1031	1140	2279	1520	2659					
124051072	匈奴1032	1520	2659	1520	1900					
124051073	匈奴1033	2659	1520	2279	1140					
124051074	匈奴1034	2659	1520	2279	1140					
124051075	匈奴1035	1140	2279	2659	1520					
124051081	匈奴1036	2659	1520	2279	1140					
124051082	匈奴1037	2659	1520	2279	1140					
124051083	匈奴1038	1520	2659	1520	1900					
124051084	匈奴1039	2659	1520	2279	1140					
124051085	匈奴1040	2279	1140	1900	2279					
124051091	匈奴1041	1520	2659	1520	1900					
124051092	匈奴1042	2659	1520	2279	1140					
124051093	匈奴1043	2659	1520	2279	1140					
124051094	匈奴1044	2659	1520	2279	1140					
124051095	匈奴1045	1520	2659	1520	1900					
124051101	匈奴1046	2507	1254	2090	2507					
124051102	匈奴1047	2507	1254	2090	2507					
124051103	匈奴1048	1254	2507	1672	2925					
124051104	匈奴1049	2925	1672	2507	1254					
124051105	匈奴1050	2507	1254	2090	2507					
124052011	匈奴1051	1140	2279	1520	2659					
124052012	匈奴1052	2279	1140	1900	2279					
124052013	匈奴1053	1140	2279	2659	1520					
124052014	匈奴1054	1520	2659	1520	1900					
124052015	匈奴1055	1520	2659	1520	1900					
124052021	匈奴1056	1140	2279	2659	1520					
124052022	匈奴1057	2279	1140	1900	2279					
124052023	匈奴1058	1520	2659	1520	1900					
124052024	匈奴1059	1520	2659	1520	1900					
124052025	匈奴1060	2659	1520	2279	1140					
124052031	匈奴1061	1520	2659	1520	1900					
124052032	匈奴1062	1520	2659	1520	1900					
124052033	匈奴1063	2659	1520	2279	1140					
124052034	匈奴1064	1140	2279	2659	1520					
124052035	匈奴1065	1140	2279	1520	2659					
124052041	匈奴1066	1140	2279	1520	2659					
124052042	匈奴1067	1140	2279	2659	1520					
124052043	匈奴1068	1140	2279	1520	2659					
124052044	匈奴1069	2279	1140	1900	2279					
124052045	匈奴1070	2279	1140	1900	2279					
124052051	匈奴1071	2659	1520	2279	1140					
124052052	匈奴1072	2659	1520	2279	1140					
124052053	匈奴1073	1140	2279	1520	2659					
124052054	匈奴1074	2659	1520	2279	1140					
124052055	匈奴1075	1140	2279	2659	1520					
124052061	匈奴1076	1520	2659	1520	1900					
124052062	匈奴1077	1140	2279	2659	1520					
124052063	匈奴1078	1140	2279	2659	1520					
124052064	匈奴1079	2659	1520	2279	1140					
124052065	匈奴1080	1140	2279	1520	2659					
124052071	匈奴1081	1254	2507	1672	2925					
124052072	匈奴1082	2507	1254	2090	2507					
124052073	匈奴1083	1254	2507	2925	1672					
124052074	匈奴1084	1672	2925	1672	2090					
124052075	匈奴1085	2925	1672	2507	1254					
124052081	匈奴1086	2925	1672	2507	1254					
124052082	匈奴1087	2507	1254	2090	2507					
124052083	匈奴1088	2507	1254	2090	2507					
124052084	匈奴1089	2507	1254	2090	2507					
124052085	匈奴1090	1254	2507	1672	2925					
124052091	匈奴1091	1672	2925	1672	2090					
124052092	匈奴1092	1254	2507	1672	2925					
124052093	匈奴1093	2925	1672	2507	1254					
124052094	匈奴1094	2507	1254	2090	2507					
124052095	匈奴1095	2925	1672	2507	1254					
124052101	匈奴1096	3191	1823	2735	1368					
124052102	匈奴1097	1823	3191	1823	2279					
124052103	匈奴1098	2735	1368	2279	2735					
124052104	匈奴1099	3191	1823	2735	1368					
124052105	匈奴1100	1823	3191	1823	2279					
124053011	匈奴1101	1254	2507	2925	1672					
124053012	匈奴1102	1254	2507	1672	2925					
124053013	匈奴1103	1672	2925	1672	2090					
124053014	匈奴1104	2507	1254	2090	2507					
124053015	匈奴1105	2925	1672	2507	1254					
124053021	匈奴1106	1254	2507	1672	2925					
124053022	匈奴1107	2507	1254	2090	2507					
124053023	匈奴1108	1672	2925	1672	2090					
124053024	匈奴1109	1254	2507	1672	2925					
124053025	匈奴1110	1254	2507	1672	2925					
124053031	匈奴1111	1254	2507	1672	2925					
124053032	匈奴1112	1254	2507	1672	2925					
124053033	匈奴1113	1672	2925	1672	2090					
124053034	匈奴1114	1254	2507	1672	2925					
124053035	匈奴1115	2507	1254	2090	2507					
124053041	匈奴1116	1254	2507	1672	2925					
124053042	匈奴1117	1672	2925	1672	2090					
124053043	匈奴1118	2507	1254	2090	2507					
124053044	匈奴1119	2925	1672	2507	1254					
124053045	匈奴1120	1672	2925	1672	2090					
124053051	匈奴1121	2925	1672	2507	1254					
124053052	匈奴1122	2925	1672	2507	1254					
124053053	匈奴1123	2507	1254	2090	2507					
124053054	匈奴1124	1254	2507	2925	1672					
124053055	匈奴1125	1254	2507	1672	2925					
124053061	匈奴1126	1254	2507	2925	1672					
124053062	匈奴1127	1254	2507	2925	1672					
124053063	匈奴1128	2507	1254	2090	2507					
124053064	匈奴1129	1672	2925	1672	2090					
124053065	匈奴1130	1672	2925	1672	2090					
124053071	匈奴1131	1368	2735	3191	1823					
124053072	匈奴1132	3191	1823	2735	1368					
124053073	匈奴1133	2735	1368	2279	2735					
124053074	匈奴1134	2735	1368	2279	2735					
124053075	匈奴1135	3191	1823	2735	1368					
124053081	匈奴1136	1368	2735	1823	3191					
124053082	匈奴1137	1368	2735	1823	3191					
124053083	匈奴1138	1368	2735	3191	1823					
124053084	匈奴1139	1823	3191	1823	2279					
124053085	匈奴1140	3191	1823	2735	1368					
124053091	匈奴1141	2735	1368	2279	2735					
124053092	匈奴1142	2735	1368	2279	2735					
124053093	匈奴1143	1368	2735	3191	1823					
124053094	匈奴1144	1823	3191	1823	2279					
124053095	匈奴1145	1368	2735	3191	1823					
124053101	匈奴1146	3723	2127	3191	1596					
124053102	匈奴1147	3191	1596	2659	3191					
124053103	匈奴1148	2127	3723	2127	2659					
124053104	匈奴1149	1596	3191	3723	2127					
124053105	匈奴1150	2127	3723	2127	2659					
124054011	匈奴1151	2735	1368	2279	2735					
124054012	匈奴1152	1823	3191	1823	2279					
124054013	匈奴1153	2735	1368	2279	2735					
124054014	匈奴1154	2735	1368	2279	2735					
124054015	匈奴1155	1368	2735	3191	1823					
