怪物武将id	武将	武将星数	无名武将	解锁技能个数	品质，1-WHITE=白色2-GREEN = 绿色3-BLUE =蓝色 4-PURPLE =紫色5-ORANGE=橙色6-RED=红色	士兵数	战斗力	士气	武将等级	士兵等级	总属性（关联属性表sprite_stat）	单兵血量		能否触发克制技		怪物位置		转生等级	是否是援军					
124054032		1	124054032	2	4	2400	2400	1	70	5	124054032			1	22		0							
124054033		1	124054033	2	4	2400	2400	1	70	5	124054033			1	22		0							
124054034		1	124054034	2	4	2400	2400	1	70	5	124054034			1	25		2							
124054035		1	124054035	2	4	2400	2400	1	70	5	124054035			1	21		2							
124054041		1	124054041	2	4	2400	2400	1	70	5	124054041			1	23		1							
124054042		1	124054042	2	4	2400	2400	1	70	5	124054042			1	22		0							
124054043		1	124054043	2	4	2400	2400	1	70	5	124054043			1	25		0							
124054044		1	124054044	2	4	2400	2400	1	70	5	124054044			1	21		1							
124054045		1	124054045	2	4	2400	2400	1	70	5	124054045			1	22		2							
124054051		1	124054051	2	4	2400	2400	1	70	5	124054051			1	24		1							
124054052		1	124054052	2	4	2400	2400	1	70	5	124054052			1	22		2							
124054053		1	124054053	2	4	2400	2400	1	70	5	124054053			1	24		2							
124054054		1	124054054	2	4	2400	2400	1	70	5	124054054			1	23		2							
124054055		1	124054055	2	4	2400	2400	1	70	5	124054055			1	22		0							
124054061		1	124054061	2	4	2400	2400	1	70	5	124054061			1	22		2							
124054062		1	124054062	2	4	2400	2400	1	70	5	124054062			1	24		1							
124054063		1	124054063	2	4	2400	2400	1	70	5	124054063			1	23		2							
124054064		1	124054064	2	4	2400	2400	1	70	5	124054064			1	23		1							
124054065		1	124054065	2	4	2400	2400	1	70	5	124054065			1	21		0							
124054071		1	124054071	2	4	2400	2400	1	70	5	124054071			1	25		0							
124054072		1	124054072	2	4	2400	2400	1	70	5	124054072			1	22		2							
124054073		1	124054073	2	4	2400	2400	1	70	5	124054073			1	22		1							
124054074		1	124054074	2	4	2400	2400	1	70	5	124054074			1	21		1							
124054075		1	124054075	2	4	2400	2400	1	70	5	124054075			1	22		2							
124054081		1	124054081	2	4	2400	2400	1	70	5	124054081			1	21		0							
124054082		1	124054082	2	4	2400	2400	1	70	5	124054082			1	25		0							
124054083		1	124054083	2	4	2400	2400	1	70	5	124054083			1	23		2							
124054084		1	124054084	2	4	2400	2400	1	70	5	124054084			1	23		2							
124054085		1	124054085	2	4	2400	2400	1	70	5	124054085			1	24		1							
124054091		1	124054091	2	4	2400	2400	1	70	5	124054091			1	24		0							
124054092		1	124054092	2	4	2400	2400	1	70	5	124054092			1	25		0							
124054093		1	124054093	2	4	2400	2400	1	70	5	124054093			1	22		0							
124054094		1	124054094	2	4	2400	2400	1	70	5	124054094			1	22		2							
124054095		1	124054095	2	4	2400	2400	1	70	5	124054095			1	22		1							
124054101		1	124054101	2	4	2400	2400	1	70	5	124054101			1	21		2							
124054102		1	124054102	2	4	2400	2400	1	70	5	124054102			1	25		0							
124054103		1	124054103	2	4	2400	2400	1	70	5	124054103			1	22		1							
124054104		1	124054104	2	4	2400	2400	1	70	5	124054104			1	24		1							
124054105		1	124054105	2	4	2400	2400	1	70	5	124054105			1	22		0							
124055011		1	124055011	2	4	2400	2400	1	70	5	124055011			1	22		0							
124055012		1	124055012	2	4	2400	2400	1	70	5	124055012			1	24		2							
124055013		1	124055013	2	4	2400	2400	1	70	5	124055013			1	24		0							
124055014		1	124055014	2	4	2400	2400	1	70	5	124055014			1	22		2							
124055015		1	124055015	2	4	2400	2400	1	70	5	124055015			1	22		2							
124055021		1	124055021	2	4	2400	2400	1	70	5	124055021			1	23		1							
124055022		1	124055022	2	4	2400	2400	1	70	5	124055022			1	24		2							
124055023		1	124055023	2	4	2400	2400	1	70	5	124055023			1	25		1							
124055024		1	124055024	2	4	2400	2400	1	70	5	124055024			1	24		2							
124055025		1	124055025	2	4	2400	2400	1	70	5	124055025			1	21		1							
124055031		1	124055031	2	4	2400	2400	1	70	5	124055031			1	24		2							
124055032		1	124055032	2	4	2400	2400	1	70	5	124055032			1	24		0							
124055033		1	124055033	2	4	2400	2400	1	70	5	124055033			1	22		1							
124055034		1	124055034	2	4	2400	2400	1	70	5	124055034			1	25		0							
124055035		1	124055035	2	4	2400	2400	1	70	5	124055035			1	21		2							
124055041		1	124055041	2	4	2400	2400	1	70	5	124055041			1	23		2							
124055042		1	124055042	2	4	2400	2400	1	70	5	124055042			1	25		1							
124055043		1	124055043	2	4	2400	2400	1	70	5	124055043			1	23		2							
124055044		1	124055044	2	4	2400	2400	1	70	5	124055044			1	24		2							
124055045		1	124055045	2	4	2400	2400	1	70	5	124055045			1	23		0							
124055051		1	124055051	2	4	2400	2400	1	70	5	124055051			1	21		0							
124055052		1	124055052	2	4	2400	2400	1	70	5	124055052			1	21		0							
124055053		1	124055053	2	4	2400	2400	1	70	5	124055053			1	22		1							
124055054		1	124055054	2	4	2400	2400	1	70	5	124055054			1	22		1							
124055055		1	124055055	2	4	2400	2400	1	70	5	124055055			1	22		2							
124055061		1	124055061	2	4	2400	2400	1	70	5	124055061			1	21		1							
124055062		1	124055062	2	4	2400	2400	1	70	5	124055062			1	24		1							
124055063		1	124055063	2	4	2400	2400	1	70	5	124055063			1	23		1							
124055064		1	124055064	2	4	2400	2400	1	70	5	124055064			1	24		2							
124055065		1	124055065	2	4	2400	2400	1	70	5	124055065			1	21		0							
124055071		1	124055071	2	4	2400	2400	1	70	5	124055071			1	25		0							
124055072		1	124055072	2	4	2400	2400	1	70	5	124055072			1	23		0							
124055073		1	124055073	2	4	2400	2400	1	70	5	124055073			1	23		2							
124055074		1	124055074	2	4	2400	2400	1	70	5	124055074			1	25		2							
124055075		1	124055075	2	4	2400	2400	1	70	5	124055075			1	22		2							
124055081		1	124055081	2	4	2400	2400	1	70	5	124055081			1	22		2							
124055082		1	124055082	2	4	2400	2400	1	70	5	124055082			1	21		1							
124055083		1	124055083	2	4	2400	2400	1	70	5	124055083			1	25		0							
124055084		1	124055084	2	4	2400	2400	1	70	5	124055084			1	24		1							
124055085		1	124055085	2	4	2400	2400	1	70	5	124055085			1	23		2							
124055091		1	124055091	2	4	2400	2400	1	70	5	124055091			1	22		1							
124055092		1	124055092	2	4	2400	2400	1	70	5	124055092			1	25		2							
124055093		1	124055093	2	4	2400	2400	1	70	5	124055093			1	24		0							
124055094		1	124055094	2	4	2400	2400	1	70	5	124055094			1	21		0							
124055095		1	124055095	2	4	2400	2400	1	70	5	124055095			1	23		0							
124055101		1	124055101	2	4	2400	2400	1	70	5	124055101			1	22		0							
124055102		1	124055102	2	4	2400	2400	1	70	5	124055102			1	25		2							
124055103		1	124055103	2	4	2400	2400	1	70	5	124055103			1	24		0							
124055104		1	124055104	2	4	2400	2400	1	70	5	124055104			1	22		2							
124055105		1	124055105	2	4	2400	2400	1	70	5	124055105			1	25		1							
124061011		1	124061011	2	4	2665	2665	1	80	6	124061011			1	24		2							
124061012		1	124061012	2	4	2665	2665	1	80	6	124061012			1	21		1							
124061013		1	124061013	2	4	2665	2665	1	80	6	124061013			1	23		0							
124061014		1	124061014	2	4	2665	2665	1	80	6	124061014			1	22		1							
124061015		1	124061015	2	4	2665	2665	1	80	6	124061015			1	25		0							
124061021		1	124061021	2	4	2665	2665	1	80	6	124061021			1	23		2							
124061022		1	124061022	2	4	2665	2665	1	80	6	124061022			1	22		1							
124061023		1	124061023	2	4	2665	2665	1	80	6	124061023			1	21		0							
124061024		1	124061024	2	4	2665	2665	1	80	6	124061024			1	22		1							
124061025		1	124061025	2	4	2665	2665	1	80	6	124061025			1	24		0							
124061031		1	124061031	2	4	2665	2665	1	80	6	124061031			1	25		1							
124061032		1	124061032	2	4	2665	2665	1	80	6	124061032			1	22		2							
124061033		1	124061033	2	4	2665	2665	1	80	6	124061033			1	25		0							
124061034		1	124061034	2	4	2665	2665	1	80	6	124061034			1	21		1							
124061035		1	124061035	2	4	2665	2665	1	80	6	124061035			1	21		1							
124061041		1	124061041	2	4	2665	2665	1	80	6	124061041			1	22		0							
124061042		1	124061042	2	4	2665	2665	1	80	6	124061042			1	24		2							
124061043		1	124061043	2	4	2665	2665	1	80	6	124061043			1	25		0							
124061044		1	124061044	2	4	2665	2665	1	80	6	124061044			1	25		0							
124061045		1	124061045	2	4	2665	2665	1	80	6	124061045			1	23		2							
124061051		1	124061051	2	4	2665	2665	1	80	6	124061051			1	23		1							
124061052		1	124061052	2	4	2665	2665	1	80	6	124061052			1	21		1							
124061053		1	124061053	2	4	2665	2665	1	80	6	124061053			1	22		2							
124061054		1	124061054	2	4	2665	2665	1	80	6	124061054			1	25		1							
124061055		1	124061055	2	4	2665	2665	1	80	6	124061055			1	24		2							
124061061		1	124061061	2	4	2665	2665	1	80	6	124061061			1	24		0							
124061062		1	124061062	2	4	2665	2665	1	80	6	124061062			1	22		0							
124061063		1	124061063	2	4	2665	2665	1	80	6	124061063			1	25		2							
124061064		1	124061064	2	4	2665	2665	1	80	6	124061064			1	24		0							
124061065		1	124061065	2	4	2665	2665	1	80	6	124061065			1	24		1							
124061071		1	124061071	2	4	2665	2665	1	80	6	124061071			1	22		0							
124061072		1	124061072	2	4	2665	2665	1	80	6	124061072			1	25		1							
124061073		1	124061073	2	4	2665	2665	1	80	6	124061073			1	21		0							
124061074		1	124061074	2	4	2665	2665	1	80	6	124061074			1	24		1							
124061075		1	124061075	2	4	2665	2665	1	80	6	124061075			1	23		2							
124061081		1	124061081	2	4	2665	2665	1	80	6	124061081			1	23		2							
124061082		1	124061082	2	4	2665	2665	1	80	6	124061082			1	25		1							
124061083		1	124061083	2	4	2665	2665	1	80	6	124061083			1	24		0							
124061084		1	124061084	2	4	2665	2665	1	80	6	124061084			1	21		0							
124061085		1	124061085	2	4	2665	2665	1	80	6	124061085			1	23		1							
124061091		1	124061091	2	4	2665	2665	1	80	6	124061091			1	24		1							
124061092		1	124061092	2	4	2665	2665	1	80	6	124061092			1	21		1							
124061093		1	124061093	2	4	2665	2665	1	80	6	124061093			1	21		1							
124061094		1	124061094	2	4	2665	2665	1	80	6	124061094			1	25		0							
124061095		1	124061095	2	4	2665	2665	1	80	6	124061095			1	24		1							
124061101		1	124061101	2	4	2665	2665	1	80	6	124061101			1	22		0							
124061102		1	124061102	2	4	2665	2665	1	80	6	124061102			1	23		1							
124061103		1	124061103	2	4	2665	2665	1	80	6	124061103			1	23		2							
124061104		1	124061104	2	4	2665	2665	1	80	6	124061104			1	25		2							
124061105		1	124061105	2	4	2665	2665	1	80	6	124061105			1	22		0							
124062011		1	124062011	2	4	2665	2665	1	80	6	124062011			1	25		2							
124062012		1	124062012	2	4	2665	2665	1	80	6	124062012			1	22		1							
124062013		1	124062013	2	4	2665	2665	1	80	6	124062013			1	24		1							
124062014		1	124062014	2	4	2665	2665	1	80	6	124062014			1	24		0							
124062015		1	124062015	2	4	2665	2665	1	80	6	124062015			1	24		0							
124062021		1	124062021	2	4	2665	2665	1	80	6	124062021			1	23		1							
124062022		1	124062022	2	4	2665	2665	1	80	6	124062022			1	21		1							
124062023		1	124062023	2	4	2665	2665	1	80	6	124062023			1	22		1							
124062024		1	124062024	2	4	2665	2665	1	80	6	124062024			1	24		1							
124062025		1	124062025	2	4	2665	2665	1	80	6	124062025			1	25		2							
124062031		1	124062031	2	4	2665	2665	1	80	6	124062031			1	21		0							
124062032		1	124062032	2	4	2665	2665	1	80	6	124062032			1	24		1							
124062033		1	124062033	2	4	2665	2665	1	80	6	124062033			1	25		0							
124062034		1	124062034	2	4	2665	2665	1	80	6	124062034			1	22		1							
124062035		1	124062035	2	4	2665	2665	1	80	6	124062035			1	24		1							
124062041		1	124062041	2	4	2665	2665	1	80	6	124062041			1	24		0							
124062042		1	124062042	2	4	2665	2665	1	80	6	124062042			1	22		0							
124062043		1	124062043	2	4	2665	2665	1	80	6	124062043			1	25		2							
124062044		1	124062044	2	4	2665	2665	1	80	6	124062044			1	23		2							
124062045		1	124062045	2	4	2665	2665	1	80	6	124062045			1	24		1							
124062051		1	124062051	2	4	2665	2665	1	80	6	124062051			1	21		1							
124062052		1	124062052	2	4	2665	2665	1	80	6	124062052			1	23		2							
124062053		1	124062053	2	4	2665	2665	1	80	6	124062053			1	22		1							
124062054		1	124062054	2	4	2665	2665	1	80	6	124062054			1	23		2							
124062055		1	124062055	2	4	2665	2665	1	80	6	124062055			1	23		1							
124062061		1	124062061	2	4	2665	2665	1	80	6	124062061			1	21		1							
124062062		1	124062062	2	4	2665	2665	1	80	6	124062062			1	22		1							
124062063		1	124062063	2	4	2665	2665	1	80	6	124062063			1	21		0							
124062064		1	124062064	2	4	2665	2665	1	80	6	124062064			1	25		1							
124062065		1	124062065	2	4	2665	2665	1	80	6	124062065			1	22		0							
124062071		1	124062071	2	4	2665	2665	1	80	6	124062071			1	25		1							
124062072		1	124062072	2	4	2665	2665	1	80	6	124062072			1	24		0							
124062073		1	124062073	2	4	2665	2665	1	80	6	124062073			1	22		0							
124062074		1	124062074	2	4	2665	2665	1	80	6	124062074			1	25		2							
124062075		1	124062075	2	4	2665	2665	1	80	6	124062075			1	24		0							
124062081		1	124062081	2	4	2665	2665	1	80	6	124062081			1	21		1							
124062082		1	124062082	2	4	2665	2665	1	80	6	124062082			1	21		1							
124062083		1	124062083	2	4	2665	2665	1	80	6	124062083			1	24		2							
124062084		1	124062084	2	4	2665	2665	1	80	6	124062084			1	24		0							
124062085		1	124062085	2	4	2665	2665	1	80	6	124062085			1	24		2							
124062091		1	124062091	2	4	2665	2665	1	80	6	124062091			1	23		1							
124062092		1	124062092	2	4	2665	2665	1	80	6	124062092			1	25		1							
124062093		1	124062093	2	4	2665	2665	1	80	6	124062093			1	24		1							
124062094		1	124062094	2	4	2665	2665	1	80	6	124062094			1	22		0							
124062095		1	124062095	2	4	2665	2665	1	80	6	124062095			1	25		1							
124062101		1	124062101	2	4	2665	2665	1	80	6	124062101			1	22		1							
124062102		1	124062102	2	4	2665	2665	1	80	6	124062102			1	25		2							
124062103		1	124062103	2	4	2665	2665	1	80	6	124062103			1	24		0							
124062104		1	124062104	2	4	2665	2665	1	80	6	124062104			1	24		0							
124062105		1	124062105	2	4	2665	2665	1	80	6	124062105			1	21		2							
124063011		1	124063011	2	4	2665	2665	1	80	6	124063011			1	21		1							
124063012		1	124063012	2	4	2665	2665	1	80	6	124063012			1	22		1							
124063013		1	124063013	2	4	2665	2665	1	80	6	124063013			1	21		2							
124063014		1	124063014	2	4	2665	2665	1	80	6	124063014			1	23		0							
124063015		1	124063015	2	4	2665	2665	1	80	6	124063015			1	25		1							
124063021		1	124063021	2	4	2665	2665	1	80	6	124063021			1	24		1							
124063022		1	124063022	2	4	2665	2665	1	80	6	124063022			1	23		2							
124063023		1	124063023	2	4	2665	2665	1	80	6	124063023			1	23		2							
124063024		1	124063024	2	4	2665	2665	1	80	6	124063024			1	25		1							
124063025		1	124063025	2	4	2665	2665	1	80	6	124063025			1	22		0							
124063031		1	124063031	2	4	2665	2665	1	80	6	124063031			1	22		0							
124063032		1	124063032	2	4	2665	2665	1	80	6	124063032			1	22		1							
124063033		1	124063033	2	4	2665	2665	1	80	6	124063033			1	21		1							
124063034		1	124063034	2	4	2665	2665	1	80	6	124063034			1	21		2							
124063035		1	124063035	2	4	2665	2665	1	80	6	124063035			1	23		0							
124063041		1	124063041	2	4	2665	2665	1	80	6	124063041			1	25		0							
124063042		1	124063042	2	4	2665	2665	1	80	6	124063042			1	22		1							
124063043		1	124063043	2	4	2665	2665	1	80	6	124063043			1	21		1							
124063044		1	124063044	2	4	2665	2665	1	80	6	124063044			1	21		0							
124063045		1	124063045	2	4	2665	2665	1	80	6	124063045			1	22		1							
124063051		1	124063051	2	4	2665	2665	1	80	6	124063051			1	25		2							
124063052		1	124063052	2	4	2665	2665	1	80	6	124063052			1	21		0							
124063053		1	124063053	2	4	2665	2665	1	80	6	124063053			1	25		1							
124063054		1	124063054	2	4	2665	2665	1	80	6	124063054			1	22		2							
124063055		1	124063055	2	4	2665	2665	1	80	6	124063055			1	23		0							
124063061		1	124063061	2	4	2665	2665	1	80	6	124063061			1	21		1							
124063062		1	124063062	2	4	2665	2665	1	80	6	124063062			1	23		0							
124063063		1	124063063	2	4	2665	2665	1	80	6	124063063			1	24		1							
124063064		1	124063064	2	4	2665	2665	1	80	6	124063064			1	25		0							
124063065		1	124063065	2	4	2665	2665	1	80	6	124063065			1	24		1							
124063071		1	124063071	2	4	2665	2665	1	80	6	124063071			1	25		1							
124063072		1	124063072	2	4	2665	2665	1	80	6	124063072			1	24		0							
124063073		1	124063073	2	4	2665	2665	1	80	6	124063073			1	24		0							
124063074		1	124063074	2	4	2665	2665	1	80	6	124063074			1	24		1							
124063075		1	124063075	2	4	2665	2665	1	80	6	124063075			1	21		2							
124063081		1	124063081	2	4	2665	2665	1	80	6	124063081			1	21		1							
124063082		1	124063082	2	4	2665	2665	1	80	6	124063082			1	22		1							
124063083		1	124063083	2	4	2665	2665	1	80	6	124063083			1	23		1							
124063084		1	124063084	2	4	2665	2665	1	80	6	124063084			1	25		1							
124063085		1	124063085	2	4	2665	2665	1	80	6	124063085			1	22		1							
124063091		1	124063091	2	4	2665	2665	1	80	6	124063091			1	24		1							
124063092		1	124063092	2	4	2665	2665	1	80	6	124063092			1	23		1							
124063093		1	124063093	2	4	2665	2665	1	80	6	124063093			1	25		1							
124063094		1	124063094	2	4	2665	2665	1	80	6	124063094			1	25		1							
124063095		1	124063095	2	4	2665	2665	1	80	6	124063095			1	23		1							
124063101		1	124063101	2	4	2665	2665	1	80	6	124063101			1	21		0							
124063102		1	124063102	2	4	2665	2665	1	80	6	124063102			1	23		0							
124063103		1	124063103	2	4	2665	2665	1	80	6	124063103			1	24		2							
124063104		1	124063104	2	4	2665	2665	1	80	6	124063104			1	23		0							
124063105		1	124063105	2	4	2665	2665	1	80	6	124063105			1	22		0							
124064011		1	124064011	2	4	2665	2665	1	80	6	124064011			1	22		1							
124064012		1	124064012	2	4	2665	2665	1	80	6	124064012			1	24		1							
124064013		1	124064013	2	4	2665	2665	1	80	6	124064013			1	21		1							
124064014		1	124064014	2	4	2665	2665	1	80	6	124064014			1	24		0							
124064015		1	124064015	2	4	2665	2665	1	80	6	124064015			1	23		1							
124064021		1	124064021	2	4	2665	2665	1	80	6	124064021			1	22		2							
124064022		1	124064022	2	4	2665	2665	1	80	6	124064022			1	22		2							
124064023		1	124064023	2	4	2665	2665	1	80	6	124064023			1	25		1							
124064024		1	124064024	2	4	2665	2665	1	80	6	124064024			1	22		1							
124064025		1	124064025	2	4	2665	2665	1	80	6	124064025			1	25		0							
124064031		1	124064031	2	4	2665	2665	1	80	6	124064031			1	25		2							
124064032		1	124064032	2	4	2665	2665	1	80	6	124064032			1	24		1							
124064033		1	124064033	2	4	2665	2665	1	80	6	124064033			1	24		0							
124064034		1	124064034	2	4	2665	2665	1	80	6	124064034			1	23		2							
124064035		1	124064035	2	4	2665	2665	1	80	6	124064035			1	22		2							
124064041		1	124064041	2	4	2665	2665	1	80	6	124064041			1	21		2							
124064042		1	124064042	2	4	2665	2665	1	80	6	124064042			1	24		0							
124064043		1	124064043	2	4	2665	2665	1	80	6	124064043			1	21		2							
124064044		1	124064044	2	4	2665	2665	1	80	6	124064044			1	21		1							
124064045		1	124064045	2	4	2665	2665	1	80	6	124064045			1	24		2							
124064051		1	124064051	2	4	2665	2665	1	80	6	124064051			1	23		1							
124064052		1	124064052	2	4	2665	2665	1	80	6	124064052			1	21		1							
124064053		1	124064053	2	4	2665	2665	1	80	6	124064053			1	24		2							
124064054		1	124064054	2	4	2665	2665	1	80	6	124064054			1	23		2							
124064055		1	124064055	2	4	2665	2665	1	80	6	124064055			1	24		0							
124064061		1	124064061	2	4	2665	2665	1	80	6	124064061			1	23		0							
124064062		1	124064062	2	4	2665	2665	1	80	6	124064062			1	25		0							
124064063		1	124064063	2	4	2665	2665	1	80	6	124064063			1	23		1							
124064064		1	124064064	2	4	2665	2665	1	80	6	124064064			1	22		0							
124064065		1	124064065	2	4	2665	2665	1	80	6	124064065			1	21		2							
124064071		1	124064071	2	4	2665	2665	1	80	6	124064071			1	23		0							
124064072		1	124064072	2	4	2665	2665	1	80	6	124064072			1	21		0							
124064073		1	124064073	2	4	2665	2665	1	80	6	124064073			1	22		1							
124064074		1	124064074	2	4	2665	2665	1	80	6	124064074			1	21		2							
124064075		1	124064075	2	4	2665	2665	1	80	6	124064075			1	23		2							
124064081		1	124064081	2	4	2665	2665	1	80	6	124064081			1	24		0							
124064082		1	124064082	2	4	2665	2665	1	80	6	124064082			1	24		1							
124064083		1	124064083	2	4	2665	2665	1	80	6	124064083			1	21		2							
124064084		1	124064084	2	4	2665	2665	1	80	6	124064084			1	23		2							
124064085		1	124064085	2	4	2665	2665	1	80	6	124064085			1	21		2							
124064091		1	124064091	2	4	2665	2665	1	80	6	124064091			1	23		0							
124064092		1	124064092	2	4	2665	2665	1	80	6	124064092			1	22		2							
124064093		1	124064093	2	4	2665	2665	1	80	6	124064093			1	24		0							
124064094		1	124064094	2	4	2665	2665	1	80	6	124064094			1	22		0							
124064095		1	124064095	2	4	2665	2665	1	80	6	124064095			1	23		0							
124064101		1	124064101	2	4	2665	2665	1	80	6	124064101			1	21		1							
124064102		1	124064102	2	4	2665	2665	1	80	6	124064102			1	25		1							
124064103		1	124064103	2	4	2665	2665	1	80	6	124064103			1	21		0							
124064104		1	124064104	2	4	2665	2665	1	80	6	124064104			1	21		1							
124064105		1	124064105	2	4	2665	2665	1	80	6	124064105			1	25		1							
124065011		1	124065011	2	4	2665	2665	1	80	6	124065011			1	25		0							
124065012		1	124065012	2	4	2665	2665	1	80	6	124065012			1	23		0							
124065013		1	124065013	2	4	2665	2665	1	80	6	124065013			1	25		2							
124065014		1	124065014	2	4	2665	2665	1	80	6	124065014			1	25		0							
124065015		1	124065015	2	4	2665	2665	1	80	6	124065015			1	22		2							
124065021		1	124065021	2	4	2665	2665	1	80	6	124065021			1	22		1							
124065022		1	124065022	2	4	2665	2665	1	80	6	124065022			1	22		0							
124065023		1	124065023	2	4	2665	2665	1	80	6	124065023			1	22		1							
124065024		1	124065024	2	4	2665	2665	1	80	6	124065024			1	24		0							
124065025		1	124065025	2	4	2665	2665	1	80	6	124065025			1	23		1							
124065031		1	124065031	2	4	2665	2665	1	80	6	124065031			1	24		1							
124065032		1	124065032	2	4	2665	2665	1	80	6	124065032			1	22		2							
124065033		1	124065033	2	4	2665	2665	1	80	6	124065033			1	25		1							
124065034		1	124065034	2	4	2665	2665	1	80	6	124065034			1	24		2							
124065035		1	124065035	2	4	2665	2665	1	80	6	124065035			1	21		2							
124065041		1	124065041	2	4	2665	2665	1	80	6	124065041			1	24		1							
124065042		1	124065042	2	4	2665	2665	1	80	6	124065042			1	23		0							
124065043		1	124065043	2	4	2665	2665	1	80	6	124065043			1	25		1							
124065044		1	124065044	2	4	2665	2665	1	80	6	124065044			1	23		0							
124065045		1	124065045	2	4	2665	2665	1	80	6	124065045			1	24		2							
124065051		1	124065051	2	4	2665	2665	1	80	6	124065051			1	25		2							
124065052		1	124065052	2	4	2665	2665	1	80	6	124065052			1	21		2							
124065053		1	124065053	2	4	2665	2665	1	80	6	124065053			1	23		2							
124065054		1	124065054	2	4	2665	2665	1	80	6	124065054			1	22		1							
124065055		1	124065055	2	4	2665	2665	1	80	6	124065055			1	25		0							
124065061		1	124065061	2	4	2665	2665	1	80	6	124065061			1	24		2							
124065062		1	124065062	2	4	2665	2665	1	80	6	124065062			1	24		0							
124065063		1	124065063	2	4	2665	2665	1	80	6	124065063			1	24		1							
124065064		1	124065064	2	4	2665	2665	1	80	6	124065064			1	24		0							
124065065		1	124065065	2	4	2665	2665	1	80	6	124065065			1	24		1							
124065071		1	124065071	2	4	2665	2665	1	80	6	124065071			1	25		1							
124065072		1	124065072	2	4	2665	2665	1	80	6	124065072			1	23		1							
124065073		1	124065073	2	4	2665	2665	1	80	6	124065073			1	22		1							
124065074		1	124065074	2	4	2665	2665	1	80	6	124065074			1	21		2							
124065075		1	124065075	2	4	2665	2665	1	80	6	124065075			1	21		0							
124065081		1	124065081	2	4	2665	2665	1	80	6	124065081			1	25		2							
124065082		1	124065082	2	4	2665	2665	1	80	6	124065082			1	22		2							
124065083		1	124065083	2	4	2665	2665	1	80	6	124065083			1	21		1							
124065084		1	124065084	2	4	2665	2665	1	80	6	124065084			1	23		2							
124065085		1	124065085	2	4	2665	2665	1	80	6	124065085			1	24		2							
124065091		1	124065091	2	4	2665	2665	1	80	6	124065091			1	24		1							
124065092		1	124065092	2	4	2665	2665	1	80	6	124065092			1	25		0							
124065093		1	124065093	2	4	2665	2665	1	80	6	124065093			1	25		0							
124065094		1	124065094	2	4	2665	2665	1	80	6	124065094			1	22		2							
124065095		1	124065095	2	4	2665	2665	1	80	6	124065095			1	21		2							
124065101		1	124065101	2	4	2665	2665	1	80	6	124065101			1	22		0							
124065102		1	124065102	2	4	2665	2665	1	80	6	124065102			1	23		2							
124065103		1	124065103	2	4	2665	2665	1	80	6	124065103			1	25		0							
124065104		1	124065104	2	4	2665	2665	1	80	6	124065104			1	25		2							
124065105		1	124065105	2	4	2665	2665	1	80	6	124065105			1	25		1							
124071011		1	124071011	2	5	2980	2980	1	90	7	124071011			1	23		1							
124071012		1	124071012	2	5	2980	2980	1	90	7	124071012			1	24		1							
124071013		1	124071013	2	5	2980	2980	1	90	7	124071013			1	23		1							
124071014		1	124071014	2	5	2980	2980	1	90	7	124071014			1	24		2							
124071015		1	124071015	2	5	2980	2980	1	90	7	124071015			1	24		0							
124071021		1	124071021	2	5	2980	2980	1	90	7	124071021			1	22		2							
124071022		1	124071022	2	5	2980	2980	1	90	7	124071022			1	23		2							
124071023		1	124071023	2	5	2980	2980	1	90	7	124071023			1	22		1							
124071024		1	124071024	2	5	2980	2980	1	90	7	124071024			1	24		0							
124071025		1	124071025	2	5	2980	2980	1	90	7	124071025			1	22		0							
124071031		1	124071031	2	5	2980	2980	1	90	7	124071031			1	21		1							
124071032		1	124071032	2	5	2980	2980	1	90	7	124071032			1	22		2							
124071033		1	124071033	2	5	2980	2980	1	90	7	124071033			1	25		2							
124071034		1	124071034	2	5	2980	2980	1	90	7	124071034			1	24		0							
124071035		1	124071035	2	5	2980	2980	1	90	7	124071035			1	23		2							
124071041		1	124071041	2	5	2980	2980	1	90	7	124071041			1	25		0							
124071042		1	124071042	2	5	2980	2980	1	90	7	124071042			1	25		1							
124071043		1	124071043	2	5	2980	2980	1	90	7	124071043			1	23		1							
124071044		1	124071044	2	5	2980	2980	1	90	7	124071044			1	24		1							
124071045		1	124071045	2	5	2980	2980	1	90	7	124071045			1	25		2							
124071051		1	124071051	2	5	2980	2980	1	90	7	124071051			1	24		0							
124071052		1	124071052	2	5	2980	2980	1	90	7	124071052			1	21		2							
124071053		1	124071053	2	5	2980	2980	1	90	7	124071053			1	22		2							
124071054		1	124071054	2	5	2980	2980	1	90	7	124071054			1	23		1							
124071055		1	124071055	2	5	2980	2980	1	90	7	124071055			1	24		2							
124071061		1	124071061	2	5	2980	2980	1	90	7	124071061			1	21		2							
124071062		1	124071062	2	5	2980	2980	1	90	7	124071062			1	21		1							
124071063		1	124071063	2	5	2980	2980	1	90	7	124071063			1	24		0							
124071064		1	124071064	2	5	2980	2980	1	90	7	124071064			1	21		2							
124071065		1	124071065	2	5	2980	2980	1	90	7	124071065			1	25		2							
124071071		1	124071071	2	5	2980	2980	1	90	7	124071071			1	22		2							
124071072		1	124071072	2	5	2980	2980	1	90	7	124071072			1	21		1							
124071073		1	124071073	2	5	2980	2980	1	90	7	124071073			1	25		2							
124071074		1	124071074	2	5	2980	2980	1	90	7	124071074			1	25		1							
