Id				名字	图标	描述	技能分组	技能等级	主动技能	被动技能			内政技能效果	战斗力系数	
13114038	范雎	S	车	奇谋划策	skill3801	使己方血量百分比最高的单位伤害提升100%，持续30秒。	1690	4	13114138					10000	伤害提升96%
13115038	范雎	S	车	奇谋划策	skill3801	使己方血量百分比最高的单位伤害提升100%，持续30秒。	1690	5	13115138					10000	伤害提升100%
13141038	范雎	S	车	业火	skill0022	攻击时有33%的概率使目标易燃，受到火系伤害额外提升15%，并使目标所受伤害提升60%，持续30秒。	170	1		13141338				3000	所受伤害提升50%
13142038	范雎	S	车	业火	skill0022	攻击时有33%的概率使目标易燃，受到火系伤害额外提升15%，并使目标所受伤害提升63%，持续30秒。	170	2		13142338				3150	所受伤害提升53%
13143038	范雎	S	车	业火	skill0022	攻击时有33%的概率使目标易燃，受到火系伤害额外提升15%，并使目标所受伤害提升66%，持续30秒。	170	3		13143338				3300	所受伤害提升55%
13144038	范雎	S	车	业火	skill0022	攻击时有33%的概率使目标易燃，受到火系伤害额外提升15%，并使目标所受伤害提升69%，持续30秒。	170	4		13144338				3450	所受伤害提升58%
13145038	范雎	S	车	业火	skill0022	攻击时有33%的概率使目标易燃，受到火系伤害额外提升15%，并使目标所受伤害提升72%，持续30秒。	170	5		13145338				3600	所受伤害提升60%
13111039	小七	B	弓	乱世红颜	skill3901	对目标造成500%的伤害。	171	1	13111139					8333	造成203%伤害
13112039	小七	B	弓	乱世红颜	skill3901	对目标造成500%的伤害。	1710	2	13112139					8333	造成213%伤害
13113039	小七	B	弓	乱世红颜	skill3901	对目标造成500%的伤害。	1710	3	13113139					8333	造成223%伤害
13114039	小七	B	弓	乱世红颜	skill3901	对目标造成500%的伤害。	1710	4	13114139					8333	造成233%伤害
13115039	小七	B	弓	乱世红颜	skill3901	对目标造成500%的伤害。	1710	5	13115139					8333	造成243%伤害
13111040	西门豹	B	步	仁心治军	skill2201	使目标所受伤害提升81%，持续30秒。	172	1	13111140					8333	所受伤害提升68%
13112040	西门豹	B	步	仁心治军	skill2201	使目标所受伤害提升81%，持续30秒。	1720	2	13112140					8333	所受伤害提升71%
13113040	西门豹	B	步	仁心治军	skill2201	使目标所受伤害提升81%，持续30秒。	1720	3	13113140					8333	所受伤害提升74%
13114040	西门豹	B	步	仁心治军	skill2201	使目标所受伤害提升81%，持续30秒。	1720	4	13114140					8333	所受伤害提升78%
13115040	西门豹	B	步	仁心治军	skill2201	使目标所受伤害提升81%，持续30秒。	1720	5	13115140					8333	所受伤害提升81%
															
13101501		B	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性32	31	1		13131501					提升敏捷32
13102501		B	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性64	31	2		13132501					提升敏捷64
13103501		B	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性96	31	3		13133501					提升敏捷96
13104501		B	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性128	31	4		13134501					提升敏捷128
13105501		B	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性160	31	5		13135501					提升敏捷160
13101502		B	体	坚忍	skill0027	进入战斗后，提升自身体力属性32	32	1		13131502					提升体力32
13102502		B	体	坚忍	skill0027	进入战斗后，提升自身体力属性64	32	2		13132502					提升体力64
13103502		B	体	坚忍	skill0027	进入战斗后，提升自身体力属性96	32	3		13133502					提升体力96
13104502		B	体	坚忍	skill0027	进入战斗后，提升自身体力属性128	32	4		13134502					提升体力128
13105502		B	体	坚忍	skill0027	进入战斗后，提升自身体力属性160	32	5		13135502					提升体力160
13101503		A	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性40	33	1		13131503					提升敏捷40
13102503		A	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性80	33	2		13132503					提升敏捷80
13103503		A	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性120	33	3		13133503					提升敏捷120
13104503		A	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性160	33	4		13134503					提升敏捷160
13105503		A	敏	灵活	skill0026	进入战斗后，提升自身敏捷属性200	33	5		13135503					提升敏捷200
13101504		A	体	坚忍	skill0027	进入战斗后，提升自身体力属性40	34	1		13131504					提升体力40
13102504		A	体	坚忍	skill0027	进入战斗后，提升自身体力属性80	34	2		13132504					提升体力80
13103504		A	体	坚忍	skill0027	进入战斗后，提升自身体力属性120	34	3		13133504					提升体力120
13104504		A	体	坚忍	skill0027	进入战斗后，提升自身体力属性160	34	4		13134504					提升体力160
13105504		A	体	坚忍	skill0027	进入战斗后，提升自身体力属性200	34	5		13135504					提升体力200
13101505		S	攻	善攻	skill0028	进入战斗后，提升自身攻击属性50	35	1		13131505					提升攻击50
13102505		S	攻	善攻	skill0028	进入战斗后，提升自身攻击属性100	35	2		13132505					提升攻击100
13103505		S	攻	善攻	skill0028	进入战斗后，提升自身攻击属性150	35	3		13133505					提升攻击150
13104505		S	攻	善攻	skill0028	进入战斗后，提升自身攻击属性200	35	4		13134505					提升攻击200
13105505		S	攻	善攻	skill0028	进入战斗后，提升自身攻击属性250	35	5		13135505					提升攻击250
13101506		S	防	铁壁	skill0029	进入战斗后，提升自身防御属性50	36	1		13131506					提升防御50
13102506		S	防	铁壁	skill0029	进入战斗后，提升自身防御属性100	36	2		13132506					提升防御100
13103506		S	防	铁壁	skill0029	进入战斗后，提升自身防御属性150	36	3		13133506					提升防御150
13104506		S	防	铁壁	skill0029	进入战斗后，提升自身防御属性200	36	4		13134506					提升防御200
13105506		S	防	铁壁	skill0029	进入战斗后，提升自身防御属性250	36	5		13135506					提升防御250
															
13101507				轻装	skill0032	减免器械特性摧山裂地50%伤害。	43	1		13131507				4000	
13101508				厚甲	skill0033	减免弓兵特性强弓劲弩50%伤害。	44	1		13131508				4000	
															
13101511		S	敏	迅捷	skill0030	每5次攻击，提升自身敏捷属性1000，持续30秒。	51	1		13131511				2430	提升敏捷1000
13102511		S	敏	迅捷	skill0030	每5次攻击，提升自身敏捷属性1050，持续30秒。	51	2		13132511				2552	提升敏捷1050
13103511		S	敏	迅捷	skill0030	每5次攻击，提升自身敏捷属性1100，持续30秒。	51	3		13133511				2673	提升敏捷1100
13104511		S	敏	迅捷	skill0030	每5次攻击，提升自身敏捷属性1150，持续30秒。	51	4		13134511				2795	提升敏捷1150
13105511		S	敏	迅捷	skill0030	每5次攻击，提升自身敏捷属性1200，持续30秒。	51	5		13135511				2916	提升敏捷1200
13101512		S	体	亢奋	skill0031	每5次攻击，提升自身体力属性1000，持续30秒。	52	1		13131512				2430	提升体力1000
13102512		S	体	亢奋	skill0031	每5次攻击，提升自身体力属性1050，持续30秒。	52	2		13132512				2552	提升体力1050
13103512		S	体	亢奋	skill0031	每5次攻击，提升自身体力属性1100，持续30秒。	52	3		13133512				2673	提升体力1100
13104512		S	体	亢奋	skill0031	每5次攻击，提升自身体力属性1150，持续30秒。	52	4		13134512				2795	提升体力1150
13105512		S	体	亢奋	skill0031	每5次攻击，提升自身体力属性1200，持续30秒。	52	5		13135512				2916	提升体力1200
															
13121001				铜币粗铸	nskill001	铜币税收提升1.2%	5001	1					13121001		铜币税收提升1.2%
13122001				铜币粗铸	nskill001	铜币税收提升4.0%	5001	2					13122001		铜币税收提升4.0%
13123001				铜币粗铸	nskill001	铜币税收提升7.5%	5001	3					13123001		铜币税收提升7.5%
13124001				铜币粗铸	nskill001	铜币税收提升12.5%	5001	4					13124001		铜币税收提升12.5%
13125001				铜币粗铸	nskill001	铜币税收提升25.0%	5001	5					13125001		铜币税收提升25.0%
13121002				普及教育	nskill002	科研速度提升1.0%	5002	1					13121002		科研速度提升1.0%
13122002				普及教育	nskill002	科研速度提升3.0%	5002	2					13122002		科研速度提升3.0%
13123002				普及教育	nskill002	科研速度提升6.0%	5002	3					13123002		科研速度提升6.0%
13124002				普及教育	nskill002	科研速度提升10.0%	5002	4					13124002		科研速度提升10.0%
13125002				普及教育	nskill002	科研速度提升20.0%	5002	5					13125002		科研速度提升20.0%
13121003				改良场地	nskill003	修炼速度提升2.0%	5003	1					13121003		修炼速度提升2.0%
13122003				改良场地	nskill003	修炼速度提升5.0%	5003	2					13122003		修炼速度提升5.0%
13123003				改良场地	nskill003	修炼速度提升10.0%	5003	3					13123003		修炼速度提升10.0%
13124003				改良场地	nskill003	修炼速度提升16.0%	5003	4					13124003		修炼速度提升16.0%
13125003				改良场地	nskill003	修炼速度提升30.0%	5003	5					13125003		修炼速度提升30.0%
13121004				仓库维护	nskill004	仓库容量提升10000	5004	1					13121004		仓库容量提升10000
13122004				仓库维护	nskill004	仓库容量提升100000	5004	2					13122004		仓库容量提升100000
13123004				仓库维护	nskill004	仓库容量提升1000000	5004	3					13123004		仓库容量提升1000000
13124004				仓库维护	nskill004	仓库容量提升10000000	5004	4					13124004		仓库容量提升10000000
13125004				仓库维护	nskill004	仓库容量提升100000000	5004	5					13125004		仓库容量提升100000000
13121005				高效冶金	nskill005	农场铜币收获提升1.2%	5005	1					13121005		农场铜币收获提升1.2%
13122005				高效冶金	nskill005	农场铜币收获提升4.0%	5005	2					13122005		农场铜币收获提升4.0%
13123005				高效冶金	nskill005	农场铜币收获提升7.5%	5005	3					13123005		农场铜币收获提升7.5%
13124005				高效冶金	nskill005	农场铜币收获提升12.5%	5005	4					13124005		农场铜币收获提升12.5%
13125005				高效冶金	nskill005	农场铜币收获提升25.0%	5005	5					13125005		农场铜币收获提升25.0%
13121006				提速施工	nskill006	建造速度提升1.0%	5006	1					13121006		建造速度提升1.0%
13122006				提速施工	nskill006	建造速度提升3.0%	5006	2					13122006		建造速度提升3.0%
13123006				提速施工	nskill006	建造速度提升6.0%	5006	3					13123006		建造速度提升6.0%
13124006				提速施工	nskill006	建造速度提升10.0%	5006	4					13124006		建造速度提升10.0%
13125006				提速施工	nskill006	建造速度提升20.0%	5006	5					13125006		建造速度提升20.0%
13121007				有教无类	nskill002	科研速度提升2.0%	5007	1					13121007		科研速度提升2.0%
13122007				有教无类	nskill002	科研速度提升5.0%	5007	2					13122007		科研速度提升5.0%
13123007				有教无类	nskill002	科研速度提升10.0%	5007	3					13123007		科研速度提升10.0%
13124007				有教无类	nskill002	科研速度提升16.0%	5007	4					13124007		科研速度提升16.0%
13125007				有教无类	nskill002	科研速度提升30.0%	5007	5					13125007		科研速度提升30.0%
13121008				提速冶金	nskill005	农场铜币收获提升1.2%	5008	1					13121008		农场铜币收获提升1.2%
13122008				提速冶金	nskill005	农场铜币收获提升4.0%	5008	2					13122008		农场铜币收获提升4.0%
13123008				提速冶金	nskill005	农场铜币收获提升7.5%	5008	3					13123008		农场铜币收获提升7.5%
13124008				提速冶金	nskill005	农场铜币收获提升12.5%	5008	4					13124008		农场铜币收获提升12.5%
13125008				提速冶金	nskill005	农场铜币收获提升25.0%	5008	5					13125008		农场铜币收获提升25.0%
13121009				高效采石	nskill007	农场石料收获提升2.5%	5009	1					13121009		农场石料收获提升2.5%
13122009				高效采石	nskill007	农场石料收获提升8.0%	5009	2					13122009		农场石料收获提升8.0%
13123009				高效采石	nskill007	农场石料收获提升15.0%	5009	3					13123009		农场石料收获提升15.0%
13124009				高效采石	nskill007	农场石料收获提升25.0%	5009	4					13124009		农场石料收获提升25.0%
13125009				高效采石	nskill007	农场石料收获提升50.0%	5009	5					13125009		农场石料收获提升50.0%
13121010				高效施工	nskill006	建造速度提升2.0%	5010	1					13121010		建造速度提升2.0%
13122010				高效施工	nskill006	建造速度提升5.0%	5010	2					13122010		建造速度提升5.0%
13123010				高效施工	nskill006	建造速度提升10.0%	5010	3					13123010		建造速度提升10.0%
13124010				高效施工	nskill006	建造速度提升16.0%	5010	4					13124010		建造速度提升16.0%
13125010				高效施工	nskill006	建造速度提升30.0%	5010	5					13125010		建造速度提升30.0%
13121011				提速采石	nskill007	农场石料收获提升1.2%	5011	1					13121011		农场石料收获提升1.2%
13122011				提速采石	nskill007	农场石料收获提升4.0%	5011	2					13122011		农场石料收获提升4.0%
13123011				提速采石	nskill007	农场石料收获提升7.5%	5011	3					13123011		农场石料收获提升7.5%
13124011				提速采石	nskill007	农场石料收获提升12.5%	5011	4					13124011		农场石料收获提升12.5%
13125011				提速采石	nskill007	农场石料收获提升25.0%	5011	5					13125011		农场石料收获提升25.0%
13121012				铜币粗铸	nskill001	铜币税收提升1.2%	5012	1					13121012		铜币税收提升1.2%
13122012				铜币粗铸	nskill001	铜币税收提升4.0%	5012	2					13122012		铜币税收提升4.0%
13123012				铜币粗铸	nskill001	铜币税收提升7.5%	5012	3					13123012		铜币税收提升7.5%
13124012				铜币粗铸	nskill001	铜币税收提升12.5%	5012	4					13124012		铜币税收提升12.5%
13125012				铜币粗铸	nskill001	铜币税收提升25.0%	5012	5					13125012		铜币税收提升25.0%
13121013				普及教育	nskill002	科研速度提升1.0%	5013	1					13121013		科研速度提升1.0%
13122013				普及教育	nskill002	科研速度提升3.0%	5013	2					13122013		科研速度提升3.0%
13123013				普及教育	nskill002	科研速度提升6.0%	5013	3					13123013		科研速度提升6.0%
13124013				普及教育	nskill002	科研速度提升10.0%	5013	4					13124013		科研速度提升10.0%
13125013				普及教育	nskill002	科研速度提升20.0%	5013	5					13125013		科研速度提升20.0%
13121014				维护场地	nskill003	修炼速度提升1.0%	5014	1					13121014		修炼速度提升1.0%
13122014				维护场地	nskill003	修炼速度提升3.0%	5014	2					13122014		修炼速度提升3.0%
13123014				维护场地	nskill003	修炼速度提升6.0%	5014	3					13123014		修炼速度提升6.0%
13124014				维护场地	nskill003	修炼速度提升10.0%	5014	4					13124014		修炼速度提升10.0%
13125014				维护场地	nskill003	修炼速度提升20.0%	5014	5					13125014		修炼速度提升20.0%
13121015				基础采石	nskill007	农场石料收获提升1.2%	5015	1					13121015		农场石料收获提升1.2%
13122015				基础采石	nskill007	农场石料收获提升4.0%	5015	2					13122015		农场石料收获提升4.0%
13123015				基础采石	nskill007	农场石料收获提升7.5%	5015	3					13123015		农场石料收获提升7.5%
13124015				基础采石	nskill007	农场石料收获提升12.5%	5015	4					13124015		农场石料收获提升12.5%
13125015				基础采石	nskill007	农场石料收获提升25.0%	5015	5					13125015		农场石料收获提升25.0%
13121016				提速训练	nskill008	军营每小时产出士兵50	5016	1					13121016		军营每小时产出士兵50
13122016				提速训练	nskill008	军营每小时产出士兵150	5016	2					13122016		军营每小时产出士兵150
13123016				提速训练	nskill008	军营每小时产出士兵300	5016	3					13123016		军营每小时产出士兵300
13124016				提速训练	nskill008	军营每小时产出士兵500	5016	4					13124016		军营每小时产出士兵500
13125016				提速训练	nskill008	军营每小时产出士兵1000	5016	5					13125016		军营每小时产出士兵1000
13121017				石料粗切	nskill009	石料税收提升1.2%	5017	1					13121017		石料税收提升1.2%
13122017				石料粗切	nskill009	石料税收提升4.0%	5017	2					13122017		石料税收提升4.0%
13123017				石料粗切	nskill009	石料税收提升7.5%	5017	3					13123017		石料税收提升7.5%
13124017				石料粗切	nskill009	石料税收提升12.5%	5017	4					13124017		石料税收提升12.5%
13125017				石料粗切	nskill009	石料税收提升25.0%	5017	5					13125017		石料税收提升25.0%
13121018				维护场地	nskill003	修炼速度提升1.0%	5018	1					13121018		修炼速度提升1.0%
13122018				维护场地	nskill003	修炼速度提升3.0%	5018	2					13122018		修炼速度提升3.0%
13123018				维护场地	nskill003	修炼速度提升6.0%	5018	3					13123018		修炼速度提升6.0%
13124018				维护场地	nskill003	修炼速度提升10.0%	5018	4					13124018		修炼速度提升10.0%
13125018				维护场地	nskill003	修炼速度提升20.0%	5018	5					13125018		修炼速度提升20.0%
13121019				铜币精铸	nskill001	铜币税收提升2.5%	5019	1					13121019		铜币税收提升2.5%
13122019				铜币精铸	nskill001	铜币税收提升8.0%	5019	2					13122019		铜币税收提升8.0%
13123019				铜币精铸	nskill001	铜币税收提升15.0%	5019	3					13123019		铜币税收提升15.0%
13124019				铜币精铸	nskill001	铜币税收提升25.0%	5019	4					13124019		铜币税收提升25.0%
13125019				铜币精铸	nskill001	铜币税收提升50.0%	5019	5					13125019		铜币税收提升50.0%
13121020				改良场地	nskill003	修炼速度提升2.0%	5020	1					13121020		修炼速度提升2.0%
13122020				改良场地	nskill003	修炼速度提升5.0%	5020	2					13122020		修炼速度提升5.0%
13123020				改良场地	nskill003	修炼速度提升10.0%	5020	3					13123020		修炼速度提升10.0%
13124020				改良场地	nskill003	修炼速度提升16.0%	5020	4					13124020		修炼速度提升16.0%
13125020				改良场地	nskill003	修炼速度提升30.0%	5020	5					13125020		修炼速度提升30.0%
13121021				提速冶金	nskill005	农场铜币收获提升1.6%	5021	1					13121021		农场铜币收获提升1.6%
13122021				提速冶金	nskill005	农场铜币收获提升5.3%	5021	2					13122021		农场铜币收获提升5.3%
13123021				提速冶金	nskill005	农场铜币收获提升10.0%	5021	3					13123021		农场铜币收获提升10.0%
13124021				提速冶金	nskill005	农场铜币收获提升16.6%	5021	4					13124021		农场铜币收获提升16.6%
13125021				提速冶金	nskill005	农场铜币收获提升33.3%	5021	5					13125021		农场铜币收获提升33.3%
13121022				石料粗切	nskill009	石料税收提升2.5%	5022	1					13121022		石料税收提升2.5%
13122022				石料粗切	nskill009	石料税收提升8.0%	5022	2					13122022		石料税收提升8.0%
13123022				石料粗切	nskill009	石料税收提升15.0%	5022	3					13123022		石料税收提升15.0%
13124022				石料粗切	nskill009	石料税收提升25.0%	5022	4					13124022		石料税收提升25.0%
13125022				石料粗切	nskill009	石料税收提升50.0%	5022	5					13125022		石料税收提升50.0%
13121023				改良场地	nskill003	修炼速度提升2.0%	5023	1					13121023		修炼速度提升2.0%
13122023				改良场地	nskill003	修炼速度提升5.0%	5023	2					13122023		修炼速度提升5.0%
13123023				改良场地	nskill003	修炼速度提升10.0%	5023	3					13123023		修炼速度提升10.0%
13124023				改良场地	nskill003	修炼速度提升16.0%	5023	4					13124023		修炼速度提升16.0%
13125023				改良场地	nskill003	修炼速度提升30.0%	5023	5					13125023		修炼速度提升30.0%
13121024				提速训练	nskill008	军营每小时产出士兵50	5024	1					13121024		军营每小时产出士兵50
13122024				提速训练	nskill008	军营每小时产出士兵150	5024	2					13122024		军营每小时产出士兵150
13123024				提速训练	nskill008	军营每小时产出士兵300	5024	3					13123024		军营每小时产出士兵300
13124024				提速训练	nskill008	军营每小时产出士兵500	5024	4					13124024		军营每小时产出士兵500
13125024				提速训练	nskill008	军营每小时产出士兵1000	5024	5					13125024		军营每小时产出士兵1000
13121025				高效施工	nskill006	建造速度提升2.0%	5025	1					13121025		建造速度提升2.0%
13122025				高效施工	nskill006	建造速度提升5.0%	5025	2					13122025		建造速度提升5.0%
13123025				高效施工	nskill006	建造速度提升10.0%	5025	3					13123025		建造速度提升10.0%
13124025				高效施工	nskill006	建造速度提升16.0%	5025	4					13124025		建造速度提升16.0%
13125025				高效施工	nskill006	建造速度提升30.0%	5025	5					13125025		建造速度提升30.0%
13121026				机簧维护	nskill010	床弩攻击提升100	5026	1					13121026		床弩攻击提升100
13122026				机簧维护	nskill010	床弩攻击提升200	5026	2					13122026		床弩攻击提升200
13123026				机簧维护	nskill010	床弩攻击提升500	5026	3					13123026		床弩攻击提升500
13124026				机簧维护	nskill010	床弩攻击提升1000	5026	4					13124026		床弩攻击提升1000
13125026				机簧维护	nskill010	床弩攻击提升2000	5026	5					13125026		床弩攻击提升2000
13121027				高效施工	nskill006	建造速度提升2.0%	5027	1					13121027		建造速度提升2.0%
13122027				高效施工	nskill006	建造速度提升5.0%	5027	2					13122027		建造速度提升5.0%
13123027				高效施工	nskill006	建造速度提升10.0%	5027	3					13123027		建造速度提升10.0%
13124027				高效施工	nskill006	建造速度提升16.0%	5027	4					13124027		建造速度提升16.0%
13125027				高效施工	nskill006	建造速度提升30.0%	5027	5					13125027		建造速度提升30.0%
13121028				有教无类	nskill002	科研速度提升2.0%	5028	1					13121028		科研速度提升2.0%
13122028				有教无类	nskill002	科研速度提升5.0%	5028	2					13122028		科研速度提升5.0%
13123028				有教无类	nskill002	科研速度提升10.0%	5028	3					13123028		科研速度提升10.0%
13124028				有教无类	nskill002	科研速度提升16.0%	5028	4					13124028		科研速度提升16.0%
13125028				有教无类	nskill002	科研速度提升30.0%	5028	5					13125028		科研速度提升30.0%
13121029				高效施工	nskill006	建造速度提升2.0%	5029	1					13121029		建造速度提升2.0%
13122029				高效施工	nskill006	建造速度提升5.0%	5029	2					13122029		建造速度提升5.0%
13123029				高效施工	nskill006	建造速度提升10.0%	5029	3					13123029		建造速度提升10.0%
13124029				高效施工	nskill006	建造速度提升16.0%	5029	4					13124029		建造速度提升16.0%
13125029				高效施工	nskill006	建造速度提升30.0%	5029	5					13125029		建造速度提升30.0%
13121030				有教无类	nskill002	科研速度提升2.0%	5030	1					13121030		科研速度提升2.0%
13122030				有教无类	nskill002	科研速度提升5.0%	5030	2					13122030		科研速度提升5.0%
13123030				有教无类	nskill002	科研速度提升10.0%	5030	3					13123030		科研速度提升10.0%
13124030				有教无类	nskill002	科研速度提升16.0%	5030	4					13124030		科研速度提升16.0%
13125030				有教无类	nskill002	科研速度提升30.0%	5030	5					13125030		科研速度提升30.0%
13121031				改良场地	nskill003	修炼速度提升2.0%	5031	1					13121031		修炼速度提升2.0%
13122031				改良场地	nskill003	修炼速度提升5.0%	5031	2					13122031		修炼速度提升5.0%
13123031				改良场地	nskill003	修炼速度提升10.0%	5031	3					13123031		修炼速度提升10.0%
13124031				改良场地	nskill003	修炼速度提升16.0%	5031	4					13124031		修炼速度提升16.0%
13125031				改良场地	nskill003	修炼速度提升30.0%	5031	5					13125031		修炼速度提升30.0%
13121032				高效冶金	nskill005	农场铜币收获提升2.5%	5032	1					13121032		农场铜币收获提升2.5%
13122032				高效冶金	nskill005	农场铜币收获提升8.0%	5032	2					13122032		农场铜币收获提升8.0%
13123032				高效冶金	nskill005	农场铜币收获提升15.0%	5032	3					13123032		农场铜币收获提升15.0%
13124032				高效冶金	nskill005	农场铜币收获提升25.0%	5032	4					13124032		农场铜币收获提升25.0%
13125032				高效冶金	nskill005	农场铜币收获提升50.0%	5032	5					13125032		农场铜币收获提升50.0%
13121033				有教无类	nskill002	科研速度提升2.0%	5033	1					13121033		科研速度提升2.0%
13122033				有教无类	nskill002	科研速度提升5.0%	5033	2					13122033		科研速度提升5.0%
13123033				有教无类	nskill002	科研速度提升10.0%	5033	3					13123033		科研速度提升10.0%
13124033				有教无类	nskill002	科研速度提升16.0%	5033	4					13124033		科研速度提升16.0%
13125033				有教无类	nskill002	科研速度提升30.0%	5033	5					13125033		科研速度提升30.0%
13121034				改良场地	nskill003	修炼速度提升2.0%	5034	1					13121034		修炼速度提升2.0%
13122034				改良场地	nskill003	修炼速度提升5.0%	5034	2					13122034		修炼速度提升5.0%
13123034				改良场地	nskill003	修炼速度提升10.0%	5034	3					13123034		修炼速度提升10.0%
13124034				改良场地	nskill003	修炼速度提升16.0%	5034	4					13124034		修炼速度提升16.0%
13125034				改良场地	nskill003	修炼速度提升30.0%	5034	5					13125034		修炼速度提升30.0%
13121035				铜币精铸	nskill001	铜币税收提升2.5%	5035	1					13121035		铜币税收提升2.5%
13122035				铜币精铸	nskill001	铜币税收提升8.0%	5035	2					13122035		铜币税收提升8.0%
13123035				铜币精铸	nskill001	铜币税收提升15.0%	5035	3					13123035		铜币税收提升15.0%
13124035				铜币精铸	nskill001	铜币税收提升25.0%	5035	4					13124035		铜币税收提升25.0%
13125035				铜币精铸	nskill001	铜币税收提升50.0%	5035	5					13125035		铜币税收提升50.0%
13121036				高效施工	nskill006	建造速度提升2.0%	5036	1					13121036		建造速度提升2.0%
13122036				高效施工	nskill006	建造速度提升5.0%	5036	2					13122036		建造速度提升5.0%
13123036				高效施工	nskill006	建造速度提升10.0%	5036	3					13123036		建造速度提升10.0%
13124036				高效施工	nskill006	建造速度提升16.0%	5036	4					13124036		建造速度提升16.0%
13125036				高效施工	nskill006	建造速度提升30.0%	5036	5					13125036		建造速度提升30.0%
13121037				基础采石	nskill007	农场石料收获提升1.6%	5037	1					13121037		农场石料收获提升1.6%
13122037				基础采石	nskill007	农场石料收获提升5.3%	5037	2					13122037		农场石料收获提升5.3%
13123037				基础采石	nskill007	农场石料收获提升10.0%	5037	3					13123037		农场石料收获提升10.0%
13124037				基础采石	nskill007	农场石料收获提升16.6%	5037	4					13124037		农场石料收获提升16.6%
13125037				基础采石	nskill007	农场石料收获提升33.3%	5037	5					13125037		农场石料收获提升33.3%
13121038				有教无类	nskill002	科研速度提升2.0%	5038	1					13121038		科研速度提升2.0%
13122038				有教无类	nskill002	科研速度提升5.0%	5038	2					13122038		科研速度提升5.0%
13123038				有教无类	nskill002	科研速度提升10.0%	5038	3					13123038		科研速度提升10.0%
13124038				有教无类	nskill002	科研速度提升16.0%	5038	4					13124038		科研速度提升16.0%
13125038				有教无类	nskill002	科研速度提升30.0%	5038	5					13125038		科研速度提升30.0%
13121039				石料粗切	nskill009	石料税收提升1.2%	5039	1					13121039		石料税收提升1.2%
13122039				石料粗切	nskill009	石料税收提升4.0%	5039	2					13122039		石料税收提升4.0%
13123039				石料粗切	nskill009	石料税收提升7.5%	5039	3					13123039		石料税收提升7.5%
13124039				石料粗切	nskill009	石料税收提升12.5%	5039	4					13124039		石料税收提升12.5%
13125039				石料粗切	nskill009	石料税收提升25.0%	5039	5					13125039		石料税收提升25.0%
13121040				基础施工	nskill006	建造速度提升1.0%	5040	1					13121040		建造速度提升1.0%
13122040				基础施工	nskill006	建造速度提升3.0%	5040	2					13122040		建造速度提升3.0%
13123040				基础施工	nskill006	建造速度提升6.0%	5040	3					13123040		建造速度提升6.0%
13124040				基础施工	nskill006	建造速度提升10.0%	5040	4					13124040		建造速度提升10.0%
13125040				基础施工	nskill006	建造速度提升20.0%	5040	5					13125040		建造速度提升20.0%
