技能id	技能图标	技能描述	武将职业，0-不限 1-5步骑弓车器	技能增加的属性，配置 sprite_stat.txt 中的id	解锁需要将魂的等级（无效字段）		是否需要广播
11329101	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329101	1		
11329102	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329102	1		
11329103	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329103	1		
11329104	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329104	1		
11329105	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329105	1		
11329106	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329106	1		
11329107	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329107	1		
11329108	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329108	1		
11329109	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329109	1		
11329110	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329110	1		
11329111	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329111	1		
11329112	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329112	1		
11329113	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329113	1		
11329114	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329114	1		
11329115	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329115	1		
11329116	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329116	1		
11329117	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329117	1		
11329118	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329118	1		
11329119	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329119	1		
11329120	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329120	1		
11329121	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329121	1		
11329122	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329122	1		
11329123	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329123	1		
11329124	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329124	1		
11329125	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11329125	1		
11329206	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329206	6		
11329207	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329207	6		
11329208	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329208	6		
11329209	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329209	6		
11329210	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329210	6		
11329211	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329211	6		1
11329212	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329212	6		
11329213	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329213	6		
11329214	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329214	6		
11329215	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329215	6		
11329216	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329216	6		
11329217	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329217	6		
11329218	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329218	6		
11329219	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329219	6		
11329220	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329220	6		
11329221	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329221	6		
11329222	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329222	6		
11329223	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329223	6		
11329224	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329224	6		
11329225	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11329225	6		
11329311	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329311	11		
11329312	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329312	11		
11329313	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329313	11		
11329314	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329314	11		
11329315	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329315	11		
11329316	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329316	11		
11329317	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329317	11		
11329318	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329318	11		
11329319	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329319	11		
11329320	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329320	11		
11329321	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329321	11		
11329322	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329322	11		
11329323	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329323	11		
11329324	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329324	11		
11329325	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11329325	11		
11330101	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330101	1		
11330102	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330102	1		
11330103	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330103	1		
11330104	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330104	1		
11330105	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330105	1		
11330106	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330106	1		
11330107	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330107	1		
11330108	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330108	1		
11330109	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330109	1		
11330110	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330110	1		
11330111	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330111	1		
11330112	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330112	1		
11330113	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330113	1		
11330114	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330114	1		
11330115	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11330115	1		
11330206	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330206	6		
11330207	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330207	6		
11330208	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330208	6		
11330209	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330209	6		
11330210	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330210	6		
11330211	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330211	6		
11330212	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330212	6		
11330213	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330213	6		
11330214	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330214	6		
11330215	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11330215	6		
11331101	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331101	1		
11331102	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331102	1		
11331103	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331103	1		
11331104	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331104	1		
11331105	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331105	1		
11331106	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331106	1		
11331107	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331107	1		
11331108	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331108	1		
11331109	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331109	1		
11331110	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331110	1		
11331111	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331111	1		
11331112	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331112	1		
11331113	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331113	1		
11331114	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331114	1		
11331115	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331115	1		
11331116	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331116	1		
11331117	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331117	1		
11331118	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331118	1		
11331119	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331119	1		
11331120	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331120	1		
11331121	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331121	1		
11331122	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331122	1		
11331123	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331123	1		
11331124	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331124	1		
11331125	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11331125	1		
11331206	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331206	6		
11331207	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331207	6		
11331208	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331208	6		
11331209	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331209	6		
11331210	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331210	6		
11331211	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331211	6		1
11331212	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331212	6		
11331213	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331213	6		
11331214	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331214	6		
11331215	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331215	6		
11331216	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331216	6		
11331217	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331217	6		
11331218	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331218	6		
11331219	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331219	6		
11331220	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331220	6		
11331221	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331221	6		
11331222	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331222	6		
11331223	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331223	6		
11331224	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331224	6		
11331225	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11331225	6		
11331311	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331311	11		
11331312	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331312	11		
11331313	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331313	11		
11331314	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331314	11		
11331315	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331315	11		
11331316	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331316	11		
11331317	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331317	11		
11331318	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331318	11		
11331319	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331319	11		
11331320	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331320	11		
11331321	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331321	11		
11331322	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331322	11		
11331323	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331323	11		
11331324	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331324	11		
11331325	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11331325	11		
11332101	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332101	1		
11332102	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332102	1		
11332103	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332103	1		
11332104	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332104	1		
11332105	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332105	1		
11332106	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332106	1		
11332107	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332107	1		
11332108	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332108	1		
11332109	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332109	1		
11332110	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332110	1		
11332111	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332111	1		
11332112	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332112	1		
11332113	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332113	1		
11332114	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332114	1		
11332115	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332115	1		
11332116	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332116	1		
11332117	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332117	1		
11332118	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332118	1		
11332119	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332119	1		
11332120	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332120	1		
11332121	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332121	1		
11332122	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332122	1		
11332123	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332123	1		
11332124	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332124	1		
11332125	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11332125	1		
11332206	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332206	6		
11332207	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332207	6		
11332208	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332208	6		
11332209	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332209	6		
11332210	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332210	6		
11332211	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332211	6		1
11332212	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332212	6		
11332213	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332213	6		
11332214	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332214	6		
11332215	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332215	6		
11332216	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332216	6		
11332217	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332217	6		
11332218	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332218	6		
11332219	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332219	6		
11332220	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332220	6		
11332221	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332221	6		
11332222	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332222	6		
11332223	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332223	6		
11332224	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332224	6		
11332225	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11332225	6		
11332311	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332311	11		
11332312	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332312	11		
11332313	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332313	11		
11332314	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332314	11		
11332315	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332315	11		
11332316	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332316	11		
11332317	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332317	11		
11332318	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332318	11		
11332319	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332319	11		
11332320	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332320	11		
11332321	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332321	11		
11332322	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332322	11		
11332323	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332323	11		
11332324	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332324	11		
11332325	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11332325	11		
11333101	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333101	1		
11333102	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333102	1		
11333103	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333103	1		
11333104	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333104	1		
11333105	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333105	1		
11333106	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333106	1		
11333107	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333107	1		
11333108	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333108	1		
11333109	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333109	1		
11333110	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333110	1		
11333111	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333111	1		
11333112	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333112	1		
11333113	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333113	1		
11333114	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333114	1		
11333115	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333115	1		
11333116	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333116	1		
11333117	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333117	1		
11333118	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333118	1		
11333119	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333119	1		
11333120	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333120	1		
11333121	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333121	1		
11333122	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333122	1		
11333123	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333123	1		
11333124	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333124	1		
11333125	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11333125	1		
11333206	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333206	6		
11333207	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333207	6		
11333208	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333208	6		
11333209	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333209	6		
11333210	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333210	6		
11333211	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333211	6		1
11333212	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333212	6		
11333213	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333213	6		
11333214	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333214	6		
11333215	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333215	6		
11333216	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333216	6		
11333217	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333217	6		
11333218	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333218	6		
11333219	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333219	6		
11333220	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333220	6		
11333221	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333221	6		
11333222	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333222	6		
11333223	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333223	6		
11333224	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333224	6		
11333225	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11333225	6		
11333311	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333311	11		
11333312	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333312	11		
11333313	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333313	11		
11333314	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333314	11		
11333315	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333315	11		
11333316	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333316	11		
11333317	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333317	11		
11333318	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333318	11		
11333319	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333319	11		
11333320	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333320	11		
11333321	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333321	11		
11333322	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333322	11		
11333323	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333323	11		
11333324	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333324	11		
11333325	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11333325	11		
11334101	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334101	1		
11334102	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334102	1		
11334103	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334103	1		
11334104	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334104	1		
11334105	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334105	1		
11334106	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334106	1		
11334107	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334107	1		
11334108	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334108	1		
11334109	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334109	1		
11334110	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334110	1		
11334111	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334111	1		
11334112	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334112	1		
11334113	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334113	1		
11334114	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334114	1		
11334115	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334115	1		
11334116	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334116	1		
11334117	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334117	1		
11334118	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334118	1		
11334119	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334119	1		
11334120	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334120	1		
11334121	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334121	1		
11334122	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334122	1		
11334123	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334123	1		
11334124	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334124	1		
11334125	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11334125	1		
11334206	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334206	6		
11334207	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334207	6		
11334208	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334208	6		
11334209	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334209	6		
11334210	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334210	6		
11334211	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334211	6		1
11334212	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334212	6		
11334213	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334213	6		
11334214	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334214	6		
11334215	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334215	6		
11334216	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334216	6		
11334217	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334217	6		
11334218	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334218	6		
11334219	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334219	6		
11334220	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334220	6		
11334221	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334221	6		
11334222	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334222	6		
11334223	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334223	6		
11334224	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334224	6		
11334225	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11334225	6		
11334311	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334311	11		
11334312	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334312	11		
11334313	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334313	11		
11334314	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334314	11		
11334315	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334315	11		
11334316	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334316	11		
11334317	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334317	11		
11334318	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334318	11		
11334319	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334319	11		
11334320	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334320	11		
11334321	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334321	11		
11334322	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334322	11		
11334323	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334323	11		
11334324	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11334324	11		
